access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,261149.2061,16401.5605,0.0728,131072.0000,16384.0000,0.0067,0.7492,0.1908,0.7529,48,0
read,243057.4710,15248.5129,0.0653,131072.0000,16384.0000,0.0061,0.8058,0.3318,0.8089,48,0
write,243063.4889,15251.4865,0.0839,131072.0000,16384.0000,0.0068,0.8057,0.1852,0.8089,48,1
read,244049.7825,15310.7938,0.0645,131072.0000,16384.0000,0.0061,0.8026,0.3243,0.8056,48,1
write,245107.9893,15382.2254,0.0814,131072.0000,16384.0000,0.0064,0.7988,0.1767,0.8021,48,2
read,230937.0522,14486.8099,0.0709,131072.0000,16384.0000,0.0064,0.8482,0.3483,0.8513,48,2
write,236799.7903,14855.2717,0.0846,131072.0000,16384.0000,0.0061,0.8272,0.2202,0.8303,48,3
read,230185.9279,14436.0561,0.0638,131072.0000,16384.0000,0.0060,0.8512,0.3728,0.8541,48,3
write,241744.6297,15166.9830,0.0826,131072.0000,16384.0000,0.0061,0.8102,0.1940,0.8133,48,4
read,233606.6246,14651.7198,0.0724,131072.0000,16384.0000,0.0060,0.8387,0.3019,0.8416,48,4
