access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,143655.2811,143727.6771,0.1363,131072.0000,1024.0000,0.0935,21.8867,4.9083,21.8978,768,0
read,160036.5319,160060.8309,0.0975,131072.0000,1024.0000,0.1123,19.6533,7.4645,19.6563,768,0
write,148096.0618,148541.9021,0.1186,131072.0000,1024.0000,0.1584,21.1774,6.4731,21.2411,768,1
read,140837.0237,140856.6869,0.0903,131072.0000,1024.0000,0.1183,22.3328,11.1941,22.3359,768,1
write,146577.9155,146816.9766,0.1180,131072.0000,1024.0000,0.1189,21.4262,6.6075,21.4611,768,2
read,146907.3184,146928.4433,0.0910,131072.0000,1024.0000,0.1238,21.4099,10.2950,21.4130,768,2
write,146996.3876,147174.3185,0.1172,131072.0000,1024.0000,0.1087,21.3742,6.6067,21.4000,768,3
read,160595.1165,160620.7097,0.0909,131072.0000,1024.0000,2.2707,19.5848,8.5190,19.5879,768,3
write,149166.3801,149388.2876,0.1175,131072.0000,1024.0000,0.1551,21.0574,6.2793,21.0887,768,4
read,183423.4312,183456.5608,0.0907,131072.0000,1024.0000,0.6672,17.1470,6.0395,17.1501,768,4
