access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,612203.8173,306832.9904,0.0241,131072.0000,2048.0000,0.0073,1.7087,0.2302,1.7128,256,0
read,829739.0012,416016.1016,0.0188,131072.0000,2048.0000,0.0067,1.2603,0.0852,1.2637,256,0
write,787799.4674,395042.6810,0.0200,131072.0000,2048.0000,0.0074,1.3272,0.0732,1.3310,256,1
read,845900.0173,424215.2497,0.0186,131072.0000,2048.0000,0.0071,1.2359,0.0441,1.2396,256,1
write,793633.8375,397844.3281,0.0198,131072.0000,2048.0000,0.0065,1.3178,0.0736,1.3212,256,2
read,831129.3604,416648.1786,0.0189,131072.0000,2048.0000,0.0063,1.2583,0.0510,1.2616,256,2
write,621816.4953,311572.4573,0.0254,131072.0000,2048.0000,0.0068,1.6827,0.1382,1.6863,256,3
read,969360.0200,486246.9749,0.0161,131072.0000,2048.0000,0.0067,1.0782,0.0631,1.0817,256,3
write,755124.2072,378490.4150,0.0213,131072.0000,2048.0000,0.0079,1.3852,0.0868,1.3886,256,4
read,860084.8599,431202.5061,0.0182,131072.0000,2048.0000,0.0063,1.2159,0.0537,1.2192,256,4
