access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,716056.3704,716396.8569,0.0537,131072.0000,1024.0000,0.0078,8.7821,3.3879,8.7863,1536,0
read,1278835.1706,1279782.1089,0.0266,131072.0000,1024.0000,0.0081,4.9160,1.6038,4.9197,1536,0
write,951293.9637,951804.9103,0.0452,131072.0000,1024.0000,0.0072,6.6100,2.0657,6.6136,1536,1
read,1124877.9537,1125568.0114,0.0287,131072.0000,1024.0000,0.0069,5.5896,2.2412,5.5930,1536,1
write,526764.9807,526917.0131,0.0845,131072.0000,1024.0000,0.0080,11.9401,3.9416,11.9436,1536,2
read,1241236.3571,1242074.6827,0.0388,131072.0000,1024.0000,0.0066,5.0653,0.5537,5.0687,1536,2
write,552074.6540,552245.8675,0.0847,131072.0000,1024.0000,0.0069,11.3925,1.8447,11.3960,1536,3
read,1067121.8561,1067734.6868,0.0441,131072.0000,1024.0000,0.0068,5.8923,0.4803,5.8957,1536,3
write,551916.8212,552082.6467,0.0859,131072.0000,1024.0000,0.0067,11.3959,1.2461,11.3993,1536,4
read,988354.7093,988881.3507,0.0485,131072.0000,1024.0000,0.0064,6.3622,0.5470,6.3656,1536,4
