access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,826355.1736,51679.3339,0.7071,131072.0000,16384.0000,0.0083,7.6088,2.0962,7.6135,1536,0
read,499893.9255,31252.1828,1.4427,131072.0000,16384.0000,0.0072,12.5820,1.8519,12.5856,1536,0
write,1834373.1156,114767.0722,0.3856,131072.0000,16384.0000,0.0071,3.4262,0.5269,3.4298,1536,1
read,550603.8815,34422.8864,1.3943,131072.0000,16384.0000,0.0068,11.4231,0.9197,11.4265,1536,1
write,2220464.0565,138962.9134,0.3330,131072.0000,16384.0000,0.0072,2.8296,0.4594,2.8334,1536,2
read,560062.1000,35014.2332,1.3275,131072.0000,16384.0000,0.0065,11.2302,0.8432,11.2335,1536,2
write,1842401.9469,115274.6458,0.3170,131072.0000,16384.0000,0.0072,3.4111,1.0802,3.4148,1536,3
read,542713.7636,33929.8744,1.3461,131072.0000,16384.0000,0.0070,11.5891,1.2160,11.5926,1536,3
write,1944693.7730,121681.2158,0.3815,131072.0000,16384.0000,0.0073,3.2315,0.5807,3.2352,1536,4
read,507291.4506,31714.7482,1.4997,131072.0000,16384.0000,0.0071,12.3985,1.2197,12.4021,1536,4
