access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,71576.5253,73793.2021,0.0005,131072.0000,1024.0000,0.0064,0.1110,0.0458,0.1145,64,0
write,82484.0921,85088.6637,0.0005,131072.0000,1024.0000,0.0060,0.0963,0.0373,0.0993,64,1
write,88400.6421,91466.4515,0.0005,131072.0000,1024.0000,0.0061,0.0896,0.0322,0.0927,64,2
write,95237.1061,98893.1663,0.0004,131072.0000,1024.0000,0.0062,0.0828,0.0275,0.0860,64,3
write,102854.0676,106838.9859,0.0004,131072.0000,1024.0000,0.0058,0.0767,0.0221,0.0796,64,4
