access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,5.5691024613e+02,3.4270477390e+02,7.0763738882e+08,1.1499417061e+09
write,1,5.5691024709e+02,3.2289722180e+02,7.0763738761e+08,1.2204828217e+09
write,2,5.5691026211e+02,3.2804012990e+02,7.0763736853e+08,1.2013484829e+09
write,3,5.5691026115e+02,3.7407923388e+02,7.0763736974e+08,1.0534947591e+09
write,4,5.5691024399e+02,3.8341141200e+02,7.0763739155e+08,1.0278528496e+09
write,5,5.5691025496e+02,3.4522681999e+02,7.0763737762e+08,1.1415408351e+09
write,6,5.5691025710e+02,3.4817579198e+02,7.0763737489e+08,1.1318722366e+09
write,7,5.5691025805e+02,3.0648780584e+02,7.0763737368e+08,1.2858277063e+09
write,8,5.5691025710e+02,3.3219071198e+02,7.0763737489e+08,1.1863381431e+09
write,9,5.5691024303e+02,3.3185148907e+02,7.0763739276e+08,1.1875508333e+09
write,10,5.5691025805e+02,3.4372006702e+02,7.0763737368e+08,1.1465449655e+09
write,11,5.5691025615e+02,3.4942815781e+02,7.0763737610e+08,1.1278155569e+09
write,12,5.5691018891e+02,4.3942719007e+02,7.0763746153e+08,8.9682778238e+08
write,13,5.5691020608e+02,3.6929183793e+02,7.0763743972e+08,1.0671519701e+09
write,14,5.5691020393e+02,3.5408272505e+02,7.0763744245e+08,1.1129899442e+09
write,15,5.5691019797e+02,3.0270436096e+02,7.0763745002e+08,1.3018990249e+09
write,16,5.5691018987e+02,5.5689531994e+02,7.0763746032e+08,7.0765635529e+08
write,17,5.5691020393e+02,3.8125086999e+02,7.0763744245e+08,1.0336776737e+09
write,18,5.5691019702e+02,3.6139443994e+02,7.0763745123e+08,1.0904719853e+09
write,19,5.5691020107e+02,3.7500322413e+02,7.0763744608e+08,1.0508989977e+09
write,20,5.5691020417e+02,3.9378608203e+02,7.0763744214e+08,1.0007730856e+09
write,21,5.5691020083e+02,4.2743557501e+02,7.0763744638e+08,9.2198809698e+08
write,22,5.5691020894e+02,3.7407997704e+02,7.0763743608e+08,1.0534926662e+09
write,23,5.5691019583e+02,3.7165393496e+02,7.0763745275e+08,1.0603695409e+09
write,24,5.5691020513e+02,3.5561743116e+02,7.0763744093e+08,1.1081867137e+09
write,25,5.5691021013e+02,3.8100647998e+02,7.0763743457e+08,1.0343407083e+09
write,26,5.5691022015e+02,3.6930062890e+02,7.0763742185e+08,1.0671265672e+09
write,27,5.5691022086e+02,3.5454832196e+02,7.0763742094e+08,1.1115283530e+09
write,28,5.5691022301e+02,3.5743024993e+02,7.0763741821e+08,1.1025661999e+09
write,29,5.5691020513e+02,3.4351303601e+02,7.0763744093e+08,1.1472359738e+09
write,30,5.5691021991e+02,3.6351073694e+02,7.0763742215e+08,1.0841234449e+09
write,31,5.5691021895e+02,3.3648784399e+02,7.0763742336e+08,1.1711879624e+09
write,32,5.5691021013e+02,3.6856150794e+02,7.0763743457e+08,1.0692666051e+09
write,33,5.5691021109e+02,3.2370523405e+02,7.0763743336e+08,1.2174363307e+09
write,34,5.5691023588e+02,3.4434805799e+02,7.0763740185e+08,1.1444540001e+09
write,35,5.5691022491e+02,4.0657016802e+02,7.0763741579e+08,9.6930503855e+08
write,36,5.5691019082e+02,3.3796354985e+02,7.0763745911e+08,1.1660740117e+09
write,37,5.5691020393e+02,4.1176006484e+02,7.0763744245e+08,9.5708774608e+08
write,38,5.5691020393e+02,3.9408197784e+02,7.0763744245e+08,1.0000216568e+09
write,39,5.5691020203e+02,3.2693138909e+02,7.0763744487e+08,1.2054226836e+09
write,40,5.5691020203e+02,3.4736187577e+02,7.0763744487e+08,1.1345243674e+09
write,41,5.5691019917e+02,3.1566441798e+02,7.0763744851e+08,1.2484476866e+09
