access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.3099596381e+02,3.2291834617e+02,3.3041772238e+07,3.3868293263e+07
write,1,3.3099598193e+02,3.2178920698e+02,3.3041770429e+07,3.3987135089e+07
write,2,3.3099598193e+02,3.1325185013e+02,3.3041770429e+07,3.4913419485e+07
write,3,3.3099597907e+02,3.1445656705e+02,3.3041770715e+07,3.4779662421e+07
write,4,3.3099597692e+02,3.1583219504e+02,3.3041770929e+07,3.4628177303e+07
write,5,3.3099597692e+02,3.1586404181e+02,3.3041770929e+07,3.4624685942e+07
write,6,3.3099598098e+02,3.1479371691e+02,3.3041770524e+07,3.4742412763e+07
write,7,3.3099598098e+02,3.1022404003e+02,3.3041770524e+07,3.5254177100e+07
write,8,3.3099598289e+02,3.1479371619e+02,3.3041770334e+07,3.4742412842e+07
write,9,3.3099598408e+02,3.1750577593e+02,3.3041770215e+07,3.4445651315e+07
write,10,3.3099598002e+02,3.2438041496e+02,3.3041770620e+07,3.3715639858e+07
write,11,3.3099597502e+02,3.2417823696e+02,3.3041771119e+07,3.3736667059e+07
write,12,3.3099598718e+02,3.1485669303e+02,3.3041769906e+07,3.4735463753e+07
write,13,3.3099600482e+02,3.2409093308e+02,3.3041768144e+07,3.3745755069e+07
write,14,3.3099600697e+02,3.2497165084e+02,3.3041767930e+07,3.3654299444e+07
write,15,3.3099599886e+02,3.2497163320e+02,3.3041768739e+07,3.3654301271e+07
write,16,3.3099599481e+02,3.0377336884e+02,3.3041769144e+07,3.6002804623e+07
write,17,3.3099600792e+02,3.2184651804e+02,3.3041767835e+07,3.3981083016e+07
write,18,3.3099600697e+02,3.2264029384e+02,3.3041767930e+07,3.3897481055e+07
write,19,3.3099600101e+02,3.2408343387e+02,3.3041768525e+07,3.3746535938e+07
write,20,3.3099600410e+02,3.2225570488e+02,3.3041768216e+07,3.3937935256e+07
write,21,3.3099600410e+02,3.2100003505e+02,3.3041768216e+07,3.4070691757e+07
write,22,3.3099600482e+02,3.2419530892e+02,3.3041768144e+07,3.3734890503e+07
write,23,3.3099598789e+02,3.2831413698e+02,3.3041769834e+07,3.3311673230e+07
write,24,3.3099598694e+02,3.3002823496e+02,3.3041769929e+07,3.3138659331e+07
write,25,3.3099601412e+02,3.1782973886e+02,3.3041767216e+07,3.4410540963e+07
write,26,3.3099601412e+02,3.1562711191e+02,3.3041767216e+07,3.4650677446e+07
write,27,3.3099600911e+02,3.2769133592e+02,3.3041767716e+07,3.3374984473e+07
write,28,3.3099601912e+02,3.1184652901e+02,3.3041766716e+07,3.5070755101e+07
write,29,3.3099600410e+02,3.2733716297e+02,3.3041768216e+07,3.3411095608e+07
write,30,3.3099599910e+02,3.2009874582e+02,3.3041768716e+07,3.4166623240e+07
write,31,3.3099602103e+02,3.2380370998e+02,3.3041766526e+07,3.3775688514e+07
write,32,3.3099601698e+02,3.1395638394e+02,3.3041766931e+07,3.4835072027e+07
write,33,3.3099600196e+02,3.2355176687e+02,3.3041768430e+07,3.3801988948e+07
write,34,3.3099601293e+02,3.1849108386e+02,3.3041767335e+07,3.4339087661e+07
write,35,3.3099599910e+02,3.2355182505e+02,3.3041768716e+07,3.3801982871e+07
write,36,3.3099598789e+02,3.1352921200e+02,3.3041769834e+07,3.4882533523e+07
write,37,3.3099600291e+02,3.1319057894e+02,3.3041768335e+07,3.4920249789e+07
write,38,3.3099600291e+02,3.2229587293e+02,3.3041768335e+07,3.3933705538e+07
write,39,3.3099600601e+02,3.1558946013e+02,3.3041768025e+07,3.4654811486e+07
