access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,11071.6748,708654.8519,0.0337,131072.0000,16.0000,0.1449,284.0968,12.5959,284.1240,768,0
write,11144.5762,713308.4137,0.0335,131072.0000,16.0000,0.0997,282.2434,12.2665,282.2654,768,1
write,11138.7890,713066.3825,0.0344,131072.0000,16.0000,0.1667,282.3392,12.3989,282.4120,768,2
write,11134.0916,712637.4514,0.0335,131072.0000,16.0000,0.1040,282.5091,12.9872,282.5312,768,3
write,11129.3651,712304.8392,0.0331,131072.0000,16.0000,0.1069,282.6411,13.1398,282.6512,768,4
