access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,22783.9198,22801.9995,0.0293,131072.0000,1024.0000,0.0112,4.3112,0.6839,4.3146,24,0
write,25245.3799,25266.7027,0.0281,131072.0000,1024.0000,0.0140,3.8907,0.3992,3.8939,24,1
write,26855.5152,26879.6021,0.0274,131072.0000,1024.0000,0.0141,3.6572,0.1835,3.6605,24,2
write,28411.2315,28437.0811,0.0257,131072.0000,1024.0000,0.0156,3.4569,0.1712,3.4600,24,3
write,24912.8530,24933.6989,0.0275,131072.0000,1024.0000,0.0153,3.9426,0.6450,3.9459,24,4
