,terse_version_3,fio_version,jobname,groupid,error,read_kb,read_bandwidth_kb,read_iops,read_runtime_ms,read_slat_min_us,read_slat_max_us,read_slat_mean_us,read_slat_dev_us,read_clat_min_us,read_clat_max_us,read_clat_mean_us,read_clat_dev_us,read_clat_pct01,read_clat_pct02,read_clat_pct03,read_clat_pct04,read_clat_pct05,read_clat_pct06,read_clat_pct07,read_clat_pct08,read_clat_pct09,read_clat_pct10,read_clat_pct11,read_clat_pct12,read_clat_pct13,read_clat_pct14,read_clat_pct15,read_clat_pct16,read_clat_pct17,read_clat_pct18,read_clat_pct19,read_clat_pct20,read_tlat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_dev_us,read_bw_min_kb,read_bw_max_kb,read_bw_agg_pct,read_bw_mean_kb,read_bw_dev_kb,write_kb,write_bandwidth_kb,write_iops,write_runtime_ms,write_slat_min_us,write_slat_max_us,write_slat_mean_us,write_slat_dev_us,write_clat_min_us,write_clat_max_us,write_clat_mean_us,write_clat_dev_us,write_clat_pct01,write_clat_pct02,write_clat_pct03,write_clat_pct04,write_clat_pct05,write_clat_pct06,write_clat_pct07,write_clat_pct08,write_clat_pct09,write_clat_pct10,write_clat_pct11,write_clat_pct12,write_clat_pct13,write_clat_pct14,write_clat_pct15,write_clat_pct16,write_clat_pct17,write_clat_pct18,write_clat_pct19,write_clat_pct20,write_tlat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_dev_us,write_bw_min_kb,write_bw_max_kb,write_bw_agg_pct,write_bw_mean_kb,write_bw_dev_kb,cpu_user,cpu_sys,cpu_csw,cpu_mjf,cpu_minf,iodepth_1,iodepth_2,iodepth_4,iodepth_8,iodepth_16,iodepth_32,iodepth_64,lat_2us,lat_4us,lat_10us,lat_20us,lat_50us,lat_100us,lat_250us,lat_500us,lat_750us,lat_1000us,lat_2ms,lat_4ms,lat_10ms,lat_20ms,lat_50ms,lat_100ms,lat_250ms,lat_500ms,lat_750ms,lat_1000ms,lat_2000ms,lat_over_2000ms,description,rw-cat,rw_full,bs,bs_num,nj,read_bw_mean_gb,write_bw_mean_gb
54,3,fio-3.23,SeqRH-2M-32-taskset-cpu-args,0.0,0.0,3299328.0,2731231.0,1333.0,1208.0,0.0,0.0,0.0,0.0,1575.0,28021.0,18056.165775,4185.79214,1.000000%=2899,5.000000%=8355,10.000000%=13041,20.000000%=15794,30.000000%=17956,40.000000%=18743,50.000000%=19267,60.000000%=19791,70.000000%=20316,80.000000%=20840,90.000000%=21626,95.000000%=22151,99.000000%=22937,99.500000%=23986,99.900000%=25821,99.950000%=27918,99.990000%=27918,0%=0,0%=0,0%=0,1575.0,28021.0,18056.23779,4185.78218,2485301.0,2875392.0,98.136939%,2680346.5,8221.467239,894976.0,740874.0,361.0,1208.0,0.0,0.0,0.0,0.0,2264.0,23693.0,15707.2033,4155.440721,1.000000%=2736,5.000000%=6979,10.000000%=10551,20.000000%=12648,30.000000%=14090,40.000000%=15269,50.000000%=16711,60.000000%=17432,70.000000%=18219,80.000000%=19267,90.000000%=20316,95.000000%=21102,99.000000%=22151,99.500000%=22937,99.900000%=23724,99.950000%=23724,99.990000%=23724,0%=0,0%=0,0%=0,2264.0,23694.0,15707.370032,4155.423591,569115.0,901079.0,99.220245%,735097.0,7046.735509,0.428048%,0.227400%,4322.0,0.0,353.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,1.86%,4.93%,61.91%,31.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqRH-2M-32,SeqRH,Sequential Read-heavy 4:1,2M,2097152,32,2.5561776161193848,0.7010431289672852
59,3,fio-3.23,SeqBal-2M-32-taskset-cpu-args,0.0,0.0,2195456.0,2158757.0,1054.0,1017.0,0.0,0.0,0.0,0.0,1827.0,23499.0,15586.91519,4113.206393,1.000000%=2932,5.000000%=6258,10.000000%=10420,20.000000%=12648,30.000000%=14614,40.000000%=15400,50.000000%=16318,60.000000%=17170,70.000000%=17956,80.000000%=19005,90.000000%=20054,95.000000%=21102,99.000000%=22413,99.500000%=22413,99.900000%=23199,99.950000%=23461,99.990000%=23461,0%=0,0%=0,0%=0,1827.0,23499.0,15586.989172,4113.200479,2067906.0,2088345.0,96.264911%,2078125.5,1782.804305,1998848.0,1965435.0,959.0,1017.0,0.0,0.0,0.0,0.0,2042.0,22005.0,13584.731246,3972.73311,1.000000%=2801,5.000000%=4882,10.000000%=8093,20.000000%=10813,30.000000%=12255,40.000000%=13434,50.000000%=14352,60.000000%=15007,70.000000%=15794,80.000000%=16908,90.000000%=17956,95.000000%=19005,99.000000%=21364,99.500000%=21364,99.900000%=21889,99.950000%=21889,99.990000%=21889,0%=0,0%=0,0%=0,2042.0,22005.0,13584.923377,3972.714541,1777213.0,1830198.0,91.771313%,1803705.5,4284.899575,1.111496%,0.289682%,4332.0,0.0,387.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,2.20%,9.72%,81.59%,6.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-2M-32,SeqBal,Sequential Balanced 1:1,2M,2097152,32,1.9818549156188965,1.7201476097106934
64,3,fio-3.23,SeqWH-2M-32-taskset-cpu-args,0.0,0.0,851968.0,1985939.0,969.0,429.0,0.0,0.0,0.0,0.0,1279.0,9828.0,4965.196942,2199.210683,1.000000%=1417,5.000000%=1597,10.000000%=1794,20.000000%=2408,30.000000%=3424,40.000000%=4292,50.000000%=5275,60.000000%=5996,70.000000%=6586,80.000000%=7045,90.000000%=7700,95.000000%=8224,99.000000%=8847,99.500000%=8847,99.900000%=9764,99.950000%=9764,99.990000%=9764,0%=0,0%=0,0%=0,1279.0,9828.0,4965.322163,2199.20763,0.0,0.0,0.000000%,0.0,0.0,3342336.0,7790993.0,3804.0,429.0,0.0,0.0,0.0,0.0,1744.0,9811.0,4637.232748,1837.039039,1.000000%=1908,5.000000%=2113,10.000000%=2342,20.000000%=2703,30.000000%=3162,40.000000%=3850,50.000000%=4489,60.000000%=5275,70.000000%=5799,80.000000%=6389,90.000000%=7241,95.000000%=7766,99.000000%=8585,99.500000%=8716,99.900000%=9371,99.950000%=9764,99.990000%=9764,0%=0,0%=0,0%=0,1744.0,9812.0,4637.459933,1837.06204,0.0,0.0,0.000000%,0.0,0.0,4.955457%,0.501114%,4344.0,0.0,360.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.08%,35.89%,59.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-2M-32,SeqWH,Sequential Write-heavy 1:4,2M,2097152,32,0.0,0.0
69,3,fio-3.23,SeqW-2M-32-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,4194304.0,10782272.0,5264.0,389.0,0.0,0.0,0.0,0.0,1743.0,7646.0,3862.429974,1299.111336,1.000000%=2072,5.000000%=2342,10.000000%=2473,20.000000%=2670,30.000000%=2899,40.000000%=3129,50.000000%=3555,60.000000%=4014,70.000000%=4423,80.000000%=5013,90.000000%=5931,95.000000%=6520,99.000000%=6979,99.500000%=7045,99.900000%=7503,99.950000%=7569,99.990000%=7634,0%=0,0%=0,0%=0,1743.0,7646.0,3862.629312,1299.114019,0.0,0.0,0.000000%,0.0,0.0,7.807034%,0.800957%,4329.0,0.0,304.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.34%,59.62%,40.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-2M-32,SeqW,Sequential Write-only,2M,2097152,32,0.0,0.0
74,3,fio-3.23,RandR-2M-32-taskset-cpu-args,0.0,0.0,4194304.0,2652943.0,1295.0,1581.0,0.0,0.0,0.0,0.0,3992.0,40228.0,24149.887336,3704.732508,1.000000%=19791,5.000000%=20840,10.000000%=21364,20.000000%=21626,30.000000%=22151,40.000000%=22413,50.000000%=22937,60.000000%=23461,70.000000%=24510,80.000000%=25821,90.000000%=28442,95.000000%=32636,99.000000%=37486,99.500000%=38010,99.900000%=38010,99.950000%=40108,99.990000%=40108,0%=0,0%=0,0%=0,3992.0,40228.0,24149.936412,3704.741694,2124645.0,3014656.0,99.209431%,2631969.666667,11789.048706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.073569%,0.093452%,4260.0,0.0,298.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,1.12%,98.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandR-2M-32,RandR,Random Read-only,2M,2097152,32,2.510041872660637,0.0
79,3,fio-3.23,RandRH-2M-32-taskset-cpu-args,0.0,0.0,3301376.0,2533673.0,1237.0,1303.0,0.0,0.0,0.0,0.0,2525.0,28116.0,19296.511599,4205.432119,1.000000%=4685,5.000000%=8847,10.000000%=13172,20.000000%=17956,30.000000%=19267,40.000000%=19791,50.000000%=20578,60.000000%=21102,70.000000%=21626,80.000000%=22151,90.000000%=22675,95.000000%=23199,99.000000%=24510,99.500000%=24772,99.900000%=26345,99.950000%=28180,99.990000%=28180,0%=0,0%=0,0%=0,2525.0,28116.0,19296.589793,4205.420429,2244313.0,2678267.0,97.143159%,2461290.0,8634.006778,892928.0,685286.0,334.0,1303.0,0.0,0.0,0.0,0.0,2337.0,23931.0,16455.525927,4307.432142,1.000000%=4423,5.000000%=6651,10.000000%=9633,20.000000%=13828,30.000000%=15269,40.000000%=16449,50.000000%=17432,60.000000%=18219,70.000000%=19005,80.000000%=20054,90.000000%=21102,95.000000%=21889,99.000000%=22937,99.500000%=23199,99.900000%=23986,99.950000%=23986,99.990000%=23986,0%=0,0%=0,0%=0,2338.0,23931.0,16455.751885,4307.403015,438239.0,864033.0,95.016679%,651136.0,8270.181387,0.370837%,0.232391%,4329.0,0.0,319.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.54%,6.64%,43.41%,49.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-2M-32,RandRH,Random Read-heavy 4:1,2M,2097152,32,2.347269058227539,0.6209716796875
84,3,fio-3.23,RandBal-2M-32-taskset-cpu-args,0.0,0.0,2197504.0,2165028.0,1057.0,1015.0,0.0,0.0,0.0,0.0,1843.0,24531.0,15351.253499,3908.766155,1.000000%=2572,5.000000%=5865,10.000000%=10551,20.000000%=13434,30.000000%=14483,40.000000%=15400,50.000000%=16187,60.000000%=16908,70.000000%=17432,80.000000%=18219,90.000000%=19267,95.000000%=20054,99.000000%=21102,99.500000%=23199,99.900000%=24248,99.950000%=24510,99.990000%=24510,0%=0,0%=0,0%=0,1843.0,24532.0,15351.336959,3908.757958,2022112.0,2076409.0,94.652841%,2049260.5,3703.244371,1996800.0,1967290.0,960.0,1015.0,0.0,0.0,0.0,0.0,2197.0,24936.0,13363.780336,3986.704008,1.000000%=2670,5.000000%=4947,10.000000%=7569,20.000000%=10682,30.000000%=11993,40.000000%=12910,50.000000%=13828,60.000000%=14745,70.000000%=15663,80.000000%=16711,90.000000%=17694,95.000000%=18743,99.000000%=20316,99.500000%=20840,99.900000%=25034,99.950000%=25034,99.990000%=25034,0%=0,0%=0,0%=0,2198.0,24936.0,13363.959112,3986.689581,1904378.0,1964415.0,98.327979%,1934396.5,3999.156706,1.400089%,0.171439%,4326.0,0.0,329.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,3.22%,9.42%,83.98%,3.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-2M-32,RandBal,Random Balanced 1:1,2M,2097152,32,1.95432710647583,1.8447842597961426
89,3,fio-3.23,RandWH-2M-32-taskset-cpu-args,0.0,0.0,815104.0,1698133.0,829.0,480.0,0.0,0.0,0.0,0.0,1470.0,24709.0,6950.428902,3144.779632,1.000000%=1679,5.000000%=2113,10.000000%=2539,20.000000%=4489,30.000000%=5603,40.000000%=6062,50.000000%=6651,60.000000%=7372,70.000000%=8290,80.000000%=9240,90.000000%=10682,95.000000%=12386,99.000000%=15663,99.500000%=17432,99.900000%=24772,99.950000%=24772,99.990000%=24772,0%=0,0%=0,0%=0,1470.0,24709.0,6950.521636,3144.785928,0.0,0.0,0.000000%,0.0,0.0,3379200.0,7040000.0,3437.0,480.0,0.0,0.0,0.0,0.0,1909.0,25325.0,5704.199878,2410.911402,1.000000%=2072,5.000000%=2375,10.000000%=2670,20.000000%=3424,30.000000%=4292,40.000000%=4947,50.000000%=5668,60.000000%=6193,70.000000%=6782,80.000000%=7503,90.000000%=8585,95.000000%=9502,99.000000%=11993,99.500000%=13959,99.900000%=25034,99.950000%=25296,99.990000%=25296,0%=0,0%=0,0%=0,1909.0,25325.0,5704.398064,2410.911627,0.0,0.0,0.000000%,0.0,0.0,4.574893%,0.661430%,4324.0,0.0,383.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.88%,23.73%,69.87%,5.32%,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandWH-2M-32,RandWH,Random Write-heavy 1:4,2M,2097152,32,0.0,0.0
94,3,fio-3.23,RandW-2M-32-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,4194304.0,9986438.0,4876.0,420.0,0.0,0.0,0.0,0.0,1889.0,18075.0,4468.644106,1608.630521,1.000000%=2088,5.000000%=2375,10.000000%=2605,20.000000%=2965,30.000000%=3391,40.000000%=3915,50.000000%=4358,60.000000%=4751,70.000000%=5144,80.000000%=5668,90.000000%=6586,95.000000%=6979,99.000000%=8585,99.500000%=11337,99.900000%=15400,99.950000%=16187,99.990000%=17956,0%=0,0%=0,0%=0,1889.0,18075.0,4468.843983,1608.641458,0.0,0.0,0.000000%,0.0,0.0,7.406506%,0.924799%,4343.0,0.0,270.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,41.36%,57.52%,0.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandW-2M-32,RandW,Random Write-only,2M,2097152,32,0.0,0.0
99,3,fio-3.23,SeqR-2M-64-taskset-cpu-args,0.0,0.0,8388608.0,1968694.0,961.0,4261.0,0.0,0.0,0.0,0.0,31781.0,97802.0,65587.623089,3277.447607,1.000000%=60555,5.000000%=63176,10.000000%=63700,20.000000%=63700,30.000000%=64225,40.000000%=64749,50.000000%=64749,60.000000%=65273,70.000000%=65798,80.000000%=66322,90.000000%=68681,95.000000%=70778,99.000000%=77070,99.500000%=79167,99.900000%=92798,99.950000%=95944,99.990000%=98041,0%=0,0%=0,0%=0,31782.0,97802.0,65587.715323,3277.448791,1581006.0,2097152.0,99.658847%,1961977.75,2893.682527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.025425%,0.048270%,8536.0,0.0,18833.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.27%,99.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqR-2M-64,SeqR,Sequential Read-only,2M,2097152,64,1.8710877895355225,0.0
104,3,fio-3.23,SeqRH-2M-64-taskset-cpu-args,0.0,0.0,6580224.0,2262022.0,1104.0,2909.0,0.0,0.0,0.0,0.0,1607.0,53909.0,42675.912534,9760.539333,1.000000%=6979,5.000000%=17956,10.000000%=26869,20.000000%=41156,30.000000%=43778,40.000000%=44826,50.000000%=45875,60.000000%=46399,70.000000%=47448,80.000000%=48496,90.000000%=50069,95.000000%=51118,99.000000%=52690,99.500000%=53215,99.900000%=53739,99.950000%=53739,99.990000%=53739,0%=0,0%=0,0%=0,1607.0,53909.0,42676.028974,9760.535397,1674745.0,2887001.0,99.644009%,2253969.4,8376.984912,1808384.0,621651.0,303.0,2909.0,0.0,0.0,0.0,0.0,2305.0,52729.0,39907.447138,9498.842666,1.000000%=3850,5.000000%=17170,10.000000%=26345,20.000000%=35913,30.000000%=40108,40.000000%=41680,50.000000%=43253,60.000000%=43778,70.000000%=44826,80.000000%=45875,90.000000%=47448,95.000000%=49020,99.000000%=51118,99.500000%=51642,99.900000%=52690,99.950000%=52690,99.990000%=52690,0%=0,0%=0,0%=0,2306.0,52730.0,39907.769221,9498.842829,355790.0,1045051.0,100.000000%,671268.9,4600.472851,0.192549%,0.086508%,8640.0,0.0,875.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.59%,1.17%,3.81%,85.35%,9.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqRH-2M-64,SeqRH,Sequential Read-heavy 4:1,2M,2097152,64,2.1495527267456054,0.6401719093322754
109,3,fio-3.23,SeqBal-2M-64-taskset-cpu-args,0.0,0.0,4255744.0,1991457.0,972.0,2137.0,0.0,0.0,0.0,0.0,1346.0,43770.0,30317.326772,8290.483445,1.000000%=2867,5.000000%=10944,10.000000%=16187,20.000000%=26869,30.000000%=29229,40.000000%=30801,50.000000%=32112,60.000000%=33816,70.000000%=34865,80.000000%=36438,90.000000%=38010,95.000000%=39059,99.000000%=41680,99.500000%=42205,99.900000%=43253,99.950000%=43778,99.990000%=43778,0%=0,0%=0,0%=0,1346.0,43771.0,30317.428018,8290.476292,1397391.0,2738972.0,100.000000%,2042185.333333,9280.687285,4132864.0,1933956.0,944.0,2137.0,0.0,0.0,0.0,0.0,2059.0,42232.0,28497.647605,8345.445561,1.000000%=2899,5.000000%=8093,10.000000%=15269,20.000000%=24772,30.000000%=27394,40.000000%=29229,50.000000%=30539,60.000000%=31850,70.000000%=33161,80.000000%=34340,90.000000%=36438,95.000000%=37486,99.000000%=40632,99.500000%=41156,99.900000%=41680,99.950000%=42205,99.990000%=42205,0%=0,0%=0,0%=0,2059.0,42233.0,28497.870335,8345.437885,1333270.0,2753010.0,100.000000%,2026948.416667,9800.795971,0.656812%,0.124996%,8647.0,0.0,894.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,1.73%,3.49%,7.01%,87.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-2M-64,SeqBal,Sequential Balanced 1:1,2M,2097152,64,1.9475797017412186,1.933048645655632
114,3,fio-3.23,SeqWH-2M-64-taskset-cpu-args,0.0,0.0,1714176.0,1715891.0,837.0,999.0,0.0,0.0,0.0,0.0,2084.0,22218.0,13319.522341,4347.571329,1.000000%=2998,5.000000%=4620,10.000000%=6258,20.000000%=9633,30.000000%=11862,40.000000%=12910,50.000000%=14221,60.000000%=15007,70.000000%=15925,80.000000%=16908,90.000000%=18219,95.000000%=19529,99.000000%=20578,99.500000%=21626,99.900000%=22151,99.950000%=22151,99.990000%=22151,0%=0,0%=0,0%=0,2084.0,22218.0,13319.662004,4347.582775,1568718.0,1568718.0,91.422940%,1568718.0,0.0,6674432.0,6681113.0,3262.0,999.0,0.0,0.0,0.0,0.0,1885.0,23686.0,12432.92564,4269.192256,1.000000%=2703,5.000000%=4292,10.000000%=5603,20.000000%=8454,30.000000%=10944,40.000000%=12255,50.000000%=13172,60.000000%=14090,70.000000%=15007,80.000000%=15925,90.000000%=17170,95.000000%=18743,99.000000%=20578,99.500000%=20840,99.900000%=22675,99.950000%=23461,99.990000%=23724,0%=0,0%=0,0%=0,1886.0,23687.0,12433.222903,4269.206654,6393741.0,6393741.0,95.698741%,6393741.0,0.0,2.372199%,0.598872%,8729.0,0.0,725.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,3.64%,20.87%,73.78%,1.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-2M-64,SeqWH,Sequential Write-heavy 1:4,2M,2097152,64,1.4960460662841797,6.097546577453613
119,3,fio-3.23,SeqW-2M-64-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,8388608.0,12965391.0,6330.0,647.0,0.0,0.0,0.0,0.0,1916.0,14657.0,6604.914194,2509.396149,1.000000%=2408,5.000000%=2801,10.000000%=3096,20.000000%=4046,30.000000%=5013,40.000000%=5799,50.000000%=6586,60.000000%=7372,70.000000%=8028,80.000000%=8978,90.000000%=10027,95.000000%=10813,99.000000%=11862,99.500000%=12255,99.900000%=13303,99.950000%=13303,99.990000%=14614,0%=0,0%=0,0%=0,1916.0,14657.0,6605.22813,2509.449369,9442988.0,9442988.0,72.832266%,9442988.0,0.0,5.213736%,0.715183%,8932.0,0.0,576.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,19.26%,70.41%,10.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-2M-64,SeqW,Sequential Write-only,2M,2097152,64,0.0,9.005535125732422
124,3,fio-3.23,RandR-2M-64-taskset-cpu-args,0.0,0.0,8388608.0,2678355.0,1307.0,3132.0,0.0,0.0,0.0,0.0,23657.0,54769.0,48130.733334,2197.714497,1.000000%=45350,5.000000%=45875,10.000000%=46399,20.000000%=46923,30.000000%=46923,40.000000%=46923,50.000000%=47448,60.000000%=47448,70.000000%=47972,80.000000%=50593,90.000000%=51642,95.000000%=52166,99.000000%=54263,99.500000%=54263,99.900000%=54788,99.950000%=54788,99.990000%=54788,0%=0,0%=0,0%=0,23657.0,54769.0,48130.797421,2197.713756,2195250.0,2883584.0,99.581435%,2667144.333333,3876.302397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.043106%,0.020551%,8516.0,0.0,9560.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,76.98%,23.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandR-2M-64,RandR,Random Read-only,2M,2097152,64,2.5435870488481522,0.0
129,3,fio-3.23,RandRH-2M-64-taskset-cpu-args,0.0,0.0,6645760.0,2218210.0,1083.0,2996.0,0.0,0.0,0.0,0.0,1643.0,65715.0,43846.498194,10059.049476,1.000000%=7241,5.000000%=18481,10.000000%=31326,20.000000%=40632,30.000000%=44302,40.000000%=45875,50.000000%=46923,60.000000%=47972,70.000000%=49020,80.000000%=50069,90.000000%=51642,95.000000%=52166,99.000000%=53739,99.500000%=54263,99.900000%=54788,99.950000%=54788,99.990000%=65798,0%=0,0%=0,0%=0,1643.0,65715.0,43846.624392,10059.050298,1645091.0,2847273.0,100.000000%,2219592.6,7968.192867,1742848.0,581724.0,284.0,2996.0,0.0,0.0,0.0,0.0,3026.0,55120.0,40142.716141,9751.72154,1.000000%=7372,5.000000%=16449,10.000000%=27394,20.000000%=36438,30.000000%=39583,40.000000%=41156,50.000000%=43253,60.000000%=44302,70.000000%=45350,80.000000%=46923,90.000000%=48496,95.000000%=49545,99.000000%=52690,99.500000%=53739,99.900000%=55312,99.950000%=55312,99.990000%=55312,0%=0,0%=0,0%=0,3027.0,55120.0,40143.029948,9751.727787,343338.0,1010551.0,100.000000%,649811.533333,4489.595181,0.198623%,0.100128%,8640.0,0.0,708.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.39%,1.61%,3.56%,75.27%,19.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-2M-64,RandRH,Random Read-heavy 4:1,2M,2097152,64,2.116768455505371,0.6197085698442459
