,terse_version_3,fio_version,jobname,groupid,error,read_kb,read_bandwidth_kb,read_iops,read_runtime_ms,read_slat_min_us,read_slat_max_us,read_slat_mean_us,read_slat_dev_us,read_clat_min_us,read_clat_max_us,read_clat_mean_us,read_clat_dev_us,read_clat_pct01,read_clat_pct02,read_clat_pct03,read_clat_pct04,read_clat_pct05,read_clat_pct06,read_clat_pct07,read_clat_pct08,read_clat_pct09,read_clat_pct10,read_clat_pct11,read_clat_pct12,read_clat_pct13,read_clat_pct14,read_clat_pct15,read_clat_pct16,read_clat_pct17,read_clat_pct18,read_clat_pct19,read_clat_pct20,read_tlat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_dev_us,read_bw_min_kb,read_bw_max_kb,read_bw_agg_pct,read_bw_mean_kb,read_bw_dev_kb,write_kb,write_bandwidth_kb,write_iops,write_runtime_ms,write_slat_min_us,write_slat_max_us,write_slat_mean_us,write_slat_dev_us,write_clat_min_us,write_clat_max_us,write_clat_mean_us,write_clat_dev_us,write_clat_pct01,write_clat_pct02,write_clat_pct03,write_clat_pct04,write_clat_pct05,write_clat_pct06,write_clat_pct07,write_clat_pct08,write_clat_pct09,write_clat_pct10,write_clat_pct11,write_clat_pct12,write_clat_pct13,write_clat_pct14,write_clat_pct15,write_clat_pct16,write_clat_pct17,write_clat_pct18,write_clat_pct19,write_clat_pct20,write_tlat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_dev_us,write_bw_min_kb,write_bw_max_kb,write_bw_agg_pct,write_bw_mean_kb,write_bw_dev_kb,cpu_user,cpu_sys,cpu_csw,cpu_mjf,cpu_minf,iodepth_1,iodepth_2,iodepth_4,iodepth_8,iodepth_16,iodepth_32,iodepth_64,lat_2us,lat_4us,lat_10us,lat_20us,lat_50us,lat_100us,lat_250us,lat_500us,lat_750us,lat_1000us,lat_2ms,lat_4ms,lat_10ms,lat_20ms,lat_50ms,lat_100ms,lat_250ms,lat_500ms,lat_750ms,lat_1000ms,lat_2000ms,lat_over_2000ms,description,rw-cat,rw_full,bs,bs_num,nj,read_bw_mean_gb,write_bw_mean_gb
54,3,fio-3.23,SeqBal-1M-16-taskset-cpu-args,0.0,0.0,1043456.0,3250641.0,3174.0,321.0,0.0,0.0,0.0,0.0,567.0,6259.0,2093.582182,796.499197,1.000000%=618,5.000000%=741,10.000000%=897,20.000000%=1400,30.000000%=1679,40.000000%=1941,50.000000%=2146,60.000000%=2310,70.000000%=2473,80.000000%=2703,90.000000%=3129,95.000000%=3358,99.000000%=3751,99.500000%=4145,99.900000%=5537,99.950000%=6258,99.990000%=6258,0%=0,0%=0,0%=0,567.0,6259.0,2093.638447,796.501981,0.0,0.0,0.000000%,0.0,0.0,1053696.0,3282542.0,3205.0,321.0,0.0,0.0,0.0,0.0,869.0,5406.0,1934.259124,664.758371,1.000000%=962,5.000000%=1073,10.000000%=1171,20.000000%=1318,30.000000%=1499,40.000000%=1679,50.000000%=1843,60.000000%=1990,70.000000%=2211,80.000000%=2441,90.000000%=2834,95.000000%=3096,99.000000%=4112,99.500000%=4489,99.900000%=5013,99.950000%=5406,99.990000%=5406,0%=0,0%=0,0%=0,869.0,5407.0,1934.34819,664.752832,0.0,0.0,0.000000%,0.0,0.0,3.312206%,0.654263%,2164.0,0.0,180.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.64%,4.10%,44.68%,47.71%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-1M-16,SeqBal,Sequential Balanced 1:1,1M,1048576,16,0.0,0.0
59,3,fio-3.23,SeqBal-2M-16-taskset-cpu-args,0.0,0.0,1044480.0,1720724.0,840.0,607.0,0.0,0.0,0.0,0.0,1639.0,16601.0,9497.656231,2652.299918,1.000000%=2539,5.000000%=4751,10.000000%=5931,20.000000%=7045,30.000000%=8585,40.000000%=9240,50.000000%=9764,60.000000%=10551,70.000000%=10944,80.000000%=11599,90.000000%=12779,95.000000%=13303,99.000000%=14745,99.500000%=15269,99.900000%=16580,99.950000%=16580,99.990000%=16580,0%=0,0%=0,0%=0,1639.0,16601.0,9497.744831,2652.292834,1687552.0,1687552.0,98.072207%,1687552.0,0.0,1052672.0,1734220.0,846.0,607.0,0.0,0.0,0.0,0.0,1808.0,13586.0,7044.666377,2287.045132,1.000000%=2244,5.000000%=3358,10.000000%=4079,20.000000%=5079,30.000000%=5734,40.000000%=6389,50.000000%=6979,60.000000%=7634,70.000000%=8093,80.000000%=8978,90.000000%=10027,95.000000%=11075,99.000000%=12255,99.500000%=12648,99.900000%=13565,99.950000%=13565,99.990000%=13565,0%=0,0%=0,0%=0,1808.0,13586.0,7044.850054,2287.037962,1708032.0,1708032.0,98.489926%,1708032.0,0.0,2.081978%,0.639774%,2186.0,0.0,179.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,6.05%,64.36%,29.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-2M-16,SeqBal,Sequential Balanced 1:1,2M,2097152,16,1.609375,1.62890625
64,3,fio-3.23,SeqBal-4M-16-taskset-cpu-args,0.0,0.0,1114112.0,2311435.0,564.0,482.0,0.0,0.0,0.0,0.0,3647.0,22822.0,14236.740463,4548.357803,1.000000%=4079,5.000000%=4751,10.000000%=7438,20.000000%=10420,30.000000%=12124,40.000000%=13303,50.000000%=15269,60.000000%=16711,70.000000%=17432,80.000000%=18219,90.000000%=19005,95.000000%=20054,99.000000%=22675,99.500000%=22675,99.900000%=22937,99.950000%=22937,99.990000%=22937,0%=0,0%=0,0%=0,3647.0,22822.0,14236.828985,4548.352704,0.0,0.0,0.000000%,0.0,0.0,983040.0,2039502.0,497.0,482.0,0.0,0.0,0.0,0.0,3973.0,22458.0,12198.0513,3731.064465,1.000000%=4489,5.000000%=5406,10.000000%=6979,20.000000%=8978,30.000000%=10420,40.000000%=11337,50.000000%=11993,60.000000%=13565,70.000000%=14614,80.000000%=15532,90.000000%=16580,95.000000%=17956,99.000000%=19791,99.500000%=20840,99.900000%=22413,99.950000%=22413,99.990000%=22413,0%=0,0%=0,0%=0,3973.0,22458.0,12198.272288,3731.054106,0.0,0.0,0.000000%,0.0,0.0,2.689189%,0.527027%,2156.0,0.0,184.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.59%,22.07%,74.02%,3.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-4M-16,SeqBal,Sequential Balanced 1:1,4M,4194304,16,0.0,0.0
69,3,fio-3.23,SeqWH-4K-16-taskset-cpu-args,0.0,0.0,421588.0,49992.0,12498.0,8433.0,0.0,0.0,0.0,0.0,144.0,20796.0,333.69771,197.902823,1.000000%=211,5.000000%=232,10.000000%=246,20.000000%=268,30.000000%=288,40.000000%=305,50.000000%=321,60.000000%=342,70.000000%=362,80.000000%=391,90.000000%=423,95.000000%=452,99.000000%=528,99.500000%=552,99.900000%=634,99.950000%=1564,99.990000%=11206,0%=0,0%=0,0%=0,144.0,20796.0,333.738864,197.902886,42896.0,56608.0,100.000000%,50476.0,279.889166,1675564.0,198691.0,49672.0,8433.0,0.0,0.0,0.0,0.0,117.0,18298.0,233.712598,98.168002,1.000000%=144,5.000000%=166,10.000000%=179,20.000000%=195,30.000000%=207,40.000000%=218,50.000000%=228,60.000000%=240,70.000000%=250,80.000000%=264,90.000000%=288,95.000000%=313,99.000000%=370,99.500000%=391,99.900000%=436,99.950000%=468,99.990000%=2375,0%=0,0%=0,0%=0,117.0,18298.0,233.774088,98.170373,175672.0,219304.0,100.000000%,200480.0,989.38306,0.947504%,1.868957%,524402.0,0.0,221.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,57.42%,42.18%,0.36%,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-4K-16,SeqWH,Sequential Write-heavy 1:4,4K,4096,16,0.048137664794921875,0.191192626953125
74,3,fio-3.23,SeqWH-16K-16-taskset-cpu-args,0.0,0.0,420048.0,160507.0,10031.0,2617.0,0.0,0.0,0.0,0.0,172.0,977.0,400.616337,72.245761,1.000000%=264,5.000000%=296,10.000000%=313,20.000000%=333,30.000000%=350,40.000000%=374,50.000000%=403,60.000000%=419,70.000000%=440,80.000000%=460,90.000000%=489,95.000000%=518,99.000000%=577,99.500000%=602,99.900000%=806,99.950000%=864,99.990000%=937,0%=0,0%=0,0%=0,172.0,977.0,400.653664,72.246202,147328.0,173728.0,100.000000%,162092.8,634.033965,1677104.0,640849.0,40053.0,2617.0,0.0,0.0,0.0,0.0,144.0,639.0,283.865932,42.839014,1.000000%=181,5.000000%=216,10.000000%=234,20.000000%=252,30.000000%=264,40.000000%=272,50.000000%=280,60.000000%=288,70.000000%=301,80.000000%=313,90.000000%=337,95.000000%=358,99.000000%=407,99.500000%=423,99.900000%=456,99.950000%=473,99.990000%=518,0%=0,0%=0,0%=0,144.0,639.0,283.954548,42.836702,596736.0,674016.0,100.000000%,647046.4,1871.039546,1.430162%,1.829445%,131185.0,0.0,178.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.69%,83.75%,1.53%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-16K-16,SeqWH,Sequential Write-heavy 1:4,16K,16384,16,0.154583740234375,0.617071533203125
79,3,fio-3.23,SeqWH-1M-16-taskset-cpu-args,0.0,0.0,445440.0,1706666.0,1666.0,261.0,0.0,0.0,0.0,0.0,588.0,3740.0,1384.92008,488.11556,1.000000%=651,5.000000%=765,10.000000%=847,20.000000%=937,30.000000%=1056,40.000000%=1187,50.000000%=1318,60.000000%=1449,70.000000%=1581,80.000000%=1744,90.000000%=1957,95.000000%=2277,99.000000%=2932,99.500000%=3162,99.900000%=3751,99.950000%=3751,99.990000%=3751,0%=0,0%=0,0%=0,588.0,3740.0,1384.977747,488.114121,0.0,0.0,0.000000%,0.0,0.0,1651712.0,6328398.0,6180.0,261.0,0.0,0.0,0.0,0.0,825.0,3732.0,1426.671311,355.833263,1.000000%=888,5.000000%=970,10.000000%=1028,20.000000%=1122,30.000000%=1187,40.000000%=1286,50.000000%=1384,60.000000%=1466,70.000000%=1564,80.000000%=1695,90.000000%=1908,95.000000%=2056,99.000000%=2506,99.500000%=2703,99.900000%=3391,99.950000%=3719,99.990000%=3719,0%=0,0%=0,0%=0,825.0,3732.0,1426.754247,355.832735,0.0,0.0,0.000000%,0.0,0.0,7.590933%,1.845018%,2183.0,0.0,178.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.93%,9.72%,82.23%,7.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-1M-16,SeqWH,Sequential Write-heavy 1:4,1M,1048576,16,0.0,0.0
84,3,fio-3.23,SeqWH-2M-16-taskset-cpu-args,0.0,0.0,432128.0,1505672.0,735.0,287.0,0.0,0.0,0.0,0.0,1612.0,6309.0,3406.089412,1137.652749,1.000000%=1679,5.000000%=1957,10.000000%=2113,20.000000%=2342,30.000000%=2539,40.000000%=2801,50.000000%=3260,60.000000%=3620,70.000000%=3981,80.000000%=4489,90.000000%=5079,95.000000%=5472,99.000000%=5931,99.500000%=6193,99.900000%=6324,99.950000%=6324,99.990000%=6324,0%=0,0%=0,0%=0,1612.0,6310.0,3406.162569,1137.643542,0.0,0.0,0.000000%,0.0,0.0,1665024.0,5801477.0,2832.0,287.0,0.0,0.0,0.0,0.0,1849.0,5890.0,3096.62136,764.643123,1.000000%=2056,5.000000%=2179,10.000000%=2277,20.000000%=2441,30.000000%=2605,40.000000%=2736,50.000000%=2899,60.000000%=3129,70.000000%=3358,80.000000%=3719,90.000000%=4145,95.000000%=4554,99.000000%=5537,99.500000%=5734,99.900000%=5865,99.950000%=5865,99.990000%=5865,0%=0,0%=0,0%=0,1849.0,5890.0,3096.765503,764.646124,0.0,0.0,0.000000%,0.0,0.0,7.103695%,0.691299%,2160.0,0.0,172.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.95%,81.54%,16.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-2M-16,SeqWH,Sequential Write-heavy 1:4,2M,2097152,16,0.0,0.0
89,3,fio-3.23,SeqWH-4M-16-taskset-cpu-args,0.0,0.0,438272.0,1521777.0,371.0,288.0,0.0,0.0,0.0,0.0,3335.0,15850.0,8647.275533,3412.088774,1.000000%=3325,5.000000%=3948,10.000000%=4227,20.000000%=4751,30.000000%=6520,40.000000%=7766,50.000000%=8290,60.000000%=9633,70.000000%=10289,80.000000%=11862,90.000000%=13959,95.000000%=14614,99.000000%=15138,99.500000%=15794,99.900000%=15794,99.950000%=15794,99.990000%=15794,0%=0,0%=0,0%=0,3335.0,15850.0,8647.368178,3412.053838,0.0,0.0,0.000000%,0.0,0.0,1658880.0,5760000.0,1406.0,288.0,0.0,0.0,0.0,0.0,3875.0,14090.0,6728.182674,2064.699142,1.000000%=4046,5.000000%=4358,10.000000%=4489,20.000000%=4882,30.000000%=5275,40.000000%=5734,50.000000%=6258,60.000000%=6782,70.000000%=7569,80.000000%=8454,90.000000%=9633,95.000000%=10944,99.000000%=12648,99.500000%=12779,99.900000%=14090,99.950000%=14090,99.990000%=14090,0%=0,0%=0,0%=0,3875.0,14091.0,6728.382859,2064.692266,0.0,0.0,0.000000%,0.0,0.0,6.562284%,1.059176%,2157.0,0.0,175.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.95%,84.57%,13.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-4M-16,SeqWH,Sequential Write-heavy 1:4,4M,4194304,16,0.0,0.0
94,3,fio-3.23,SeqW-4K-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,2097152.0,331408.0,82852.0,6328.0,0.0,0.0,0.0,0.0,116.0,2506.0,189.795602,36.489408,1.000000%=136,5.000000%=150,10.000000%=158,20.000000%=168,30.000000%=175,40.000000%=181,50.000000%=185,60.000000%=191,70.000000%=197,80.000000%=205,90.000000%=220,95.000000%=240,99.000000%=301,99.500000%=321,99.900000%=419,99.950000%=444,99.990000%=1744,0%=0,0%=0,0%=0,116.0,2507.0,189.83929,36.490795,305752.0,348320.0,100.000000%,333142.0,800.837589,1.140907%,2.029822%,524399.0,0.0,160.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.94%,4.04%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-4K-16,SeqW,Sequential Write-only,4K,4096,16,0.0,0.31770896911621094
99,3,fio-3.23,SeqW-16K-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,2097152.0,1175533.0,73470.0,1784.0,0.0,0.0,0.0,0.0,132.0,817.0,206.097668,40.852764,1.000000%=148,5.000000%=158,10.000000%=164,20.000000%=173,30.000000%=181,40.000000%=189,50.000000%=197,60.000000%=207,70.000000%=220,80.000000%=236,90.000000%=257,95.000000%=276,99.000000%=354,99.500000%=387,99.900000%=436,99.950000%=464,99.990000%=659,0%=0,0%=0,0%=0,132.0,818.0,206.151926,40.854661,1106618.0,1227360.0,100.000000%,1185982.0,3844.45915,1.984254%,1.970005%,131776.0,0.0,138.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,87.36%,12.61%,0.03%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-16K-16,SeqW,Sequential Write-only,16K,16384,16,0.0,1.1310405731201172
104,3,fio-3.23,SeqW-1M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,2097152.0,8456258.0,8258.0,248.0,0.0,0.0,0.0,0.0,802.0,3547.0,1324.723826,302.79441,1.000000%=897,5.000000%=946,10.000000%=1019,20.000000%=1122,30.000000%=1171,40.000000%=1220,50.000000%=1269,60.000000%=1318,70.000000%=1400,80.000000%=1482,90.000000%=1662,95.000000%=1859,99.000000%=2506,99.500000%=2867,99.900000%=3194,99.950000%=3227,99.990000%=3555,0%=0,0%=0,0%=0,802.0,3547.0,1324.833489,302.807554,0.0,0.0,0.000000%,0.0,0.0,8.757747%,1.023983%,2162.0,0.0,136.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.20%,88.82%,2.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-1M-16,SeqW,Sequential Write-only,1M,1048576,16,0.0,0.0
109,3,fio-3.23,SeqW-2M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,2097152.0,8594885.0,4196.0,244.0,0.0,0.0,0.0,0.0,1717.0,9188.0,2768.854196,629.552255,1.000000%=1925,5.000000%=2072,10.000000%=2179,20.000000%=2375,30.000000%=2473,40.000000%=2572,50.000000%=2637,60.000000%=2736,70.000000%=2834,80.000000%=3031,90.000000%=3522,95.000000%=4014,99.000000%=4751,99.500000%=5472,99.900000%=8585,99.950000%=9240,99.990000%=9240,0%=0,0%=0,0%=0,1717.0,9188.0,2769.030369,629.588514,0.0,0.0,0.000000%,0.0,0.0,9.580838%,1.578661%,2159.0,0.0,135.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.44%,91.99%,5.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-2M-16,SeqW,Sequential Write-only,2M,2097152,16,0.0,0.0
114,3,fio-3.23,SeqW-4M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,2097152.0,8422297.0,2056.0,249.0,0.0,0.0,0.0,0.0,3976.0,17244.0,5344.255977,1000.563052,1.000000%=4112,5.000000%=4358,10.000000%=4554,20.000000%=4751,30.000000%=4947,40.000000%=5079,50.000000%=5210,60.000000%=5341,70.000000%=5537,80.000000%=5734,90.000000%=6258,95.000000%=6782,99.000000%=7831,99.500000%=7962,99.900000%=17170,99.950000%=17170,99.990000%=17170,0%=0,0%=0,0%=0,3976.0,17246.0,5344.487672,1000.638098,0.0,0.0,0.000000%,0.0,0.0,11.155953%,0.749496%,2158.0,0.0,138.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,99.41%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-4M-16,SeqW,Sequential Write-only,4M,4194304,16,0.0,0.0
119,3,fio-3.23,RandR-4K-16-taskset-cpu-args,0.0,0.0,2097152.0,193607.0,48401.0,10832.0,0.0,0.0,0.0,0.0,182.0,12280.0,328.562511,143.47323,1.000000%=234,5.000000%=264,10.000000%=288,20.000000%=305,30.000000%=313,40.000000%=317,50.000000%=325,60.000000%=333,70.000000%=342,80.000000%=350,90.000000%=362,95.000000%=374,99.000000%=403,99.500000%=419,99.900000%=675,99.950000%=1482,99.990000%=9371,0%=0,0%=0,0%=0,182.0,12280.0,328.60143,143.47346,170864.0,200888.0,100.000000%,194312.0,435.250359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.361182%,1.298867%,524370.0,0.0,160.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.68%,97.19%,0.04%,0.03%,0.01%,0.02%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandR-4K-16,RandR,Random Read-only,4K,4096,16,0.18531036376953125,0.0
124,3,fio-3.23,RandR-16K-16-taskset-cpu-args,0.0,0.0,2097152.0,738693.0,46168.0,2839.0,0.0,0.0,0.0,0.0,164.0,14058.0,342.587926,164.562812,1.000000%=230,5.000000%=261,10.000000%=280,20.000000%=309,30.000000%=321,40.000000%=333,50.000000%=342,60.000000%=350,70.000000%=358,80.000000%=370,90.000000%=391,95.000000%=407,99.000000%=460,99.500000%=497,99.900000%=626,99.950000%=1011,99.990000%=13828,0%=0,0%=0,0%=0,164.0,14058.0,342.624987,164.563205,650976.0,776576.0,99.712546%,736569.6,2832.00698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.300420%,1.294455%,131180.0,0.0,212.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.22%,96.31%,0.40%,0.02%,0.01%,0.02%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandR-16K-16,RandR,Random Read-only,16K,16384,16,0.702447509765625,0.0
129,3,fio-3.23,RandR-1M-16-taskset-cpu-args,0.0,0.0,2097152.0,3847985.0,3757.0,545.0,0.0,0.0,0.0,0.0,579.0,8927.0,4081.071307,701.278684,1.000000%=2768,5.000000%=3129,10.000000%=3391,20.000000%=3719,30.000000%=3817,40.000000%=3883,50.000000%=3948,60.000000%=4046,70.000000%=4177,80.000000%=4489,90.000000%=4816,95.000000%=5210,99.000000%=6389,99.500000%=6979,99.900000%=8716,99.950000%=8716,99.990000%=8978,0%=0,0%=0,0%=0,579.0,8927.0,4081.108959,701.286659,3813376.0,3813376.0,99.100594%,3813376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.230947%,0.127021%,2130.0,0.0,3224.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.05%,0.10%,55.57%,44.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandR-1M-16,RandR,Random Read-only,1M,1048576,16,3.63671875,0.0
