,terse_version_3,fio_version,jobname,groupid,error,read_kb,read_bandwidth_kb,read_iops,read_runtime_ms,read_slat_min_us,read_slat_max_us,read_slat_mean_us,read_slat_dev_us,read_clat_min_us,read_clat_max_us,read_clat_mean_us,read_clat_dev_us,read_clat_pct01,read_clat_pct02,read_clat_pct03,read_clat_pct04,read_clat_pct05,read_clat_pct06,read_clat_pct07,read_clat_pct08,read_clat_pct09,read_clat_pct10,read_clat_pct11,read_clat_pct12,read_clat_pct13,read_clat_pct14,read_clat_pct15,read_clat_pct16,read_clat_pct17,read_clat_pct18,read_clat_pct19,read_clat_pct20,read_tlat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_dev_us,read_bw_min_kb,read_bw_max_kb,read_bw_agg_pct,read_bw_mean_kb,read_bw_dev_kb,write_kb,write_bandwidth_kb,write_iops,write_runtime_ms,write_slat_min_us,write_slat_max_us,write_slat_mean_us,write_slat_dev_us,write_clat_min_us,write_clat_max_us,write_clat_mean_us,write_clat_dev_us,write_clat_pct01,write_clat_pct02,write_clat_pct03,write_clat_pct04,write_clat_pct05,write_clat_pct06,write_clat_pct07,write_clat_pct08,write_clat_pct09,write_clat_pct10,write_clat_pct11,write_clat_pct12,write_clat_pct13,write_clat_pct14,write_clat_pct15,write_clat_pct16,write_clat_pct17,write_clat_pct18,write_clat_pct19,write_clat_pct20,write_tlat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_dev_us,write_bw_min_kb,write_bw_max_kb,write_bw_agg_pct,write_bw_mean_kb,write_bw_dev_kb,cpu_user,cpu_sys,cpu_csw,cpu_mjf,cpu_minf,iodepth_1,iodepth_2,iodepth_4,iodepth_8,iodepth_16,iodepth_32,iodepth_64,lat_2us,lat_4us,lat_10us,lat_20us,lat_50us,lat_100us,lat_250us,lat_500us,lat_750us,lat_1000us,lat_2ms,lat_4ms,lat_10ms,lat_20ms,lat_50ms,lat_100ms,lat_250ms,lat_500ms,lat_750ms,lat_1000ms,lat_2000ms,lat_over_2000ms,description,rw-cat,rw_full,bs,bs_num,nj,read_bw_mean_gb,write_bw_mean_gb
54,3,fio-3.23,SeqBal-1M-16-taskset-cpu-args,0.0,0.0,151421952.0,2523573.0,2464.0,60003.0,0.0,0.0,0.0,0.0,621.0,176924.0,3493.563687,2203.229854,1.000000%=1171,5.000000%=1941,10.000000%=2277,20.000000%=2670,30.000000%=2932,40.000000%=3162,50.000000%=3358,60.000000%=3555,70.000000%=3751,80.000000%=4014,90.000000%=4423,95.000000%=4685,99.000000%=7372,99.500000%=19267,99.900000%=30015,99.950000%=33423,99.990000%=54263,0%=0,0%=0,0%=0,621.0,176924.0,3493.621081,2203.229773,1668743.0,3160544.0,100.000000%,2525402.747899,14948.830523,150183936.0,2502940.0,2444.0,60003.0,0.0,0.0,0.0,0.0,782.0,192392.0,2818.666494,1554.427574,1.000000%=1122,5.000000%=1417,10.000000%=1695,20.000000%=2039,30.000000%=2310,40.000000%=2539,50.000000%=2736,60.000000%=2965,70.000000%=3227,80.000000%=3522,90.000000%=3948,95.000000%=4292,99.000000%=4882,99.500000%=5144,99.900000%=11862,99.950000%=23986,99.990000%=47972,0%=0,0%=0,0%=0,782.0,192392.0,2818.747271,1554.426407,1676906.0,3187136.0,100.000000%,2503231.487395,15951.786182,3.108825%,0.337913%,296818.0,0.0,214.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.35%,11.69%,73.00%,14.46%,0.22%,0.25%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-1M-16,SeqBal,Sequential Balanced 1:1,1M,1048576,16,2.408411739253044,2.387267577548027
59,3,fio-3.23,SeqBal-2M-16-taskset-cpu-args,0.0,0.0,142413824.0,2372179.0,1158.0,60035.0,0.0,0.0,0.0,0.0,1442.0,318097.0,7406.370834,4081.870052,1.000000%=2605,5.000000%=4489,10.000000%=5210,20.000000%=5931,30.000000%=6389,40.000000%=6782,50.000000%=7110,60.000000%=7503,70.000000%=7897,80.000000%=8290,90.000000%=8978,95.000000%=9633,99.000000%=23986,99.500000%=31064,99.900000%=51642,99.950000%=61603,99.990000%=99090,0%=0,0%=0,0%=0,1442.0,318097.0,7406.434906,4081.871485,1248155.0,3221129.0,100.000000%,2373950.672269,19695.834527,141443072.0,2356010.0,1150.0,60035.0,0.0,0.0,0.0,0.0,1731.0,269816.0,6045.84199,3144.582232,1.000000%=2441,5.000000%=3260,10.000000%=3915,20.000000%=4685,30.000000%=5144,40.000000%=5603,50.000000%=5996,60.000000%=6324,70.000000%=6782,80.000000%=7176,90.000000%=7831,95.000000%=8454,99.000000%=9633,99.500000%=10420,99.900000%=38010,99.950000%=49545,99.990000%=158334,0%=0,0%=0,0%=0,1731.0,269817.0,6045.991896,3144.583794,1296513.0,3171617.0,100.000000%,2357110.201681,20670.97306,2.837026%,0.315075%,301538.0,0.0,213.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,6.96%,90.85%,1.27%,0.70%,0.07%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,SeqBal-2M-16,SeqBal,Sequential Balanced 1:1,2M,2097152,16,2.2639757845582964,2.247915460282326
64,3,fio-3.23,SeqBal-4M-16-taskset-cpu-args,0.0,0.0,122142720.0,2035372.0,496.0,60010.0,0.0,0.0,0.0,0.0,3395.0,374111.0,17584.228548,6221.932238,1.000000%=7700,5.000000%=11337,10.000000%=12910,20.000000%=14483,30.000000%=15532,40.000000%=16449,50.000000%=17170,60.000000%=17956,70.000000%=18743,80.000000%=19791,90.000000%=21364,95.000000%=22675,99.000000%=41156,99.500000%=51118,99.900000%=82313,99.950000%=87556,99.990000%=177209,0%=0,0%=0,0%=0,3395.0,374112.0,17584.295103,6221.932777,1113669.0,3030680.0,100.000000%,2035698.97479,22305.69739,122085376.0,2034417.0,496.0,60010.0,0.0,0.0,0.0,0.0,3688.0,279689.0,13773.419923,4754.697423,1.000000%=5406,5.000000%=7831,10.000000%=9240,20.000000%=10944,30.000000%=11993,40.000000%=12910,50.000000%=13828,60.000000%=14614,70.000000%=15400,80.000000%=16318,90.000000%=17694,95.000000%=19005,99.000000%=21889,99.500000%=27656,99.900000%=65273,99.950000%=79167,99.990000%=166723,0%=0,0%=0,0%=0,3688.0,279689.0,13773.629725,4754.695824,1023343.0,3178119.0,99.955634%,2033514.403361,25775.160834,2.614316%,0.342895%,238627.0,0.0,207.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,8.30%,81.12%,10.19%,0.34%,0.02%,0.01%,0.00%,0.00%,0.00%,0.00%,SeqBal-4M-16,SeqBal,Sequential Balanced 1:1,4M,4194304,16,1.941393828191757,1.939310458527565
69,3,fio-3.23,SeqWH-4K-16-taskset-cpu-args,0.0,0.0,3342384.0,55705.0,13926.0,60001.0,0.0,0.0,0.0,0.0,123.0,88602.0,302.873562,410.264684,1.000000%=193,5.000000%=214,10.000000%=226,20.000000%=246,30.000000%=268,40.000000%=284,50.000000%=296,60.000000%=309,70.000000%=321,80.000000%=333,90.000000%=358,95.000000%=378,99.000000%=432,99.500000%=460,99.900000%=774,99.950000%=2736,99.990000%=21889,0%=0,0%=0,0%=0,123.0,88602.0,302.922007,410.264761,41600.0,63776.0,100.000000%,55743.327731,229.706965,13378988.0,222979.0,55744.0,60001.0,0.0,0.0,0.0,0.0,113.0,83437.0,209.585224,297.089443,1.000000%=140,5.000000%=156,10.000000%=168,20.000000%=181,30.000000%=187,40.000000%=195,50.000000%=201,60.000000%=207,70.000000%=216,80.000000%=226,90.000000%=242,95.000000%=264,99.000000%=317,99.500000%=354,99.900000%=1433,99.950000%=1990,99.990000%=11599,0%=0,0%=0,0%=0,113.0,83437.0,209.636369,297.089564,171936.0,246408.0,100.000000%,223144.201681,760.551525,1.036458%,1.812083%,4180462.0,0.0,234.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,78.12%,21.69%,0.08%,0.01%,0.05%,0.03%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-4K-16,SeqWH,Sequential Write-heavy 1:4,4K,4096,16,0.05316097996807098,0.21280689399814606
74,3,fio-3.23,SeqWH-16K-16-taskset-cpu-args,0.0,0.0,11512976.0,191879.0,11992.0,60001.0,0.0,0.0,0.0,0.0,139.0,104580.0,414.463786,775.873751,1.000000%=216,5.000000%=252,10.000000%=276,20.000000%=305,30.000000%=329,40.000000%=354,50.000000%=378,60.000000%=407,70.000000%=444,80.000000%=481,90.000000%=528,95.000000%=569,99.000000%=692,99.500000%=1089,99.900000%=3325,99.950000%=11337,99.990000%=41156,0%=0,0%=0,0%=0,139.0,104580.0,414.512874,775.873848,134560.0,230528.0,100.000000%,192128.268908,1075.582633,45982096.0,766355.0,47897.0,60001.0,0.0,0.0,0.0,0.0,129.0,205781.0,225.94578,395.998162,1.000000%=152,5.000000%=162,10.000000%=171,20.000000%=183,30.000000%=193,40.000000%=203,50.000000%=214,60.000000%=222,70.000000%=232,80.000000%=246,90.000000%=264,95.000000%=284,99.000000%=362,99.500000%=684,99.900000%=1318,99.950000%=2088,99.990000%=15532,0%=0,0%=0,0%=0,129.0,205781.0,226.007844,395.998288,537248.0,880864.0,100.000000%,767394.689076,3891.728473,1.615104%,1.668646%,3606702.0,0.0,243.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66.75%,29.58%,3.15%,0.22%,0.23%,0.03%,0.02%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-16K-16,SeqWH,Sequential Write-heavy 1:4,16K,16384,16,0.18322779551315307,0.7318446055183411
79,3,fio-3.23,SeqWH-1M-16-taskset-cpu-args,0.0,0.0,83447808.0,1390727.0,1358.0,60003.0,0.0,0.0,0.0,0.0,631.0,203610.0,3517.613065,4826.35633,1.000000%=1286,5.000000%=1662,10.000000%=1925,20.000000%=2310,30.000000%=2572,40.000000%=2834,50.000000%=3063,60.000000%=3325,70.000000%=3588,80.000000%=3948,90.000000%=4554,95.000000%=5079,99.000000%=8585,99.500000%=29753,99.900000%=86507,99.950000%=96993,99.990000%=116916,0%=0,0%=0,0%=0,631.0,203610.0,3517.669842,4826.356707,730651.0,1977627.0,100.000000%,1394133.193277,13321.8914,334218240.0,5570025.0,5439.0,60003.0,0.0,0.0,0.0,0.0,740.0,238828.0,1857.399421,1609.202184,1.000000%=995,5.000000%=1138,10.000000%=1253,20.000000%=1400,30.000000%=1515,40.000000%=1630,50.000000%=1744,60.000000%=1859,70.000000%=2007,80.000000%=2179,90.000000%=2473,95.000000%=2703,99.000000%=3293,99.500000%=3620,99.900000%=17694,99.950000%=29753,99.990000%=79167,0%=0,0%=0,0%=0,740.0,238828.0,1857.482175,1609.203366,3233151.0,7019656.0,100.000000%,5582685.97479,34126.954136,6.892532%,0.481453%,628481.0,0.0,219.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.93%,57.05%,37.95%,3.77%,0.10%,0.13%,0.07%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-1M-16,SeqWH,Sequential Write-heavy 1:4,1M,1048576,16,1.3295490200777054,5.324064230718613
84,3,fio-3.23,SeqWH-2M-16-taskset-cpu-args,0.0,0.0,83181568.0,1386267.0,676.0,60004.0,0.0,0.0,0.0,0.0,1391.0,287568.0,6735.600367,5725.517147,1.000000%=2670,5.000000%=3424,10.000000%=3981,20.000000%=4685,30.000000%=5275,40.000000%=5734,50.000000%=6193,60.000000%=6651,70.000000%=7176,80.000000%=7897,90.000000%=8978,95.000000%=10158,99.000000%=13434,99.500000%=35913,99.900000%=94896,99.950000%=110624,99.990000%=145752,0%=0,0%=0,0%=0,1391.0,287568.0,6735.665251,5725.51587,650722.0,2193483.0,100.000000%,1386480.462185,17583.467823,335177728.0,5585923.0,2727.0,60004.0,0.0,0.0,0.0,0.0,1577.0,342787.0,3770.852602,3312.090438,1.000000%=2146,5.000000%=2441,10.000000%=2670,20.000000%=2932,30.000000%=3162,40.000000%=3358,50.000000%=3588,60.000000%=3784,70.000000%=4046,80.000000%=4358,90.000000%=4816,95.000000%=5210,99.000000%=6193,99.500000%=6651,99.900000%=35913,99.950000%=70778,99.990000%=139460,0%=0,0%=0,0%=0,1577.0,342787.0,3770.989313,3312.091361,2825724.0,7140884.0,100.000000%,5585969.689076,38350.408044,7.217899%,0.424466%,408710.0,0.0,214.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,56.74%,41.78%,0.96%,0.14%,0.11%,0.02%,0.01%,0.00%,0.00%,0.00%,0.00%,SeqWH-2M-16,SeqWH,Sequential Write-heavy 1:4,2M,2097152,16,1.3222508069849015,5.327195824695587
89,3,fio-3.23,SeqWH-4M-16-taskset-cpu-args,0.0,0.0,73183232.0,1218278.0,297.0,60071.0,0.0,0.0,0.0,0.0,3589.0,596137.0,16188.360488,16361.086639,1.000000%=6127,5.000000%=7897,10.000000%=9240,20.000000%=10944,30.000000%=12124,40.000000%=13303,50.000000%=14352,60.000000%=15532,70.000000%=16908,80.000000%=18481,90.000000%=21364,95.000000%=24248,99.000000%=68681,99.500000%=104333,99.900000%=233832,99.950000%=371195,99.990000%=549453,0%=0,0%=0,0%=0,3590.0,596137.0,16188.427704,16361.090132,204617.0,2325922.0,100.000000%,1223599.809073,24733.462841,297205760.0,4947574.0,1207.0,60071.0,0.0,0.0,0.0,0.0,3974.0,552444.0,8368.378874,7751.190516,1.000000%=4751,5.000000%=5472,10.000000%=5931,20.000000%=6520,30.000000%=7045,40.000000%=7438,50.000000%=7897,60.000000%=8355,70.000000%=8847,80.000000%=9502,90.000000%=10420,95.000000%=11337,99.000000%=13303,99.500000%=16449,99.900000%=89653,99.950000%=113770,99.990000%=392167,0%=0,0%=0,0%=0,3974.0,552444.0,8368.555377,7751.191966,794082.0,6854201.0,100.000000%,4955378.142857,58185.628229,6.627066%,0.375628%,361863.0,0.0,216.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,71.82%,25.06%,2.66%,0.29%,0.12%,0.04%,0.01%,0.00%,0.00%,0.00%,SeqWH-4M-16,SeqWH,Sequential Write-heavy 1:4,4M,4194304,16,1.1669157114725113,4.725816862923622
94,3,fio-3.23,SeqW-4K-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,14643224.0,244045.0,61011.0,60002.0,0.0,0.0,0.0,0.0,115.0,346268.0,260.464491,424.771247,1.000000%=152,5.000000%=179,10.000000%=201,20.000000%=222,30.000000%=232,40.000000%=240,50.000000%=248,60.000000%=254,70.000000%=264,80.000000%=272,90.000000%=288,95.000000%=321,99.000000%=667,99.500000%=929,99.900000%=1695,99.950000%=2007,99.990000%=5537,0%=0,0%=0,0%=0,115.0,346268.0,260.532057,424.771213,168948.0,272304.0,100.000000%,244193.647059,1060.755764,1.000832%,1.917290%,3663002.0,0.0,173.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,52.34%,46.05%,0.80%,0.40%,0.36%,0.04%,0.01%,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,SeqW-4K-16,SeqW,Sequential Write-only,4K,4096,16,0.0,0.23288120942974092
99,3,fio-3.23,SeqW-16K-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,56396816.0,939931.0,58745.0,60001.0,0.0,0.0,0.0,0.0,133.0,93643.0,268.101176,334.656702,1.000000%=162,5.000000%=183,10.000000%=201,20.000000%=226,30.000000%=242,40.000000%=254,50.000000%=264,60.000000%=276,70.000000%=284,80.000000%=296,90.000000%=313,95.000000%=325,99.000000%=391,99.500000%=428,99.900000%=1843,99.950000%=2146,99.990000%=15663,0%=0,0%=0,0%=0,133.0,93643.0,268.200679,334.656989,712192.0,1022624.0,100.000000%,941285.294118,3479.930524,2.014792%,2.063854%,3524926.0,0.0,164.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.50%,63.23%,0.12%,0.02%,0.07%,0.04%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-16K-16,SeqW,Sequential Write-only,16K,16384,16,0.0,0.8976796094112396
104,3,fio-3.23,SeqW-1M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,668996608.0,11149571.0,10888.0,60002.0,0.0,0.0,0.0,0.0,721.0,282616.0,1259.552489,1704.116379,1.000000%=880,5.000000%=962,10.000000%=1003,20.000000%=1056,30.000000%=1105,40.000000%=1138,50.000000%=1171,60.000000%=1220,70.000000%=1269,80.000000%=1335,90.000000%=1433,95.000000%=1531,99.000000%=1941,99.500000%=2539,99.900000%=21364,99.950000%=36438,99.990000%=78118,0%=0,0%=0,0%=0,721.0,282616.0,1259.645163,1704.11967,6205440.0,12060672.0,100.000000%,11169214.97479,66482.007069,14.310580%,1.030413%,653488.0,0.0,161.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,10.02%,89.03%,0.73%,0.06%,0.05%,0.08%,0.03%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,SeqW-1M-16,SeqW,Sequential Write-only,1M,1048576,16,0.0,10.651793455877304
109,3,fio-3.23,SeqW-2M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,657737728.0,10961747.0,5352.0,60003.0,0.0,0.0,0.0,0.0,1569.0,1585484.0,2534.860284,10257.894854,1.000000%=1892,5.000000%=1990,10.000000%=2056,20.000000%=2146,30.000000%=2179,40.000000%=2244,50.000000%=2310,60.000000%=2375,70.000000%=2441,80.000000%=2539,90.000000%=2670,95.000000%=2834,99.000000%=3686,99.500000%=4145,99.900000%=40632,99.950000%=74973,99.990000%=139460,0%=0,0%=0,0%=0,1569.0,1585484.0,2535.009351,10257.895575,1220608.0,12403232.0,100.000000%,11088773.969578,98738.506333,15.134795%,0.619783%,642483.0,0.0,171.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.56%,93.85%,0.27%,0.09%,0.14%,0.06%,0.02%,0.01%,0.00%,0.00%,0.01%,0.00%,SeqW-2M-16,SeqW,Sequential Write-only,2M,2097152,16,0.0,10.575078935220718
114,3,fio-3.23,SeqW-4M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,640913408.0,10680644.0,2607.0,60007.0,0.0,0.0,0.0,0.0,3501.0,1406360.0,5212.254648,12999.708181,1.000000%=4046,5.000000%=4292,10.000000%=4358,20.000000%=4554,30.000000%=4685,40.000000%=4751,50.000000%=4882,60.000000%=5013,70.000000%=5144,80.000000%=5341,90.000000%=5603,95.000000%=5931,99.000000%=6782,99.500000%=8454,99.900000%=44302,99.950000%=83361,99.990000%=1149239,0%=0,0%=0,0%=0,3502.0,1406360.0,5212.449582,12999.70822,2807745.0,12148736.0,100.000000%,10815288.261915,71591.218061,15.085757%,0.851529%,628227.0,0.0,166.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.56%,98.99%,0.15%,0.22%,0.06%,0.01%,0.01%,0.00%,0.00%,0.01%,0.00%,SeqW-4M-16,SeqW,Sequential Write-only,4M,4194304,16,0.0,10.314262639918327
119,3,fio-3.23,RandR-4K-16-taskset-cpu-args,0.0,0.0,12058924.0,200978.0,50244.0,60001.0,0.0,0.0,0.0,0.0,153.0,88727.0,317.8855,405.832885,1.000000%=222,5.000000%=254,10.000000%=276,20.000000%=292,30.000000%=301,40.000000%=305,50.000000%=313,60.000000%=321,70.000000%=325,80.000000%=333,90.000000%=350,95.000000%=358,99.000000%=382,99.500000%=395,99.900000%=452,99.950000%=978,99.990000%=15663,0%=0,0%=0,0%=0,153.0,88727.0,317.9323,405.832998,158840.0,209304.0,100.000000%,201151.394958,561.369065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.416875%,1.355000%,3015062.0,0.0,164.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.19%,95.75%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandR-4K-16,RandR,Random Read-only,4K,4096,16,0.19183291908073424,0.0
124,3,fio-3.23,RandR-16K-16-taskset-cpu-args,0.0,0.0,38993520.0,649881.0,40617.0,60001.0,0.0,0.0,0.0,0.0,154.0,353347.0,393.396645,779.024585,1.000000%=261,5.000000%=329,10.000000%=350,20.000000%=366,30.000000%=374,40.000000%=382,50.000000%=387,60.000000%=395,70.000000%=399,80.000000%=407,90.000000%=419,95.000000%=428,99.000000%=448,99.500000%=464,99.900000%=552,99.950000%=2572,99.990000%=23199,0%=0,0%=0,0%=0,154.0,353347.0,393.439551,779.024747,382912.0,744480.0,100.000000%,651095.663866,2988.85237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.314167%,1.391563%,2437182.0,0.0,222.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.59%,99.21%,0.14%,0.01%,0.01%,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,RandR-16K-16,RandR,Random Read-only,16K,16384,16,0.6209332121524811,0.0
129,3,fio-3.23,RandR-1M-16-taskset-cpu-args,0.0,0.0,272560128.0,4542441.0,4435.0,60003.0,0.0,0.0,0.0,0.0,454.0,422247.0,3605.388635,3514.4692,1.000000%=1613,5.000000%=2637,10.000000%=2867,20.000000%=3227,30.000000%=3391,40.000000%=3424,50.000000%=3489,60.000000%=3555,70.000000%=3620,80.000000%=3719,90.000000%=3948,95.000000%=4145,99.000000%=4489,99.500000%=4882,99.900000%=64225,99.950000%=76021,99.990000%=88604,0%=0,0%=0,0%=0,454.0,422247.0,3605.43116,3514.471382,1892352.0,6105088.0,100.000000%,4546516.94958,35602.003564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.026041%,0.319681%,266253.0,0.0,1348.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.33%,0.24%,0.91%,90.29%,7.83%,0.10%,0.15%,0.14%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,RandR-1M-16,RandR,Random Read-only,1M,1048576,16,4.335896443920135,0.0
