,access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,fromCSV,segments,nnodes,bw(GiB/s),tasks_per_node,xfer_str
149,write,49535.5955,25399.1289,0.0009,131072,2048,0.0179,0.1209,0.0635,0.124,48,4,write_n-2_ppn-24_tx-2M.csv,1,2,48.37460498046875,24.0,2M
150,write,51407.5929,26065.3589,0.0016,131072,2048,0.0612,0.2357,0.1357,0.239,96,2,write_n-2_ppn-48_tx-2M.csv,1,2,50.20272744140625,48.0,2M
151,write,2337.4773,150284.5642,0.0004,131072,16,0.0587,3.4886,1.2575,3.5046,64,1,write_n-2_ppn-32_tx-16K.csv,1,2,2.28269267578125,32.0,16K
152,write,48784.4566,25637.1061,0.0005,131072,2048,0.0059,0.0599,0.0257,0.063,24,3,write_n-2_ppn-12_tx-2M.csv,1,2,47.6410708984375,12.0,2M
153,write,23422.0267,23476.8506,0.0052,131072,1024,0.2144,1.3958,0.7906,1.399,256,3,write_n-2_ppn-128_tx-1M.csv,1,2,22.87307294921875,128.0,1M
154,write,66917.652,4290.5823,0.0065,131072,16384,0.0303,0.1193,0.0856,0.1224,64,2,write_n-2_ppn-32_tx-16M.csv,1,2,65.34926953125,32.0,4M
155,write,2687.2445,172600.1408,0.0005,131072,16,0.0496,4.5564,0.3189,4.5727,96,0,write_n-2_ppn-48_tx-16K.csv,1,2,2.62426220703125,48.0,16K
156,write,31071.1849,31320.9772,0.0018,131072,1024,0.0353,0.3923,0.1707,0.3955,96,4,write_n-2_ppn-48_tx-1M.csv,1,2,30.34295400390625,48.0,1M
157,write,22248.9901,23003.9677,0.0007,131072,1024,0.0059,0.089,0.0299,0.092,16,3,write_n-2_ppn-8_tx-1M.csv,1,2,21.72752939453125,8.0,1M
158,write,2305.5631,147591.8226,0.0016,131072,16,0.0926,14.2091,2.7976,14.2126,256,0,write_n-2_ppn-128_tx-16K.csv,1,2,2.25152646484375,128.0,16K
159,write,45173.4885,23103.9126,0.003,131072,2048,0.232,0.5319,0.3597,0.544,192,1,write_n-2_ppn-96_tx-2M.csv,1,2,44.11473486328125,96.0,2M
