,terse_version_3,fio_version,jobname,groupid,error,read_kb,read_bandwidth_kb,read_iops,read_runtime_ms,read_slat_min_us,read_slat_max_us,read_slat_mean_us,read_slat_dev_us,read_clat_min_us,read_clat_max_us,read_clat_mean_us,read_clat_dev_us,read_clat_pct01,read_clat_pct02,read_clat_pct03,read_clat_pct04,read_clat_pct05,read_clat_pct06,read_clat_pct07,read_clat_pct08,read_clat_pct09,read_clat_pct10,read_clat_pct11,read_clat_pct12,read_clat_pct13,read_clat_pct14,read_clat_pct15,read_clat_pct16,read_clat_pct17,read_clat_pct18,read_clat_pct19,read_clat_pct20,read_tlat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_dev_us,read_bw_min_kb,read_bw_max_kb,read_bw_agg_pct,read_bw_mean_kb,read_bw_dev_kb,write_kb,write_bandwidth_kb,write_iops,write_runtime_ms,write_slat_min_us,write_slat_max_us,write_slat_mean_us,write_slat_dev_us,write_clat_min_us,write_clat_max_us,write_clat_mean_us,write_clat_dev_us,write_clat_pct01,write_clat_pct02,write_clat_pct03,write_clat_pct04,write_clat_pct05,write_clat_pct06,write_clat_pct07,write_clat_pct08,write_clat_pct09,write_clat_pct10,write_clat_pct11,write_clat_pct12,write_clat_pct13,write_clat_pct14,write_clat_pct15,write_clat_pct16,write_clat_pct17,write_clat_pct18,write_clat_pct19,write_clat_pct20,write_tlat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_dev_us,write_bw_min_kb,write_bw_max_kb,write_bw_agg_pct,write_bw_mean_kb,write_bw_dev_kb,cpu_user,cpu_sys,cpu_csw,cpu_mjf,cpu_minf,iodepth_1,iodepth_2,iodepth_4,iodepth_8,iodepth_16,iodepth_32,iodepth_64,lat_2us,lat_4us,lat_10us,lat_20us,lat_50us,lat_100us,lat_250us,lat_500us,lat_750us,lat_1000us,lat_2ms,lat_4ms,lat_10ms,lat_20ms,lat_50ms,lat_100ms,lat_250ms,lat_500ms,lat_750ms,lat_1000ms,lat_2000ms,lat_over_2000ms,description,rw-cat,rw_full,bs,bs_num,nj,read_bw_mean_gb,write_bw_mean_gb
4,3,fio-3.23,SeqR-2M-16-taskset-cpu-args,0.0,0.0,260345856.0,4338663.0,2118.0,60006.0,0.0,0.0,0.0,0.0,1553.0,47307.0,7549.78651,888.033684,1.000000%=5996,5.000000%=6455,10.000000%=6651,20.000000%=6979,30.000000%=7241,40.000000%=7372,50.000000%=7503,60.000000%=7634,70.000000%=7831,80.000000%=8028,90.000000%=8355,95.000000%=8716,99.000000%=9371,99.500000%=9764,99.900000%=14745,99.950000%=20054,99.990000%=36962,0%=0,0%=0,0%=0,1553.0,47307.0,7549.820829,888.034367,3575382.0,4521984.0,100.000000%,4343546.268908,6568.353372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.013541%,0.357270%,254325.0,0.0,175.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,99.63%,0.31%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqR-2M-16,SeqR,Sequential Read-only,2M,2097152,16,4.142328518779754,0.0
9,3,fio-3.23,SeqRH-2M-16-taskset-cpu-args,0.0,0.0,172558336.0,2875588.0,1404.0,60008.0,0.0,0.0,0.0,0.0,1241.0,68355.0,9261.331661,1869.247308,1.000000%=6389,5.000000%=7372,10.000000%=7831,20.000000%=8290,30.000000%=8716,40.000000%=8978,50.000000%=9240,60.000000%=9502,70.000000%=9764,80.000000%=10027,90.000000%=10551,95.000000%=10944,99.000000%=11862,99.500000%=13828,99.900000%=36962,99.950000%=41680,99.990000%=53215,0%=0,0%=0,0%=0,1241.0,68355.0,9261.384219,1869.246691,2338522.0,3390871.0,100.000000%,2877192.176471,13222.892184,43413504.0,723461.0,353.0,60008.0,0.0,0.0,0.0,0.0,2002.0,62984.0,8042.946931,1741.364642,1.000000%=5013,5.000000%=5865,10.000000%=6324,20.000000%=6848,30.000000%=7307,40.000000%=7634,50.000000%=8028,60.000000%=8355,70.000000%=8716,80.000000%=9109,90.000000%=9633,95.000000%=10158,99.000000%=11075,99.500000%=11468,99.900000%=28442,99.950000%=34340,99.990000%=51118,0%=0,0%=0,0%=0,2003.0,62984.0,8043.06249,1741.364726,261682.0,1264244.0,100.000000%,723632.151261,12415.985935,0.932360%,0.266761%,211027.0,0.0,193.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.11%,81.15%,18.38%,0.32%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqRH-2M-16,SeqRH,Sequential Read-heavy 4:1,2M,2097152,16,2.7439042820653916,0.6901093971834182
14,3,fio-3.23,SeqBal-2M-16-taskset-cpu-args,0.0,0.0,140136448.0,2335412.0,1140.0,60005.0,0.0,0.0,0.0,0.0,1423.0,101902.0,7507.14316,3144.042807,1.000000%=2867,5.000000%=4685,10.000000%=5341,20.000000%=6062,30.000000%=6520,40.000000%=6914,50.000000%=7307,60.000000%=7634,70.000000%=8028,80.000000%=8454,90.000000%=9109,95.000000%=9764,99.000000%=21626,99.500000%=30015,99.900000%=45350,99.950000%=51642,99.990000%=63176,0%=0,0%=0,0%=0,1423.0,101902.0,7507.195262,3144.044384,1620565.0,3253857.0,100.000000%,2338424.109244,18702.682388,139784192.0,2329542.0,1137.0,60005.0,0.0,0.0,0.0,0.0,1859.0,62694.0,6132.516148,1980.40337,1.000000%=2605,5.000000%=3489,10.000000%=4079,20.000000%=4816,30.000000%=5275,40.000000%=5734,50.000000%=6127,60.000000%=6455,70.000000%=6848,80.000000%=7307,90.000000%=7962,95.000000%=8585,99.000000%=9764,99.500000%=10551,99.900000%=29229,99.950000%=36438,99.990000%=53215,0%=0,0%=0,0%=0,1859.0,62694.0,6132.652862,1980.403547,1427127.0,3152356.0,100.000000%,2333798.193277,20181.809701,2.840753%,0.309470%,275135.0,0.0,199.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,5.70%,91.75%,1.78%,0.61%,0.04%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-2M-16,SeqBal,Sequential Balanced 1:1,2M,2097152,16,2.230095013851166,2.2256833966035843
19,3,fio-3.23,SeqWH-2M-16-taskset-cpu-args,0.0,0.0,86634496.0,1441889.0,704.0,60084.0,0.0,0.0,0.0,0.0,1304.0,152150.0,6672.611626,6756.043475,1.000000%=2506,5.000000%=3293,10.000000%=3784,20.000000%=4489,30.000000%=5013,40.000000%=5472,50.000000%=5865,60.000000%=6324,70.000000%=6914,80.000000%=7569,90.000000%=8716,95.000000%=9764,99.000000%=27394,99.500000%=56885,99.900000%=107479,99.950000%=123207,99.990000%=141557,0%=0,0%=0,0%=0,1304.0,152150.0,6672.681208,6756.043316,737280.0,2313888.0,100.000000%,1445296.563585,17843.512964,347709440.0,5787055.0,2825.0,60084.0,0.0,0.0,0.0,0.0,1623.0,146646.0,3561.12823,1471.650694,1.000000%=2088,5.000000%=2342,10.000000%=2539,20.000000%=2834,30.000000%=3031,40.000000%=3260,50.000000%=3424,60.000000%=3620,70.000000%=3850,80.000000%=4145,90.000000%=4554,95.000000%=4947,99.000000%=5799,99.500000%=6258,99.900000%=24510,99.950000%=31326,99.990000%=50593,0%=0,0%=0,0%=0,1623.0,146646.0,3561.252578,1471.649751,3915776.0,7743646.0,100.000000%,5800937.798109,38664.779138,7.706459%,0.504963%,424331.0,0.0,211.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.41%,62.23%,36.29%,0.71%,0.24%,0.09%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-2M-16,SeqWH,Sequential Write-heavy 1:4,2M,2097152,16,1.3783422122812272,5.532205389126777
24,3,fio-3.23,SeqW-2M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,701198336.0,11686054.0,5706.0,60003.0,0.0,0.0,0.0,0.0,1598.0,64321.0,2340.236048,1041.748758,1.000000%=1859,5.000000%=1957,10.000000%=2023,20.000000%=2088,30.000000%=2146,40.000000%=2211,50.000000%=2277,60.000000%=2310,70.000000%=2375,80.000000%=2473,90.000000%=2605,95.000000%=2736,99.000000%=3424,99.500000%=3784,99.900000%=21364,99.950000%=28442,99.990000%=41680,0%=0,0%=0,0%=0,1598.0,64321.0,2340.384403,1041.749237,10173644.0,12467658.0,100.000000%,11697430.957983,26494.494284,16.558144%,0.774570%,684942.0,0.0,149.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.86%,91.78%,0.17%,0.07%,0.11%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-2M-16,SeqW,Sequential Write-only,2M,2097152,16,0.0,11.155539472563744
29,3,fio-3.23,RandR-2M-16-taskset-cpu-args,0.0,0.0,286943232.0,4781988.0,2334.0,60005.0,0.0,0.0,0.0,0.0,979.0,43914.0,6849.579548,719.144123,1.000000%=5734,5.000000%=6062,10.000000%=6258,20.000000%=6520,30.000000%=6651,40.000000%=6717,50.000000%=6848,60.000000%=6914,70.000000%=7045,80.000000%=7176,90.000000%=7372,95.000000%=7569,99.000000%=8028,99.500000%=8290,99.900000%=13959,99.950000%=19005,99.990000%=33816,0%=0,0%=0,0%=0,979.0,43914.0,6849.623539,719.143453,4009984.0,4907008.0,100.000000%,4786675.092437,5903.957123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.011458%,0.297174%,280301.0,0.0,165.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.04%,99.74%,0.17%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandR-2M-16,RandR,Random Read-only,2M,2097152,16,4.5649290966386795,0.0
34,3,fio-3.23,RandRH-2M-16-taskset-cpu-args,0.0,0.0,207777792.0,3455821.0,1687.0,60124.0,0.0,0.0,0.0,0.0,1240.0,118313.0,7614.246736,2466.171983,1.000000%=4554,5.000000%=5799,10.000000%=6258,20.000000%=6717,30.000000%=6979,40.000000%=7241,50.000000%=7503,60.000000%=7700,70.000000%=7962,80.000000%=8224,90.000000%=8585,95.000000%=8978,99.000000%=13303,99.500000%=21626,99.900000%=39059,99.950000%=51118,99.990000%=77070,0%=0,0%=0,0%=0,1240.0,118313.0,7614.302793,2466.171892,2709209.0,4151298.0,100.000000%,3468158.764706,15951.57573,51748864.0,860702.0,420.0,60124.0,0.0,0.0,0.0,0.0,2127.0,132690.0,7034.731321,2138.450381,1.000000%=4145,5.000000%=5144,10.000000%=5537,20.000000%=6062,30.000000%=6389,40.000000%=6651,50.000000%=6914,60.000000%=7241,70.000000%=7503,80.000000%=7831,90.000000%=8355,95.000000%=8716,99.000000%=9895,99.500000%=15663,99.900000%=35389,99.950000%=41156,99.990000%=64225,0%=0,0%=0,0%=0,2128.0,132690.0,7034.853085,2138.449685,384643.0,1408114.0,100.000000%,863893.857143,12838.242606,1.017024%,0.308565%,254079.0,0.0,226.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.56%,97.78%,1.07%,0.47%,0.04%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-2M-16,RandRH,Random Read-heavy 4:1,2M,2097152,16,3.307493939119339,0.8238733836584091
39,3,fio-3.23,RandWH-2M-16-taskset-cpu-args,0.0,0.0,78919680.0,1315086.0,642.0,60011.0,0.0,0.0,0.0,0.0,1431.0,177990.0,7748.633053,8283.188603,1.000000%=2244,5.000000%=2801,10.000000%=3227,20.000000%=3850,30.000000%=4358,40.000000%=4882,50.000000%=5537,60.000000%=6324,70.000000%=7634,80.000000%=9764,90.000000%=13959,95.000000%=18743,99.000000%=36438,99.500000%=53739,99.900000%=109576,99.950000%=143654,99.990000%=164626,0%=0,0%=0,0%=0,1431.0,177990.0,7748.702692,8283.189593,687429.0,2021900.0,100.000000%,1317014.546218,16301.605122,313978880.0,5232022.0,2554.0,60011.0,0.0,0.0,0.0,0.0,1783.0,84005.0,3906.292407,1479.807482,1.000000%=2277,5.000000%=2572,10.000000%=2801,20.000000%=3063,30.000000%=3325,40.000000%=3522,50.000000%=3751,60.000000%=3981,70.000000%=4227,80.000000%=4554,90.000000%=5079,95.000000%=5537,99.000000%=6520,99.500000%=7110,99.900000%=24772,99.950000%=34340,99.990000%=49020,0%=0,0%=0,0%=0,1783.0,84005.0,3906.440431,1479.807507,3575436.0,6589651.0,100.000000%,5239487.731092,34347.656152,6.481111%,0.408110%,389824.0,0.0,192.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,53.10%,42.79%,3.04%,0.86%,0.09%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,RandWH-2M-16,RandWH,Random Write-heavy 1:4,2M,2097152,16,1.2560029470615386,4.996764880268097
44,3,fio-3.23,RandW-2M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,689704960.0,11494507.0,5612.0,60003.0,0.0,0.0,0.0,0.0,1553.0,202024.0,2400.68369,1315.113046,1.000000%=1875,5.000000%=1990,10.000000%=2056,20.000000%=2146,30.000000%=2211,40.000000%=2277,50.000000%=2342,60.000000%=2375,70.000000%=2441,80.000000%=2539,90.000000%=2670,95.000000%=2801,99.000000%=3227,99.500000%=3784,99.900000%=20054,99.950000%=27656,99.990000%=43253,0%=0,0%=0,0%=0,1553.0,202024.0,2400.852282,1315.114088,8964532.0,12253757.0,100.000000%,11505836.378151,30843.954271,15.802237%,0.661656%,673718.0,0.0,139.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.40%,94.22%,0.19%,0.10%,0.09%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandW-2M-16,RandW,Random Write-only,2M,2097152,16,0.0,10.972820642615318
49,3,fio-3.23,SeqR-2M-32-taskset-cpu-args,0.0,0.0,223690752.0,3727433.0,1820.0,60012.0,0.0,0.0,0.0,0.0,1190.0,194306.0,17555.636608,2006.87859,1.000000%=15794,5.000000%=16187,10.000000%=16449,20.000000%=16908,30.000000%=17170,40.000000%=17170,50.000000%=17432,60.000000%=17694,70.000000%=17956,80.000000%=17956,90.000000%=18481,95.000000%=18743,99.000000%=19791,99.500000%=21626,99.900000%=48496,99.950000%=57409,99.990000%=74973,0%=0,0%=0,0%=0,1190.0,194306.0,17555.706254,2006.877433,2641920.0,3932160.0,100.000000%,3731662.521008,4513.730108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.005156%,0.120768%,218609.0,0.0,359.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.06%,99.00%,0.83%,0.09%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqR-2M-32,SeqR,Sequential Read-only,2M,2097152,32,3.5587907037811277,0.0
