clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
3;fio-3.23;RandW-4K-16-fio-cpu-args;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;13947900;232457;58114;60002;0;0;0.000000;0.000000;135;68356;273.999944;407.737301;1.000000%=179;5.000000%=197;10.000000%=209;20.000000%=228;30.000000%=242;40.000000%=252;50.000000%=261;60.000000%=268;70.000000%=276;80.000000%=288;90.000000%=301;95.000000%=317;99.000000%=428;99.500000%=509;99.900000%=4292;99.950000%=10158;99.990000%=19005;0%=0;0%=0;0%=0;135;68356;274.057434;407.737323;182384;253264;100.000000%;232783.327731;840.677332;0.732186%;1.875100%;3487095;0;147;100.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;37.16%;62.31%;0.26%;0.06%;0.07%;0.04%;0.05%;0.04%;0.01%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;RandW-4K-16
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
3;fio-3.23;RandW-4K-32-fio-cpu-args;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;16812104;280183;70045;60004;0;0;0.000000;0.000000;135;66267;454.755369;572.436909;1.000000%=252;5.000000%=305;10.000000%=333;20.000000%=374;30.000000%=399;40.000000%=415;50.000000%=432;60.000000%=444;70.000000%=460;80.000000%=481;90.000000%=528;95.000000%=593;99.000000%=733;99.500000%=798;99.900000%=8978;99.950000%=14745;99.990000%=23724;0%=0;0%=0;0%=0;136;66267;454.859472;572.436927;220404;316728;100.000000%;280534.689076;510.629086;0.602913%;1.305044%;4203264;0;293;100.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.91%;84.50%;13.79%;0.50%;0.10%;0.04%;0.06%;0.07%;0.02%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;RandW-4K-32
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
3;fio-3.23;RandW-4K-64-fio-cpu-args;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;17737960;295357;73839;60056;0;0;0.000000;0.000000;147;178278;860.296451;1428.420531;1.000000%=333;5.000000%=497;10.000000%=569;20.000000%=659;30.000000%=716;40.000000%=765;50.000000%=790;60.000000%=823;70.000000%=847;80.000000%=888;90.000000%=970;95.000000%=1056;99.000000%=1335;99.500000%=3751;99.900000%=23199;99.950000%=31850;99.990000%=55312;0%=0;0%=0;0%=0;147;178278;860.381368;1428.420421;126505;396408;100.000000%;296035.033613;515.323470;0.309818%;0.686344%;4434982;0;607;100.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.26%;4.83%;31.50%;55.06%;7.68%;0.19%;0.18%;0.18%;0.12%;0.01%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;RandW-4K-64
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
clock setaffinity failed: Invalid argument
3;fio-3.23;RandW-4K-128-fio-cpu-args;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;16308424;271793;67948;60003;0;0;0.000000;0.000000;159;97446;1869.278524;1091.012847;1.000000%=1302;5.000000%=1695;10.000000%=1744;20.000000%=1794;30.000000%=1810;40.000000%=1826;50.000000%=1843;60.000000%=1859;70.000000%=1875;80.000000%=1892;90.000000%=1925;95.000000%=1957;99.000000%=2039;99.500000%=2146;99.900000%=14745;99.950000%=23199;99.990000%=54788;0%=0;0%=0;0%=0;160;97446;1869.366411;1091.012909;176967;401864;100.000000%;273012.729953;212.337845;0.146145%;0.303436%;4078299;4;1265;100.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.06%;0.23%;0.17%;0.16%;97.45%;1.68%;0.10%;0.09%;0.05%;0.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;RandW-4K-128
