access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.0899499607e+02,3.0856658292e+02,6.1586041204e+06,6.1671547126e+06
write,1,3.0899499202e+02,3.0810225201e+02,6.1586042012e+06,6.1764490315e+06
write,2,3.0899505901e+02,3.0807431698e+02,6.1586028659e+06,6.1770090888e+06
write,3,3.0899505115e+02,3.0802405405e+02,6.1586030228e+06,6.1780170444e+06
write,4,3.0899500299e+02,3.0815232396e+02,6.1586039826e+06,6.1754454146e+06
write,5,3.0899499798e+02,3.0822783709e+02,6.1586040824e+06,6.1739324845e+06
write,6,3.0899506497e+02,3.0001873994e+02,6.1586027471e+06,6.3428633038e+06
write,7,3.0899505901e+02,3.0177650785e+02,6.1586028659e+06,6.3059178116e+06
write,8,3.0899478602e+02,3.0891927481e+02,6.1586083069e+06,6.1601136970e+06
write,9,3.0899499488e+02,3.0842664003e+02,6.1586041442e+06,6.1699529450e+06
write,10,3.0899505496e+02,3.0822280192e+02,6.1586029467e+06,6.1740333425e+06
write,11,3.0899505210e+02,3.0819650602e+02,6.1586030037e+06,6.1745601225e+06
