rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,13449,,,,,,,,,,,,,,,,,4.7606620444e+02,3.3900326991e+02,,,1.3570981215e+02,8.8423967361e-02
0,,,,,,,,,,,,,,,,,,3.9672192241e+01,3.3900319695e+02
1,,,,,,,,,,,,,,,,,,3.9779505179e+01,3.3808867002e+02
2,,,,,,,,,,,,,,,,,,3.9832988983e+01,3.3763471794e+02
3,,,,,,,,,,,,,,,,,,3.9853088873e+01,3.3746443200e+02
4,,,,,,,,,,,,,,,,,,3.9754368910e+01,3.3830243993e+02
5,,,,,,,,,,,,,,,,,,3.9789908102e+01,3.3800027800e+02
6,,,,,,,,,,,,,,,,,,3.9899267077e+01,3.3707386088e+02
7,,,,,,,,,,,,,,,,,,3.9905455316e+01,3.3702158999e+02
8,,,,,,,,,,,,,,,,,,3.9747374325e+01,3.3836197305e+02
9,,,,,,,,,,,,,,,,,,3.9818938334e+01,3.3775385690e+02
10,,,,,,,,,,,,,,,,,,3.9992302124e+01,3.3628971791e+02
11,,,,,,,,,,,,,,,,,,3.9890453336e+01,3.3714833689e+02
