access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,5.1483147144e+01,5.1424902201e+01,3.6963122139e+07,3.7004987361e+07
read,1,5.1483138084e+01,5.1424896955e+01,3.6963128644e+07,3.7004991136e+07
read,2,5.1483122110e+01,5.1424896002e+01,3.6963140113e+07,3.7004991822e+07
read,3,5.1483111858e+01,5.1424911976e+01,3.6963147473e+07,3.7004980327e+07
read,4,5.1482858181e+01,5.1424932957e+01,3.6963329606e+07,3.7004965230e+07
read,5,5.1483155012e+01,5.1424937010e+01,3.6963116490e+07,3.7004962313e+07
read,6,5.1483128071e+01,5.1424935818e+01,3.6963135833e+07,3.7004963171e+07
read,7,5.1483115911e+01,5.1424943924e+01,3.6963144563e+07,3.7004957338e+07
read,8,5.1483150959e+01,5.1424916983e+01,3.6963119400e+07,3.7004976724e+07
read,9,5.1482854128e+01,5.1424910069e+01,3.6963332516e+07,3.7004981700e+07
read,10,5.1483114004e+01,5.1424907923e+01,3.6963145933e+07,3.7004983244e+07
read,11,5.1483112097e+01,5.1424950123e+01,3.6963147302e+07,3.7004952877e+07
