access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,230063.6383,115515.9836,0.0451,131072.0000,2048.0000,0.0927,4.5387,2.7080,4.5578,256,0
read,272835.6130,136529.3523,0.0432,131072.0000,2048.0000,0.0526,3.8401,2.0216,3.8433,256,0
write,241097.7865,120643.9044,0.0510,131072.0000,2048.0000,0.0585,4.3457,2.3522,4.3492,256,1
read,289233.2966,144742.9734,0.0345,131072.0000,2048.0000,0.0484,3.6222,2.2399,3.6254,256,1
write,246685.7498,123745.1177,0.0435,131072.0000,2048.0000,0.0655,4.2368,2.4408,4.2507,256,2
read,297685.2281,148971.0138,0.0335,131072.0000,2048.0000,0.0448,3.5194,2.1574,3.5224,256,2
write,229532.9785,114913.2430,0.0467,131072.0000,2048.0000,0.0545,4.5625,2.6671,4.5683,256,3
read,290659.7696,145454.4577,0.0363,131072.0000,2048.0000,0.0416,3.6045,2.1134,3.6076,256,3
write,249859.5910,125108.6016,0.0445,131072.0000,2048.0000,0.0496,4.1907,2.3741,4.1967,256,4
read,290013.6658,145132.9596,0.0360,131072.0000,2048.0000,0.0603,3.6125,2.1424,3.6156,256,4
