access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,367153.8606,46007.3502,0.0635,131072.0000,8192.0000,0.0325,1.4245,0.7589,1.4280,128,0
read,363285.4094,45507.7564,0.0613,131072.0000,8192.0000,0.0400,1.4401,0.8339,1.4432,128,0
write,406422.3394,51556.5858,0.0589,131072.0000,8192.0000,0.0596,1.2711,0.6687,1.2900,128,1
read,358507.1353,44905.1740,0.0597,131072.0000,8192.0000,0.0316,1.4594,0.8487,1.4624,128,1
write,407882.1616,52248.5220,0.0590,131072.0000,8192.0000,0.0741,1.2543,0.6625,1.2854,128,2
read,375660.7956,47059.7704,0.0596,131072.0000,8192.0000,0.0400,1.3926,0.7891,1.3956,128,2
write,325820.6111,40982.1824,0.0830,131072.0000,8192.0000,0.0455,1.5991,0.9288,1.6091,128,3
read,351540.8333,44041.9477,0.0692,131072.0000,8192.0000,0.0395,1.4880,0.9030,1.4914,128,3
write,381023.5400,48014.9166,0.0706,131072.0000,8192.0000,0.0387,1.3649,0.5740,1.3760,128,4
read,379504.1708,47540.5692,0.0582,131072.0000,8192.0000,0.0315,1.3785,0.7715,1.3815,128,4
