access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,71,6.6897447109e+01,6.6836030006e+01,3.5334641039e+07,3.5367110820e+07
read,72,6.6897392988e+01,6.6836042881e+01,3.5334669625e+07,3.5367104007e+07
read,73,6.6897387028e+01,6.6836037874e+01,3.5334672773e+07,3.5367106657e+07
read,74,6.6897468090e+01,6.6836055994e+01,3.5334629957e+07,3.5367097068e+07
read,75,6.6897458076e+01,6.6836029053e+01,3.5334635246e+07,3.5367111325e+07
read,76,6.6897397041e+01,6.6836035013e+01,3.5334667484e+07,3.5367108171e+07
read,77,6.6897392988e+01,6.6836048841e+01,3.5334669625e+07,3.5367100853e+07
read,78,6.6897454023e+01,6.6836033106e+01,3.5334637387e+07,3.5367109180e+07
read,79,6.6897452116e+01,6.6836041927e+01,3.5334638394e+07,3.5367104512e+07
read,80,6.6897390842e+01,6.6836045980e+01,3.5334670758e+07,3.5367102367e+07
read,81,6.6897180080e+01,6.6836040974e+01,3.5334782081e+07,3.5367105016e+07
read,82,6.6897463083e+01,6.6836035967e+01,3.5334632601e+07,3.5367107666e+07
read,83,6.6897176981e+01,6.6836037159e+01,3.5334783718e+07,3.5367107035e+07
read,84,6.6897403955e+01,6.6836043119e+01,3.5334663832e+07,3.5367103881e+07
read,85,6.6897469044e+01,6.6836039066e+01,3.5334629453e+07,3.5367106026e+07
read,86,6.6897472858e+01,6.6836042881e+01,3.5334627438e+07,3.5367104007e+07
read,87,6.6897461891e+01,6.6836045027e+01,3.5334633231e+07,3.5367102872e+07
read,88,6.6897491932e+01,6.6836075068e+01,3.5334617364e+07,3.5367086975e+07
read,89,6.6897197008e+01,6.6836045027e+01,3.5334773140e+07,3.5367102872e+07
read,90,6.6897503138e+01,6.6836048126e+01,3.5334611445e+07,3.5367101232e+07
read,91,6.6897485018e+01,6.6836047888e+01,3.5334621016e+07,3.5367101358e+07
read,92,6.6897475958e+01,6.6836045980e+01,3.5334625801e+07,3.5367102367e+07
read,93,6.6897480011e+01,6.6836040974e+01,3.5334623660e+07,3.5367105016e+07
read,94,6.6897225857e+01,6.6836064100e+01,3.5334757903e+07,3.5367092779e+07
read,95,6.6897223949e+01,6.6836045980e+01,3.5334758910e+07,3.5367102367e+07
