rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,104980,,,,,,,,,,,,,2.4662100797e+06,8.1729290485e+00,,,,,,,,
0,,,,,,,,,,,,,,1.3245836597e+04,7.9255092144e+00,,,,
1,,,,,,,,,,,,,,1.3276430462e+04,7.9072458744e+00,,,,
2,,,,,,,,,,,,,,1.3198417260e+04,7.9539840221e+00,,,,
3,,,,,,,,,,,,,,1.3278482367e+04,7.9060239792e+00,,,,
4,,,,,,,,,,,,,,1.3180745702e+04,7.9646480083e+00,,,,
5,,,,,,,,,,,,,,1.3224908758e+04,7.9380509853e+00,,,,
6,,,,,,,,,,,,,,1.3344551448e+04,7.8668811321e+00,,,,
7,,,,,,,,,,,,,,1.3210873995e+04,7.9464840889e+00,,,,
8,,,,,,,,,,,,,,1.3169574520e+04,7.9714040756e+00,,,,
9,,,,,,,,,,,,,,1.3197391895e+04,7.9546020031e+00,,,,
10,,,,,,,,,,,,,,1.3360635104e+04,7.8574109077e+00,,,,
11,,,,,,,,,,,,,,1.3371139664e+04,7.8512380123e+00,,,,
12,,,,,,,,,,,,,,1.3537851377e+04,7.7545540333e+00,,,,
13,,,,,,,,,,,,,,1.3483346251e+04,7.7859010696e+00,,,,
14,,,,,,,,,,,,,,1.3516890922e+04,7.7665789127e+00,,,,
15,,,,,,,,,,,,,,1.3405842501e+04,7.8309140205e+00,,,,
16,,,,,,,,,,,,,,1.3442116928e+04,7.8097817898e+00,,,,
17,,,,,,,,,,,,,,1.3469179797e+04,7.7940900326e+00,,,,
18,,,,,,,,,,,,,,1.3351321369e+04,7.8628921509e+00,,,,
19,,,,,,,,,,,,,,1.3533036481e+04,7.7573130131e+00,,,,
20,,,,,,,,,,,,,,1.3529183953e+04,7.7595219612e+00,,,,
21,,,,,,,,,,,,,,1.3473416670e+04,7.7916390896e+00,,,,
22,,,,,,,,,,,,,,1.3470199205e+04,7.7935001850e+00,,,,
23,,,,,,,,,,,,,,1.3501690047e+04,7.7753229141e+00,,,,
24,,,,,,,,,,,,,,1.3226561354e+04,7.9370591640e+00,,,,
25,,,,,,,,,,,,,,1.3217420847e+04,7.9425480366e+00,,,,
26,,,,,,,,,,,,,,1.3230683915e+04,7.9345860481e+00,,,,
27,,,,,,,,,,,,,,1.3265143325e+04,7.9139740467e+00,,,,
28,,,,,,,,,,,,,,1.3326454805e+04,7.8775639534e+00,,,,
29,,,,,,,,,,,,,,1.3130072958e+04,7.9953858852e+00,,,,
30,,,,,,,,,,,,,,1.3212357364e+04,7.9455919266e+00,,,,
31,,,,,,,,,,,,,,1.3321358234e+04,7.8805778027e+00,,,,
32,,,,,,,,,,,,,,1.3167423827e+04,7.9727060795e+00,,,,
33,,,,,,,,,,,,,,1.3197346801e+04,7.9546291828e+00,,,,
34,,,,,,,,,,,,,,1.3331866896e+04,7.8743660450e+00,,,,
35,,,,,,,,,,,,,,1.3369803109e+04,7.8520228863e+00,,,,
36,,,,,,,,,,,,,,1.3306922272e+04,7.8891270161e+00,,,,
37,,,,,,,,,,,,,,1.3316342479e+04,7.8835461140e+00,,,,
38,,,,,,,,,,,,,,1.3256498185e+04,7.9191350937e+00,,,,
39,,,,,,,,,,,,,,1.3219351363e+04,7.9413881302e+00,,,,
40,,,,,,,,,,,,,,1.3260081953e+04,7.9169948101e+00,,,,
41,,,,,,,,,,,,,,1.3265237638e+04,7.9139177799e+00,,,,
42,,,,,,,,,,,,,,1.3303194174e+04,7.8913378716e+00,,,,
43,,,,,,,,,,,,,,1.3353940380e+04,7.8613500595e+00,,,,
44,,,,,,,,,,,,,,1.3356088022e+04,7.8600859642e+00,,,,
45,,,,,,,,,,,,,,1.3185140991e+04,7.9619929790e+00,,,,
46,,,,,,,,,,,,,,1.3328190569e+04,7.8765380383e+00,,,,
47,,,,,,,,,,,,,,1.3298626656e+04,7.8940482140e+00,,,,
48,,,,,,,,,,,,,,1.3397965312e+04,7.8355181217e+00,,,,
49,,,,,,,,,,,,,,1.3387364035e+04,7.8417229652e+00,,,,
50,,,,,,,,,,,,,,1.3380458715e+04,7.8457698822e+00,,,,
51,,,,,,,,,,,,,,1.3367347907e+04,7.8534650803e+00,,,,
52,,,,,,,,,,,,,,1.3319133512e+04,7.8818941116e+00,,,,
53,,,,,,,,,,,,,,1.3364386952e+04,7.8552050591e+00,,,,
54,,,,,,,,,,,,,,1.3311515211e+04,7.8864049911e+00,,,,
55,,,,,,,,,,,,,,1.3436977448e+04,7.8127689362e+00,,,,
56,,,,,,,,,,,,,,1.3216211239e+04,7.9432749748e+00,,,,
57,,,,,,,,,,,,,,1.3374240103e+04,7.8494179249e+00,,,,
58,,,,,,,,,,,,,,1.3398957253e+04,7.8349380493e+00,,,,
59,,,,,,,,,,,,,,1.3421229916e+04,7.8219358921e+00,,,,
60,,,,,,,,,,,,,,1.3409400897e+04,7.8288359642e+00,,,,
61,,,,,,,,,,,,,,1.3399926911e+04,7.8343710899e+00,,,,
62,,,,,,,,,,,,,,1.3240195513e+04,7.9288859367e+00,,,,
63,,,,,,,,,,,,,,1.3341056485e+04,7.8689420223e+00,,,,
64,,,,,,,,,,,,,,1.3393676750e+04,7.8380270004e+00,,,,
65,,,,,,,,,,,,,,1.3330835625e+04,7.8749752045e+00,,,,
66,,,,,,,,,,,,,,1.3285846016e+04,7.9016420841e+00,,,,
67,,,,,,,,,,,,,,1.3412243336e+04,7.8271768093e+00,,,,
68,,,,,,,,,,,,,,1.3375821337e+04,7.8484899998e+00,,,,
69,,,,,,,,,,,,,,1.3430805753e+04,7.8163590431e+00,,,,
70,,,,,,,,,,,,,,1.3410166223e+04,7.8283891678e+00,,,,
71,,,,,,,,,,,,,,1.3338478487e+04,7.8704628944e+00,,,,
72,,,,,,,,,,,,,,1.3232711761e+04,7.9333701134e+00,,,,
73,,,,,,,,,,,,,,1.3343676322e+04,7.8673970699e+00,,,,
74,,,,,,,,,,,,,,1.3277452532e+04,7.9066371918e+00,,,,
75,,,,,,,,,,,,,,1.2962873352e+04,8.0985131264e+00,,,,
76,,,,,,,,,,,,,,1.3154620477e+04,7.9804658890e+00,,,,
77,,,,,,,,,,,,,,1.3267763813e+04,7.9124109745e+00,,,,
78,,,,,,,,,,,,,,1.3346597764e+04,7.8656749725e+00,,,,
79,,,,,,,,,,,,,,1.3194188656e+04,7.9565331936e+00,,,,
80,,,,,,,,,,,,,,1.3205343831e+04,7.9498119354e+00,,,,
81,,,,,,,,,,,,,,1.3278096360e+04,7.9062538147e+00,,,,
82,,,,,,,,,,,,,,1.3346855469e+04,7.8655230999e+00,,,,
83,,,,,,,,,,,,,,1.3254376065e+04,7.9204030037e+00,,,,
84,,,,,,,,,,,,,,1.3328684798e+04,7.8762459755e+00,,,,
