access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,71,6.1888661861e+01,6.1881409883e+01,1.7671561994e+08,1.7673632951e+08
read,72,6.1888636112e+01,6.1881393194e+01,1.7671569346e+08,1.7673637718e+08
read,73,6.1888636112e+01,6.1881376028e+01,1.7671569346e+08,1.7673642621e+08
read,74,6.1888635159e+01,6.1881378889e+01,1.7671569619e+08,1.7673641804e+08
read,75,6.1888633966e+01,6.1881376982e+01,1.7671569959e+08,1.7673642348e+08
read,76,6.1888638973e+01,6.1881367922e+01,1.7671568529e+08,1.7673644936e+08
read,77,6.1888633966e+01,6.1881387949e+01,1.7671569959e+08,1.7673639216e+08
read,78,6.1888633966e+01,6.1881387949e+01,1.7671569959e+08,1.7673639216e+08
read,79,6.1888633013e+01,6.1881386995e+01,1.7671570231e+08,1.7673639488e+08
read,80,6.1888638973e+01,6.1881376982e+01,1.7671568529e+08,1.7673642348e+08
read,81,6.1888636827e+01,6.1881387949e+01,1.7671569142e+08,1.7673639216e+08
read,82,6.1888635159e+01,6.1881376982e+01,1.7671569619e+08,1.7673642348e+08
read,83,6.1888633966e+01,6.1881386995e+01,1.7671569959e+08,1.7673639488e+08
read,84,6.1888662100e+01,6.1881421089e+01,1.7671561926e+08,1.7673629751e+08
read,85,6.1888659954e+01,6.1881401062e+01,1.7671562538e+08,1.7673635471e+08
read,86,6.1888662100e+01,6.1881415844e+01,1.7671561926e+08,1.7673631249e+08
read,87,6.1888660908e+01,6.1881405830e+01,1.7671562266e+08,1.7673634109e+08
read,88,6.1888663769e+01,6.1881417036e+01,1.7671561449e+08,1.7673630909e+08
read,89,6.1888659000e+01,6.1881414890e+01,1.7671562811e+08,1.7673631521e+08
read,90,6.1888659954e+01,6.1881404877e+01,1.7671562538e+08,1.7673634381e+08
read,91,6.1888658047e+01,6.1881405830e+01,1.7671563083e+08,1.7673634109e+08
read,92,6.1888662100e+01,6.1881397963e+01,1.7671561926e+08,1.7673636356e+08
read,93,6.1888660908e+01,6.1881413937e+01,1.7671562266e+08,1.7673631794e+08
read,94,6.1888660908e+01,6.1881408930e+01,1.7671562266e+08,1.7673633224e+08
read,95,6.1888659954e+01,6.1881406069e+01,1.7671562538e+08,1.7673634041e+08
read,96,6.1888648987e+01,6.1881399155e+01,1.7671565670e+08,1.7673636016e+08
read,97,6.1888648987e+01,6.1881341934e+01,1.7671565670e+08,1.7673652358e+08
read,98,6.1888650179e+01,6.1881386042e+01,1.7671565330e+08,1.7673639761e+08
read,99,6.1888645887e+01,6.1881385088e+01,1.7671566555e+08,1.7673640033e+08
read,100,6.1888648033e+01,6.1881395102e+01,1.7671565942e+08,1.7673637173e+08
read,101,6.1888647079e+01,6.1881386042e+01,1.7671566215e+08,1.7673639761e+08
read,102,6.1888647079e+01,6.1881385088e+01,1.7671566215e+08,1.7673640033e+08
read,103,6.1888645887e+01,6.1881384134e+01,1.7671566555e+08,1.7673640306e+08
read,104,6.1888648033e+01,6.1881385088e+01,1.7671565942e+08,1.7673640033e+08
read,105,6.1888647079e+01,6.1881393909e+01,1.7671566215e+08,1.7673637514e+08
read,106,6.1888647079e+01,6.1881389141e+01,1.7671566215e+08,1.7673638876e+08
read,107,6.1888647795e+01,6.1881384134e+01,1.7671566010e+08,1.7673640306e+08
read,108,6.1888662100e+01,6.1881419897e+01,1.7671561926e+08,1.7673630092e+08
read,109,6.1888661146e+01,6.1881402969e+01,1.7671562198e+08,1.7673634926e+08
read,110,6.1888664007e+01,6.1881414890e+01,1.7671561381e+08,1.7673631521e+08
read,111,6.1888663054e+01,6.1881403923e+01,1.7671561653e+08,1.7673634654e+08
read,112,6.1888661146e+01,6.1881413937e+01,1.7671562198e+08,1.7673631794e+08
read,113,6.1888660192e+01,6.1881413937e+01,1.7671562470e+08,1.7673631794e+08
read,114,6.1888663054e+01,6.1881347895e+01,1.7671561653e+08,1.7673650656e+08
read,115,6.1888661861e+01,6.1881414890e+01,1.7671561994e+08,1.7673631521e+08
read,116,6.1888662100e+01,6.1881403923e+01,1.7671561926e+08,1.7673634654e+08
