access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,1.6065681911e+02,1.6065113401e+02,2.4529958615e+09,2.4530826676e+09
read,1,1.6065683293e+02,1.6065112400e+02,2.4529956503e+09,2.4530828205e+09
read,2,1.6065682006e+02,1.6065116000e+02,2.4529958469e+09,2.4530822708e+09
read,3,1.6065683293e+02,1.6065113902e+02,2.4529956503e+09,2.4530825912e+09
read,4,1.6065681791e+02,1.6065113497e+02,2.4529958797e+09,2.4530826531e+09
read,5,1.6065681696e+02,1.6065114498e+02,2.4529958942e+09,2.4530825002e+09
read,6,1.6065683198e+02,1.6065113688e+02,2.4529956649e+09,2.4530826239e+09
read,7,1.6065681720e+02,1.6065112209e+02,2.4529958906e+09,2.4530828497e+09
read,8,1.6065682292e+02,1.6065111995e+02,2.4529958032e+09,2.4530828824e+09
read,9,1.6065683389e+02,1.6065114403e+02,2.4529956358e+09,2.4530825147e+09
read,10,1.6065681911e+02,1.6065114212e+02,2.4529958615e+09,2.4530825438e+09
read,11,1.6065681696e+02,1.6065114498e+02,2.4529958942e+09,2.4530825002e+09
read,12,1.6065683198e+02,1.6065117192e+02,2.4529956649e+09,2.4530820888e+09
read,13,1.6065684199e+02,1.6065117192e+02,2.4529955120e+09,2.4530820888e+09
read,14,1.6065684414e+02,1.6065115809e+02,2.4529954793e+09,2.4530822999e+09
read,15,1.6065682912e+02,1.6065117407e+02,2.4529957086e+09,2.4530820560e+09
read,16,1.6065683103e+02,1.6065116215e+02,2.4529956795e+09,2.4530822380e+09
read,17,1.6065682912e+02,1.6065118599e+02,2.4529957086e+09,2.4530818740e+09
read,18,1.6065682817e+02,1.6065118408e+02,2.4529957232e+09,2.4530819031e+09
read,19,1.6065683007e+02,1.6065117717e+02,2.4529956940e+09,2.4530820087e+09
read,20,1.6065684605e+02,1.6065111995e+02,2.4529954501e+09,2.4530828824e+09
read,21,1.6065682912e+02,1.6065118599e+02,2.4529957086e+09,2.4530818740e+09
