access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,22,1.6065684199e+02,1.6065118194e+02,2.4529955120e+09,2.4530819359e+09
read,23,1.6065682912e+02,1.6065117598e+02,2.4529957086e+09,2.4530820269e+09
read,24,1.6065686989e+02,1.6065120292e+02,2.4529950861e+09,2.4530816155e+09
read,25,1.6065687084e+02,1.6065119100e+02,2.4529950715e+09,2.4530817975e+09
read,26,1.6065688586e+02,1.6065121508e+02,2.4529948422e+09,2.4530814298e+09
read,27,1.6065689111e+02,1.6065126300e+02,2.4529947621e+09,2.4530806981e+09
read,28,1.6065686989e+02,1.6065120482e+02,2.4529950861e+09,2.4530815864e+09
read,29,1.6065687203e+02,1.6065121317e+02,2.4529950533e+09,2.4530814590e+09
read,30,1.6065687203e+02,1.6065120912e+02,2.4529950533e+09,2.4530815208e+09
read,31,1.6065687299e+02,1.6065120816e+02,2.4529950388e+09,2.4530815354e+09
read,32,1.6065688300e+02,1.6065119410e+02,2.4529948859e+09,2.4530817502e+09
read,33,1.6065688396e+02,1.6065120387e+02,2.4529948713e+09,2.4530816009e+09
read,34,1.6065687203e+02,1.6065120196e+02,2.4529950533e+09,2.4530816301e+09
read,35,1.6065687108e+02,1.6065120697e+02,2.4529950679e+09,2.4530815536e+09
read,36,1.6065683508e+02,1.6065114522e+02,2.4529956176e+09,2.4530824965e+09
read,37,1.6065681791e+02,1.6065116191e+02,2.4529958797e+09,2.4530822417e+09
read,38,1.6065681791e+02,1.6065115595e+02,2.4529958797e+09,2.4530823327e+09
read,39,1.6065681887e+02,1.6065113783e+02,2.4529958651e+09,2.4530826094e+09
read,40,1.6065681696e+02,1.6065116000e+02,2.4529958942e+09,2.4530822708e+09
read,41,1.6065681791e+02,1.6065116286e+02,2.4529958797e+09,2.4530822271e+09
read,42,1.6065683103e+02,1.6065114403e+02,2.4529956795e+09,2.4530825147e+09
read,43,1.6065683007e+02,1.6065115809e+02,2.4529956940e+09,2.4530822999e+09
read,44,1.6065683508e+02,1.6065115285e+02,2.4529956176e+09,2.4530823800e+09
read,45,1.6065681696e+02,1.6065115809e+02,2.4529958942e+09,2.4530822999e+09
read,46,1.6065682006e+02,1.6065114903e+02,2.4529958469e+09,2.4530824383e+09
read,47,1.6065681791e+02,1.6065115285e+02,2.4529958797e+09,2.4530823800e+09
read,48,1.6065684915e+02,1.6065116405e+02,2.4529954028e+09,2.4530822089e+09
read,49,1.6065684700e+02,1.6065115595e+02,2.4529954356e+09,2.4530823327e+09
read,50,1.6065683603e+02,1.6065118504e+02,2.4529956030e+09,2.4530818885e+09
read,51,1.6065684700e+02,1.6065115595e+02,2.4529954356e+09,2.4530823327e+09
read,52,1.6065683389e+02,1.6065118194e+02,2.4529956358e+09,2.4530819359e+09
read,53,1.6065684080e+02,1.6065118408e+02,2.4529955302e+09,2.4530819031e+09
read,54,1.6065683389e+02,1.6065116405e+02,2.4529956358e+09,2.4530822089e+09
read,55,1.6065683603e+02,1.6065118313e+02,2.4529956030e+09,2.4530819177e+09
read,56,1.6065683389e+02,1.6065117908e+02,2.4529956358e+09,2.4530819796e+09
read,57,1.6065683007e+02,1.6065116882e+02,2.4529956940e+09,2.4530821361e+09
read,58,1.6065684986e+02,1.6065115786e+02,2.4529953919e+09,2.4530823036e+09
read,59,1.6065683198e+02,1.6065117693e+02,2.4529956649e+09,2.4530820123e+09
read,60,1.6065684795e+02,1.6065116906e+02,2.4529954210e+09,2.4530821325e+09
read,61,1.6065684891e+02,1.6065117598e+02,2.4529954064e+09,2.4530820269e+09
read,62,1.6065683603e+02,1.6065117383e+02,2.4529956030e+09,2.4530820596e+09
read,63,1.6065683603e+02,1.6065112686e+02,2.4529956030e+09,2.4530827768e+09
read,64,1.6065683389e+02,1.6065116692e+02,2.4529956358e+09,2.4530821652e+09
read,65,1.6065683389e+02,1.6065115714e+02,2.4529956358e+09,2.4530823145e+09
read,66,1.6065684891e+02,1.6065117311e+02,2.4529954064e+09,2.4530820706e+09
read,67,1.6065683508e+02,1.6065116286e+02,2.4529956176e+09,2.4530822271e+09
read,68,1.6065683389e+02,1.6065116000e+02,2.4529956358e+09,2.4530822708e+09
read,69,1.6065683389e+02,1.6065118313e+02,2.4529956358e+09,2.4530819177e+09
read,70,1.6065683389e+02,1.6065117097e+02,2.4529956358e+09,2.4530821033e+09
read,71,1.6065684915e+02,1.6065118694e+02,2.4529954028e+09,2.4530818594e+09
read,72,1.6065683007e+02,1.6065117002e+02,2.4529956940e+09,2.4530821179e+09
read,73,1.6065684199e+02,1.6065115190e+02,2.4529955120e+09,2.4530823946e+09
read,74,1.6065683007e+02,1.6065119290e+02,2.4529956940e+09,2.4530817684e+09
read,75,1.6065684295e+02,1.6065117002e+02,2.4529954975e+09,2.4530821179e+09
read,76,1.6065682912e+02,1.6065115499e+02,2.4529957086e+09,2.4530823473e+09
read,77,1.6065683007e+02,1.6065117598e+02,2.4529956940e+09,2.4530820269e+09
read,78,1.6065684414e+02,1.6065115499e+02,2.4529954793e+09,2.4530823473e+09
read,79,1.6065682888e+02,1.6065116906e+02,2.4529957122e+09,2.4530821325e+09
read,80,1.6065684295e+02,1.6065118694e+02,2.4529954975e+09,2.4530818594e+09
read,81,1.6065683007e+02,1.6065118599e+02,2.4529956940e+09,2.4530818740e+09
read,82,1.6065683007e+02,1.6065116119e+02,2.4529956940e+09,2.4530822526e+09
read,83,1.6065682912e+02,1.6065118313e+02,2.4529957086e+09,2.4530819177e+09
read,84,1.6065684080e+02,1.6065115094e+02,2.4529955302e+09,2.4530824091e+09
read,85,1.6065682483e+02,1.6065116596e+02,2.4529957741e+09,2.4530821798e+09
read,86,1.6065683889e+02,1.6065115309e+02,2.4529955593e+09,2.4530823764e+09
read,87,1.6065682483e+02,1.6065115094e+02,2.4529957741e+09,2.4530824091e+09
read,88,1.6065682483e+02,1.6065115404e+02,2.4529957741e+09,2.4530823618e+09
read,89,1.6065682292e+02,1.6065116215e+02,2.4529958032e+09,2.4530822380e+09
read,90,1.6065682387e+02,1.6065111899e+02,2.4529957887e+09,2.4530828970e+09
read,91,1.6065683508e+02,1.6065114594e+02,2.4529956176e+09,2.4530824856e+09
read,92,1.6065683985e+02,1.6065115285e+02,2.4529955448e+09,2.4530823800e+09
read,93,1.6065682602e+02,1.6065116215e+02,2.4529957559e+09,2.4530822380e+09
read,94,1.6065682387e+02,1.6065114903e+02,2.4529957887e+09,2.4530824383e+09
read,95,1.6065682292e+02,1.6065114880e+02,2.4529958032e+09,2.4530824419e+09
read,96,1.6065681815e+02,1.6065113211e+02,2.4529958760e+09,2.4530826967e+09
read,97,1.6065682483e+02,1.6065115213e+02,2.4529957741e+09,2.4530823909e+09
read,98,1.6065682197e+02,1.6065111613e+02,2.4529958178e+09,2.4530829407e+09
read,99,1.6065680194e+02,1.6065111208e+02,2.4529961236e+09,2.4530830026e+09
read,100,1.6065680289e+02,1.6065110707e+02,2.4529961090e+09,2.4530830790e+09
read,101,1.6065680385e+02,1.6065111184e+02,2.4529960945e+09,2.4530830062e+09
read,102,1.6065680289e+02,1.6065108609e+02,2.4529961090e+09,2.4530833994e+09
read,103,1.6065681696e+02,1.6065112519e+02,2.4529958942e+09,2.4530828023e+09
read,104,1.6065680480e+02,1.6065112996e+02,2.4529960799e+09,2.4530827295e+09
read,105,1.6065680289e+02,1.6065111399e+02,2.4529961090e+09,2.4530829734e+09
read,106,1.6065680504e+02,1.6065111399e+02,2.4529960763e+09,2.4530829734e+09
read,107,1.6065680194e+02,1.6065111709e+02,2.4529961236e+09,2.4530829261e+09
read,108,1.6065682006e+02,1.6065114212e+02,2.4529958469e+09,2.4530825438e+09
read,109,1.6065682316e+02,1.6065108800e+02,2.4529957996e+09,2.4530833703e+09
read,110,1.6065683508e+02,1.6065114307e+02,2.4529956176e+09,2.4530825293e+09
read,111,1.6065682411e+02,1.6065114903e+02,2.4529957850e+09,2.4530824383e+09
read,112,1.6065683603e+02,1.6065114689e+02,2.4529956030e+09,2.4530824710e+09
read,113,1.6065682101e+02,1.6065109992e+02,2.4529958324e+09,2.4530831882e+09
read,114,1.6065682220e+02,1.6065110183e+02,2.4529958142e+09,2.4530831591e+09
read,115,1.6065682197e+02,1.6065115786e+02,2.4529958178e+09,2.4530823036e+09
read,116,1.6065683508e+02,1.6065114903e+02,2.4529956176e+09,2.4530824383e+09
read,117,1.6065681887e+02,1.6065112615e+02,2.4529958651e+09,2.4530827878e+09
read,118,1.6065683508e+02,1.6065113807e+02,2.4529956176e+09,2.4530826057e+09
read,119,1.6065682006e+02,1.6065114403e+02,2.4529958469e+09,2.4530825147e+09
read,120,1.6065680885e+02,1.6065112901e+02,2.4529960180e+09,2.4530827441e+09
read,121,1.6065680695e+02,1.6065113401e+02,2.4529960471e+09,2.4530826676e+09
read,122,1.6065680599e+02,1.6065112495e+02,2.4529960617e+09,2.4530828060e+09
read,123,1.6065680909e+02,1.6065112805e+02,2.4529960144e+09,2.4530827586e+09
read,124,1.6065680790e+02,1.6065114212e+02,2.4529960326e+09,2.4530825438e+09
read,125,1.6065681601e+02,1.6065112090e+02,2.4529959088e+09,2.4530828679e+09
read,126,1.6065680695e+02,1.6065111685e+02,2.4529960471e+09,2.4530829297e+09
read,127,1.6065681100e+02,1.6065112090e+02,2.4529959853e+09,2.4530828679e+09
read,128,1.6065680790e+02,1.6065112782e+02,2.4529960326e+09,2.4530827623e+09
read,129,1.6065681696e+02,1.6065114713e+02,2.4529958942e+09,2.4530824674e+09
read,130,1.6065681005e+02,1.6065112901e+02,2.4529959998e+09,2.4530827441e+09
read,131,1.6065681505e+02,1.6065112996e+02,2.4529959234e+09,2.4530827295e+09
read,132,1.6065681314e+02,1.6065115714e+02,2.4529959525e+09,2.4530823145e+09
read,133,1.6065682697e+02,1.6065117002e+02,2.4529957414e+09,2.4530821179e+09
read,134,1.6065681291e+02,1.6065115380e+02,2.4529959561e+09,2.4530823655e+09
read,135,1.6065681100e+02,1.6065114999e+02,2.4529959853e+09,2.4530824237e+09
read,136,1.6065681195e+02,1.6065123105e+02,2.4529959707e+09,2.4530811859e+09
read,137,1.6065681195e+02,1.6065115094e+02,2.4529959707e+09,2.4530824091e+09
read,138,1.6065681291e+02,1.6065114117e+02,2.4529959561e+09,2.4530825584e+09
read,139,1.6065681005e+02,1.6065114403e+02,2.4529959998e+09,2.4530825147e+09
read,140,1.6065681195e+02,1.6065116000e+02,2.4529959707e+09,2.4530822708e+09
read,141,1.6065682697e+02,1.6065114307e+02,2.4529957414e+09,2.4530825293e+09
read,142,1.6065682793e+02,1.6065115905e+02,2.4529957268e+09,2.4530822854e+09
read,143,1.6065682411e+02,1.6065117002e+02,2.4529957850e+09,2.4530821179e+09
read,144,1.6065682411e+02,1.6065114188e+02,2.4529957850e+09,2.4530825475e+09
read,145,1.6065681005e+02,1.6065114307e+02,2.4529959998e+09,2.4530825293e+09
read,146,1.6065681005e+02,1.6065112710e+02,2.4529959998e+09,2.4530827732e+09
read,147,1.6065681100e+02,1.6065114498e+02,2.4529959853e+09,2.4530825002e+09
read,148,1.6065682101e+02,1.6065114498e+02,2.4529958324e+09,2.4530825002e+09
read,149,1.6065680885e+02,1.6065115690e+02,2.4529960180e+09,2.4530823181e+09
read,150,1.6065680885e+02,1.6065114784e+02,2.4529960180e+09,2.4530824565e+09
read,151,1.6065682387e+02,1.6065115309e+02,2.4529957887e+09,2.4530823764e+09
read,152,1.6065681005e+02,1.6065115094e+02,2.4529959998e+09,2.4530824091e+09
read,153,1.6065680909e+02,1.6065110087e+02,2.4529960144e+09,2.4530831737e+09
read,154,1.6065681219e+02,1.6065116000e+02,2.4529959671e+09,2.4530822708e+09
read,155,1.6065682387e+02,1.6065114093e+02,2.4529957887e+09,2.4530825620e+09
read,156,1.6065685415e+02,1.6065118504e+02,2.4529953264e+09,2.4530818885e+09
read,157,1.6065686607e+02,1.6065117216e+02,2.4529951443e+09,2.4530820851e+09
read,158,1.6065684700e+02,1.6065117192e+02,2.4529954356e+09,2.4530820888e+09
read,159,1.6065685010e+02,1.6065118384e+02,2.4529953882e+09,2.4530819067e+09
read,160,1.6065685320e+02,1.6065119100e+02,2.4529953409e+09,2.4530817975e+09
read,161,1.6065685797e+02,1.6065115809e+02,2.4529952681e+09,2.4530822999e+09
read,162,1.6065684581e+02,1.6065118504e+02,2.4529954538e+09,2.4530818885e+09
read,163,1.6065684700e+02,1.6065118194e+02,2.4529954356e+09,2.4530819359e+09
read,164,1.6065685320e+02,1.6065119600e+02,2.4529953409e+09,2.4530817211e+09
read,165,1.6065686607e+02,1.6065118504e+02,2.4529951443e+09,2.4530818885e+09
read,166,1.6065686321e+02,1.6065118194e+02,2.4529951880e+09,2.4530819359e+09
read,167,1.6065686202e+02,1.6065118098e+02,2.4529952062e+09,2.4530819504e+09
read,168,1.6065681100e+02,1.6065114617e+02,2.4529959853e+09,2.4530824820e+09
read,169,1.6065681005e+02,1.6065109706e+02,2.4529959998e+09,2.4530832319e+09
read,170,1.6065680909e+02,1.6065113997e+02,2.4529960144e+09,2.4530825766e+09
read,171,1.6065681100e+02,1.6065113282e+02,2.4529959853e+09,2.4530826858e+09
read,172,1.6065680909e+02,1.6065113306e+02,2.4529960144e+09,2.4530826822e+09
read,173,1.6065682220e+02,1.6065110207e+02,2.4529958142e+09,2.4530831555e+09
read,174,1.6065682220e+02,1.6065114498e+02,2.4529958142e+09,2.4530825002e+09
read,175,1.6065680599e+02,1.6065113902e+02,2.4529960617e+09,2.4530825912e+09
read,176,1.6065682197e+02,1.6065113902e+02,2.4529958178e+09,2.4530825912e+09
read,177,1.6065680909e+02,1.6065108705e+02,2.4529960144e+09,2.4530833848e+09
read,178,1.6065682411e+02,1.6065113997e+02,2.4529957850e+09,2.4530825766e+09
read,179,1.6065681195e+02,1.6065114689e+02,2.4529959707e+09,2.4530824710e+09
read,180,1.6065689206e+02,1.6065121508e+02,2.4529947476e+09,2.4530814298e+09
read,181,1.6065690207e+02,1.6065122199e+02,2.4529945947e+09,2.4530813243e+09
read,182,1.6065689516e+02,1.6065122604e+02,2.4529947002e+09,2.4530812624e+09
read,183,1.6065689206e+02,1.6065120196e+02,2.4529947476e+09,2.4530816301e+09
read,184,1.6065689206e+02,1.6065122294e+02,2.4529947476e+09,2.4530813097e+09
read,185,1.6065690398e+02,1.6065122008e+02,2.4529945655e+09,2.4530813534e+09
read,186,1.6065689421e+02,1.6065121722e+02,2.4529947148e+09,2.4530813971e+09
read,187,1.6065690684e+02,1.6065121293e+02,2.4529945219e+09,2.4530814626e+09
read,188,1.6065691209e+02,1.6065129995e+02,2.4529944418e+09,2.4530801338e+09
read,189,1.6065689015e+02,1.6065122008e+02,2.4529947767e+09,2.4530813534e+09
read,190,1.6065689611e+02,1.6065128398e+02,2.4529946857e+09,2.4530803777e+09
read,191,1.6065691018e+02,1.6065123200e+02,2.4529944709e+09,2.4530811714e+09
