access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,5.2143116951e+01,5.2087187052e+01,3.7051520986e+07,3.7091305969e+07
read,1,5.2143109083e+01,5.2087190151e+01,3.7051526577e+07,3.7091303762e+07
read,2,5.2142909050e+01,5.2087179899e+01,3.7051668716e+07,3.7091311062e+07
read,3,5.2143118143e+01,5.2087175131e+01,3.7051520139e+07,3.7091314458e+07
read,4,5.2143122196e+01,5.2087179184e+01,3.7051517259e+07,3.7091311572e+07
read,5,5.2142901897e+01,5.2087171793e+01,3.7051673798e+07,3.7091316835e+07
read,6,5.2143181801e+01,5.2087219000e+01,3.7051474906e+07,3.7091283219e+07
read,7,5.2143188000e+01,5.2087172031e+01,3.7051470501e+07,3.7091316665e+07
read,8,5.2143197060e+01,5.2087219000e+01,3.7051464063e+07,3.7091283219e+07
read,9,5.2143185139e+01,5.2087229013e+01,3.7051472534e+07,3.7091276088e+07
read,10,5.2143192053e+01,5.2087224960e+01,3.7051467621e+07,3.7091278974e+07
read,11,5.2143185854e+01,5.2087216139e+01,3.7051472026e+07,3.7091285256e+07
