access,IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,nnodes,seg,bw(GiB/s)
write,9230.0749,0.1933,131072.0,8192.0,0.0079,4.4377,2.4602,4.4417,80,2,1,32,72.0444220703125
write,8386.1925,0.199,131072.0,8192.0,0.0087,4.8842,2.8693,4.8886,80,3,1,32,65.45870888671875
write,8588.1019,0.1934,131072.0,8192.0,0.0082,4.7694,2.8842,4.7736,80,4,1,32,67.03589541015624
write,10240.4431,0.1196,131072.0,8192.0,0.0088,2.7999,1.412,2.8052,56,0,1,32,79.85087998046875
write,10379.1289,0.1169,131072.0,8192.0,0.0069,2.7625,1.0889,2.7658,56,1,1,32,80.98779443359375
write,10003.2411,0.1178,131072.0,8192.0,0.0067,2.8663,1.5966,2.8696,56,2,1,32,78.0590033203125
write,10773.6543,0.1226,131072.0,8192.0,0.0066,2.6613,0.7186,2.6646,56,3,1,32,84.0647099609375
write,10648.9973,0.1177,131072.0,8192.0,0.0072,2.6925,1.0237,2.6959,56,4,1,32,83.08818125
write,7030.2789,0.2144,131072.0,16384.0,0.0084,1.7479,0.2563,1.7533,48,0,1,32,109.5101560546875
write,7241.0307,0.203,131072.0,16384.0,0.0068,1.697,0.1529,1.7005,48,1,1,32,112.90890146484375
write,7183.0834,0.2004,131072.0,16384.0,0.0069,1.7107,0.1986,1.7143,48,2,1,32,112.0016111328125
write,6465.803,0.2262,131072.0,16384.0,0.006,1.9005,0.448,1.9036,48,3,1,32,100.86247421875
write,6555.1946,0.2098,131072.0,16384.0,0.0064,1.8745,0.3763,1.8779,48,4,1,32,102.242780859375
write,5420.7083,0.3453,131072.0,16384.0,0.0128,3.7781,1.318,3.7866,80,0,1,32,84.5084158203125
write,4775.7953,0.3673,131072.0,16384.0,0.0084,4.2883,2.4016,4.2924,80,1,1,32,74.55053994140626
write,4584.134,0.4888,131072.0,16384.0,0.0087,4.4676,2.8725,4.4719,80,2,1,32,71.55828671875
write,4493.2156,0.3887,131072.0,16384.0,0.0089,4.558,2.8618,4.5623,80,3,1,32,70.139599609375
write,5560.3778,0.3423,131072.0,16384.0,0.0089,3.6832,1.0082,3.6876,80,4,1,32,86.77801142578124
write,4096.7692,0.5232,131072.0,16384.0,0.0102,4.4992,3.4599,4.5051,72,0,1,32,63.92793427734375
write,5618.2071,0.263,131072.0,16384.0,0.0084,3.2808,2.1809,3.285,72,1,1,32,87.67168876953124
write,4934.583,0.2668,131072.0,16384.0,0.0078,3.7353,2.5852,3.7393,72,2,1,32,77.02027841796875
write,5489.0013,0.2914,131072.0,16384.0,0.0083,3.358,2.1986,3.3622,72,3,1,32,85.65792001953125
write,5035.9529,0.2753,131072.0,16384.0,0.0079,3.6601,2.6764,3.6641,72,4,1,32,78.599509765625
write,6710.4943,0.1635,131072.0,16384.0,0.0073,1.526,0.3396,1.5303,40,0,1,32,104.55419677734375
write,6946.6728,0.1621,131072.0,16384.0,0.0063,1.4741,0.223,1.4773,40,1,1,32,108.3041423828125
write,6677.9318,0.1462,131072.0,16384.0,0.0061,1.5334,0.3949,1.5366,40,2,1,32,104.1289091796875
write,6104.1327,0.2062,131072.0,16384.0,0.006,1.6776,0.7602,1.6807,40,3,1,32,95.199735546875
write,5642.1436,0.1859,131072.0,16384.0,0.006,1.8149,0.665,1.818,40,4,1,32,88.0079314453125
write,4917.5243,0.1485,131072.0,16384.0,0.0128,4.5812,3.3935,4.5893,88,0,1,32,76.7002513671875
write,5618.3139,0.3133,131072.0,16384.0,0.0088,4.0097,2.9725,4.0142,88,1,1,32,87.6890546875
write,6679.7364,0.3824,131072.0,16384.0,0.0088,3.3726,0.4143,3.3771,88,2,1,32,104.231220703125
write,6940.0485,0.3766,131072.0,16384.0,0.0089,3.2461,0.2566,3.2506,88,3,1,32,108.28709375
write,6397.8948,0.3683,131072.0,16384.0,0.0086,3.5212,1.2103,3.5256,88,4,1,32,99.841676171875
write,6950.7244,0.2279,131072.0,16384.0,0.0078,2.0625,0.2527,2.0667,56,0,1,32,108.38582470703125
write,6778.5004,0.2219,131072.0,16384.0,0.007,2.1149,0.34,2.1185,56,1,1,32,105.7363921875
write,5784.3654,0.1182,131072.0,16384.0,0.0063,2.4784,1.5656,2.4816,56,2,1,32,90.26343330078124
write,6184.7696,0.2674,131072.0,16384.0,0.0065,2.318,1.408,2.3213,56,3,1,32,96.498275390625
write,6038.6262,0.2154,131072.0,16384.0,0.0063,2.374,1.237,2.3773,56,4,1,32,94.2254939453125
write,5314.1283,0.4554,131072.0,16384.0,0.0117,4.6247,2.6131,4.6319,96,0,1,32,82.90400439453126
write,5064.8095,0.4439,131072.0,16384.0,0.0089,4.8523,3.753,4.8568,96,1,1,32,79.06428681640625
write,4180.2921,0.7254,131072.0,16384.0,0.0088,5.879,4.7696,5.8835,96,2,1,32,65.26697294921875
write,5396.8981,0.2999,131072.0,16384.0,0.0089,4.5537,2.6583,4.5582,96,3,1,32,84.24308203125
write,5150.3439,0.5246,131072.0,16384.0,0.0089,4.7717,2.9872,4.7762,96,4,1,32,80.39783564453126
write,5060.4025,0.1888,131072.0,16384.0,0.0083,3.2377,1.7553,3.242,64,0,1,32,78.96263046875
write,5796.1806,0.2791,131072.0,16384.0,0.0073,2.8267,0.6976,2.8304,64,1,1,32,90.4465193359375
write,7190.6104,0.2736,131072.0,16384.0,0.0073,2.2785,0.1699,2.2823,64,2,1,32,112.168780859375
write,7128.521,0.2678,131072.0,16384.0,0.0071,2.2984,0.2415,2.3021,64,3,1,32,111.2041650390625
write,6912.2523,0.2726,131072.0,16384.0,0.0069,2.3703,0.3029,2.3739,64,4,1,32,107.841502734375
write,7084.6603,0.1284,131072.0,16384.0,0.0068,1.1563,0.1333,1.1599,32,0,1,32,110.351011328125
write,3857.8853,0.1282,131072.0,16384.0,0.0063,2.1234,1.1656,2.1267,32,1,1,32,60.1881923828125
write,6619.0981,0.1283,131072.0,16384.0,0.0059,1.2376,0.2429,1.2407,32,2,1,32,103.16657490234375
write,7004.4809,0.1286,131072.0,16384.0,0.0061,1.1695,0.1423,1.1727,32,3,1,32,109.14843388671875
write,6887.9235,0.131,131072.0,16384.0,0.0063,1.1893,0.1638,1.1926,32,4,1,32,107.32987666015624
write,4974.6716,0.0985,131072.0,16384.0,0.0064,0.8234,0.0514,0.8268,16,0,1,32,77.4058330078125
write,5041.8211,0.099,131072.0,16384.0,0.0062,0.8124,0.0435,0.8156,16,1,1,32,78.47204814453124
write,5031.1003,0.0983,131072.0,16384.0,0.0062,0.8141,0.0424,0.8173,16,2,1,32,78.3037333984375
write,5187.3966,0.0953,131072.0,16384.0,0.0057,0.7896,0.0474,0.7926,16,3,1,32,80.7494435546875
write,5213.3323,0.0951,131072.0,16384.0,0.0059,0.7857,0.0467,0.7888,16,4,1,32,81.14002275390625
write,2791.3006,0.0871,131072.0,16384.0,0.0064,0.7337,0.0436,0.7371,8,0,1,32,43.4123724609375
write,2863.0338,0.087,131072.0,16384.0,0.0057,0.7153,0.0427,0.7183,8,1,1,32,44.55216806640625
write,2891.6098,0.0847,131072.0,16384.0,0.0059,0.7083,0.0452,0.7113,8,2,1,32,44.98609638671875
write,2891.1816,0.0847,131072.0,16384.0,0.0058,0.7084,0.0533,0.7114,8,3,1,32,44.98261357421875
write,2829.7731,0.0866,131072.0,16384.0,0.0059,0.7237,0.0583,0.7268,8,4,1,32,44.0307294921875
write,6633.9003,0.1108,131072.0,16384.0,0.0068,0.9262,0.0621,0.9299,24,0,1,32,103.23535322265624
write,6667.1454,0.1103,131072.0,16384.0,0.0061,0.9215,0.045,0.9247,24,1,1,32,103.81836201171875
write,6542.65,0.1092,131072.0,16384.0,0.0061,0.9391,0.0727,0.9422,24,2,1,32,101.8883248046875
write,6568.5155,0.1092,131072.0,16384.0,0.006,0.9354,0.0616,0.9385,24,3,1,32,102.29318447265625
write,6573.0073,0.108,131072.0,16384.0,0.0064,0.9347,0.071,0.938,24,4,1,32,102.3433646484375
