access,IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,nnodes,seg,bw(GiB/s)
write,10077.1159,0.1147,131072.0,8192.0,0.0126,4.0647,2.608,4.0679,80,4,1,32,78.66468681640625
write,11727.6188,0.1287,131072.0,8192.0,0.0187,2.4448,1.1164,2.4519,56,0,1,32,91.35873515625
write,12603.7474,0.1213,131072.0,8192.0,0.0142,2.2749,1.0457,2.2781,56,1,1,32,98.32918935546876
write,10980.855,0.1419,131072.0,8192.0,0.0147,2.6111,1.2656,2.6143,56,2,1,32,85.68173974609375
write,12209.5796,0.1234,131072.0,8192.0,0.0116,2.3483,0.9935,2.3516,56,3,1,32,95.25531171875
write,11436.0561,0.0868,131072.0,8192.0,0.0181,2.5072,1.1777,2.5105,56,4,1,32,89.22685712890625
write,5761.3435,0.2175,131072.0,16384.0,0.0127,2.1328,0.7981,2.1388,48,0,1,32,89.7708791015625
write,6607.5386,0.2197,131072.0,16384.0,0.0097,1.8597,0.5413,1.863,48,1,1,32,103.062118359375
write,6582.0169,0.2301,131072.0,16384.0,0.0185,1.8669,0.5641,1.8702,48,2,1,32,102.6643001953125
write,6673.0464,0.2208,131072.0,16384.0,0.0123,1.8414,0.5235,1.8448,48,3,1,32,104.07852880859375
write,6513.5842,0.2251,131072.0,16384.0,0.0556,1.8865,0.5328,1.8897,48,4,1,32,101.601163671875
write,7762.3774,0.3209,131072.0,16384.0,0.021,2.6384,0.1314,2.6441,80,0,1,32,121.0255443359375
write,7861.4696,0.3173,131072.0,16384.0,0.0196,2.6051,0.1447,2.6084,80,1,1,32,122.678603125
write,7764.6438,0.3207,131072.0,16384.0,0.0137,2.6376,0.1036,2.6408,80,2,1,32,121.174066796875
write,5229.5072,0.2128,131072.0,16384.0,0.0128,3.9162,2.2561,3.9195,80,3,1,32,81.64294521484375
write,5234.6934,0.325,131072.0,16384.0,0.0223,3.9124,2.4135,3.9159,80,4,1,32,81.71858642578125
write,5013.3058,0.2757,131072.0,16384.0,0.0195,3.6766,1.9715,3.6821,72,0,1,32,78.2158998046875
write,6112.5123,0.259,131072.0,16384.0,0.0177,3.0155,1.0693,3.0187,72,1,1,32,95.4037583984375
write,6574.5518,0.2687,131072.0,16384.0,0.0148,2.8035,0.7718,2.8067,72,2,1,32,102.61230556640625
write,6135.5229,0.2874,131072.0,16384.0,0.0187,3.0041,1.0684,3.0074,72,3,1,32,95.764639453125
write,5080.1028,0.318,131072.0,16384.0,0.0148,3.6283,1.8497,3.6315,72,4,1,32,79.3070349609375
write,4288.6874,0.1514,131072.0,16384.0,0.0072,2.3877,1.1768,2.3916,40,0,1,32,66.89947529296875
write,6889.9674,0.1628,131072.0,16384.0,0.0064,1.4862,0.2653,1.4894,40,1,1,32,107.42615947265625
write,6810.0773,0.1631,131072.0,16384.0,0.0065,1.5037,0.2181,1.5069,40,2,1,32,106.17740166015625
write,6671.5659,0.1616,131072.0,16384.0,0.0063,1.5349,0.2493,1.538,40,3,1,32,104.0297830078125
write,7021.0707,0.162,131072.0,16384.0,0.0063,1.4585,0.1931,1.4616,40,4,1,32,109.46728447265625
write,5434.9191,0.3509,131072.0,16384.0,0.0374,4.145,1.9436,4.152,88,0,1,32,84.77819228515625
write,5161.1638,0.5276,131072.0,16384.0,0.0158,4.3649,2.234,4.3682,88,1,1,32,80.58209501953125
write,6241.3333,0.3683,131072.0,16384.0,0.0187,3.6095,1.2143,3.6126,88,2,1,32,97.43661171875
write,5231.5535,0.3527,131072.0,16384.0,0.0331,4.3062,2.1015,4.3094,88,3,1,32,81.6817720703125
write,5550.9112,0.4444,131072.0,16384.0,0.0151,4.0584,2.2288,4.0617,88,4,1,32,86.6625359375
write,6914.057,0.2366,131072.0,16384.0,0.0157,2.0735,0.6711,2.0797,56,0,1,32,107.70960859375
write,6876.5247,0.2377,131072.0,16384.0,0.0146,2.0848,0.721,2.0881,56,1,1,32,107.2756359375
write,6133.0691,0.2081,131072.0,16384.0,0.0169,2.3375,1.0342,2.3407,56,2,1,32,95.6985638671875
write,6189.0551,0.2118,131072.0,16384.0,0.0141,2.3163,0.831,2.3198,56,3,1,32,96.5621265625
write,5995.8881,0.2242,131072.0,16384.0,0.0138,2.391,0.9107,2.3943,56,4,1,32,93.55400986328125
write,5001.2066,0.4382,131072.0,16384.0,0.0271,4.914,3.6579,4.9214,96,0,1,32,78.0271021484375
write,5412.8273,0.3629,131072.0,16384.0,0.0329,4.5403,2.5739,4.5434,96,1,1,32,84.51745625
write,4480.571,0.569,131072.0,16384.0,0.0269,5.485,3.7584,5.4882,96,2,1,32,69.96807744140625
write,5231.8425,0.3608,131072.0,16384.0,0.0243,4.6974,2.7459,4.7007,96,3,1,32,81.6906025390625
write,5474.599,0.3767,131072.0,16384.0,0.0167,4.4891,3.0839,4.4923,96,4,1,32,85.4793890625
write,7023.2359,0.2654,131072.0,16384.0,0.0204,2.3328,0.7837,2.3391,64,0,1,32,109.445626953125
write,6019.455,0.2407,131072.0,16384.0,0.013,2.7218,1.2636,2.7251,64,1,1,32,93.94116015625
write,6345.5618,0.2475,131072.0,16384.0,0.0144,2.582,0.8973,2.5851,64,2,1,32,99.02943720703125
write,5732.8025,0.2671,131072.0,16384.0,0.0178,2.8579,1.3659,2.8613,64,3,1,32,89.4712232421875
write,5701.0888,0.2164,131072.0,16384.0,0.015,2.8738,1.5494,2.8771,64,4,1,32,88.9793556640625
write,7710.5104,0.131,131072.0,16384.0,0.0068,1.0624,0.0366,1.0662,32,0,1,32,120.0485748046875
write,7610.9226,0.1295,131072.0,16384.0,0.0063,1.0763,0.0504,1.0796,32,1,1,32,118.56299609375
write,7595.7279,0.1285,131072.0,16384.0,0.006,1.0785,0.0502,1.0816,32,2,1,32,118.340774609375
write,7653.8718,0.13,131072.0,16384.0,0.0061,1.0703,0.0489,1.0735,32,3,1,32,119.2368146484375
write,3386.1103,0.3024,131072.0,16384.0,0.0063,2.4193,0.4498,2.4225,32,4,1,32,52.83714755859375
write,5025.1256,0.0965,131072.0,16384.0,0.0066,0.8151,0.0541,0.8187,16,0,1,32,78.177190625
write,5063.272,0.0976,131072.0,16384.0,0.006,0.809,0.034,0.8121,16,1,1,32,78.81122802734374
write,5017.8794,0.0971,131072.0,16384.0,0.006,0.8163,0.04,0.8194,16,2,1,32,78.106037890625
write,5133.1274,0.0958,131072.0,16384.0,0.0061,0.798,0.0376,0.8011,16,3,1,32,79.88696357421875
write,5160.958,0.0949,131072.0,16384.0,0.0059,0.7937,0.037,0.7967,16,4,1,32,80.32994853515625
write,2772.697,0.0909,131072.0,16384.0,0.0064,0.7386,0.0399,0.7421,8,0,1,32,43.12238330078125
write,2963.3012,0.0829,131072.0,16384.0,0.0062,0.6911,0.0349,0.6943,8,1,1,32,46.0903189453125
write,2925.9064,0.0837,131072.0,16384.0,0.0058,0.7,0.0302,0.703,8,2,1,32,45.52063466796875
write,2899.6176,0.0848,131072.0,16384.0,0.0061,0.7063,0.0289,0.7095,8,3,1,32,45.104665625
write,2907.9338,0.0826,131072.0,16384.0,0.0064,0.7043,0.0584,0.7076,8,4,1,32,45.2250806640625
write,6471.1911,0.1141,131072.0,16384.0,0.0066,0.9494,0.0607,0.9531,24,0,1,32,100.72849248046874
write,6608.5774,0.109,131072.0,16384.0,0.006,0.9297,0.0656,0.9328,24,1,1,32,102.91736640625
write,6575.6724,0.109,131072.0,16384.0,0.006,0.9344,0.0664,0.9375,24,2,1,32,102.4013021484375
write,6575.659,0.1083,131072.0,16384.0,0.0061,0.9344,0.0678,0.9375,24,3,1,32,102.39966142578125
write,6604.741,0.1074,131072.0,16384.0,0.0061,0.9302,0.0711,0.9334,24,4,1,32,102.84991083984374
