access,IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,nnodes,seg,bw(GiB/s)
write,47758.4156,0.8863,131072.0,8192.0,0.0961,16.4669,5.6528,16.4804,1536,3,16,32,372.80695791015626
write,60519.7226,0.6878,131072.0,8192.0,0.1103,12.9946,3.3644,13.0166,1536,4,16,32,472.011722265625
write,117572.0414,0.0571,131072.0,8192.0,0.0068,1.1148,0.2453,1.1187,256,0,16,32,915.386776953125
write,152899.076,0.0519,131072.0,8192.0,0.0063,0.8572,0.0642,0.8605,256,1,16,32,1189.9878717773438
write,147180.1056,0.0519,131072.0,8192.0,0.006,0.8906,0.0914,0.8937,256,2,16,32,1145.7994315429687
write,117042.8848,0.0628,131072.0,8192.0,0.0065,1.1199,0.132,1.1233,256,3,16,32,911.5882739257812
write,118784.5522,0.0655,131072.0,8192.0,0.0059,1.1034,0.0997,1.1066,256,4,16,32,925.390405859375
write,86691.041,0.1112,131072.0,8192.0,0.0098,3.7799,2.1174,3.7865,640,0,16,32,676.0817999023437
write,135979.109,0.1441,131072.0,8192.0,0.0066,2.4098,0.3796,2.4131,640,1,16,32,1060.8702848632813
write,170975.8492,0.1033,131072.0,8192.0,0.0064,1.9165,0.3511,1.9198,640,2,16,32,1333.4556466796876
write,139297.2202,0.1273,131072.0,8192.0,0.0064,2.3524,0.4241,2.3557,640,3,16,32,1086.7363654296876
write,128273.2763,0.1387,131072.0,8192.0,0.0062,2.5545,0.8569,2.5577,640,4,16,32,1000.882390234375
write,85385.606,0.5043,131072.0,16384.0,0.0665,4.2214,0.7532,4.2316,1408,0,16,32,1330.9402123046875
write,82977.4551,0.5168,131072.0,16384.0,0.1005,4.3439,0.8725,4.372,1408,1,16,32,1288.2049333984376
write,83003.2676,0.5129,131072.0,16384.0,0.0976,4.3426,0.8694,4.3783,1408,2,16,32,1286.348091796875
write,74198.212,0.578,131072.0,16384.0,0.0827,4.8579,0.9502,4.8741,1408,3,16,32,1155.5065155273437
write,67243.1563,0.6188,131072.0,16384.0,0.1223,5.3604,1.2882,5.4084,1408,4,16,32,1041.3438650390624
write,64164.7185,0.1942,131072.0,16384.0,0.0079,2.5534,1.0118,2.558,640,0,16,32,1000.7713794921875
write,83014.4686,0.2335,131072.0,16384.0,0.0064,1.9736,0.3194,1.9769,640,1,16,32,1294.9679291992188
write,86069.8611,0.1966,131072.0,16384.0,0.0062,1.9036,0.4114,1.9068,640,2,16,32,1342.579550390625
write,36256.3688,0.5501,131072.0,16384.0,0.0063,4.5189,0.9122,4.5222,640,3,16,32,566.0964030273437
write,17416.8931,1.0824,131072.0,16384.0,0.0063,9.407,5.265,9.4102,640,4,16,32,272.044617578125
write,91372.2857,0.3789,131072.0,16384.0,0.0531,3.2276,1.1483,3.2405,1152,0,16,32,1422.0063462890625
write,42469.8069,0.8464,131072.0,16384.0,0.0414,6.944,3.1145,6.9534,1152,1,16,32,662.6989176757812
write,91257.4376,0.3721,131072.0,16384.0,0.0482,3.2316,1.0629,3.2356,1152,2,16,32,1424.14167734375
write,92426.8856,0.3691,131072.0,16384.0,0.0464,3.1908,0.9833,3.1949,1152,3,16,32,1442.3048899414061
write,94344.2793,0.3787,131072.0,16384.0,0.0585,3.1259,0.8627,3.1411,1152,4,16,32,1466.9890106445312
write,94604.3342,0.4179,131072.0,16384.0,0.0583,3.4637,0.4014,3.4779,1280,0,16,32,1472.1646325195313
write,90472.35,0.3984,131072.0,16384.0,0.0498,3.6219,0.7031,3.6381,1280,1,16,32,1407.3260994140626
write,92356.6269,0.3916,131072.0,16384.0,0.038,3.548,0.5962,3.5515,1280,2,16,32,1441.6426970703126
write,90035.6041,0.4046,131072.0,16384.0,0.0586,3.6394,0.6829,3.662,1280,3,16,32,1398.133191796875
write,86109.8037,0.4626,131072.0,16384.0,0.0579,3.8054,0.5463,3.8201,1280,4,16,32,1340.2758473632812
write,83318.68,0.2846,131072.0,16384.0,0.0656,2.3597,0.4725,2.3912,768,0,16,32,1284.71390078125
write,78400.7249,0.2993,131072.0,16384.0,0.0693,2.5077,0.5462,2.5118,768,1,16,32,1223.02345546875
write,32597.4612,0.7289,131072.0,16384.0,0.1354,6.0314,1.8833,6.0592,768,2,16,32,506.9967017578125
write,62596.5674,0.3627,131072.0,16384.0,0.1132,3.1409,1.2709,3.1571,768,3,16,32,973.0325497070312
write,78383.4657,0.2995,131072.0,16384.0,0.0472,2.5083,0.5677,2.5274,768,4,16,32,1215.466883203125
write,35997.7307,0.8991,131072.0,16384.0,0.0532,7.2822,4.4586,7.2947,1024,0,16,32,561.50279375
write,54776.6245,0.5448,131072.0,16384.0,0.06,4.7857,1.2617,4.8011,1024,1,16,32,853.141929296875
write,39632.9465,0.7452,131072.0,16384.0,0.0469,6.6143,4.4426,6.6223,1024,2,16,32,618.512871484375
write,25000.2718,1.2036,131072.0,16384.0,0.0493,10.4856,5.1189,10.4976,1024,3,16,32,390.1829756835937
write,28373.3938,1.1395,131072.0,16384.0,0.0511,9.2391,4.9605,9.2425,1024,4,16,32,443.1703291015625
write,51176.5451,0.9335,131072.0,16384.0,0.1013,7.6835,1.09,7.709,1536,0,16,32,796.9865013671875
write,30667.4724,1.4381,131072.0,16384.0,0.111,12.8219,4.4057,12.8545,1536,1,16,32,477.9667037109375
write,34693.5467,1.377,131072.0,16384.0,0.0731,11.334,1.9604,11.3466,1536,2,16,32,541.4819807617188
write,28981.9182,1.5421,131072.0,16384.0,0.1027,13.5676,5.3514,13.5941,1536,3,16,32,451.9621087890625
write,30692.2687,1.4927,131072.0,16384.0,0.0997,12.8116,2.6492,12.839,1536,4,16,32,478.5412765625
write,38405.155,0.0991,131072.0,16384.0,0.0067,0.8532,0.0992,0.857,128,0,16,32,597.4585901367187
write,43491.3578,0.0903,131072.0,16384.0,0.0063,0.7534,0.0769,0.7567,128,1,16,32,676.6400487304687
write,40097.8511,0.0988,131072.0,16384.0,0.006,0.8172,0.0827,0.8203,128,2,16,32,624.15727890625
write,43855.2706,0.0893,131072.0,16384.0,0.0063,0.7472,0.0746,0.7505,128,3,16,32,682.2537221679687
write,45872.5423,0.0859,131072.0,16384.0,0.006,0.7143,0.068,0.7174,128,4,16,32,713.6476889648437
write,86743.8202,0.3154,131072.0,16384.0,0.0548,2.6443,0.5794,2.651,896,0,16,32,1351.9365721679687
write,84198.9924,0.3265,131072.0,16384.0,0.0779,2.7242,0.6166,2.7342,896,1,16,32,1310.7824029296876
write,31675.5239,0.8688,131072.0,16384.0,0.0437,7.2414,0.9377,7.2599,896,2,16,32,493.669003125
write,86946.9951,0.3163,131072.0,16384.0,0.0562,2.6381,0.5419,2.6561,896,3,16,32,1349.3411974609376
write,43398.3205,0.5555,131072.0,16384.0,0.0743,5.2854,2.2774,5.3083,896,4,16,32,675.1717713867188
write,68058.2736,0.1586,131072.0,16384.0,0.009,1.9259,0.6809,1.9319,512,0,16,32,1060.1024138671876
write,95890.7417,0.1652,131072.0,16384.0,0.0066,1.3669,0.0876,1.3703,512,1,16,32,1494.5577140625
write,81106.8559,0.1855,131072.0,16384.0,0.0061,1.616,0.2238,1.6193,512,2,16,32,1264.75733359375
write,57832.0266,0.2262,131072.0,16384.0,0.006,2.2664,0.9296,2.2696,512,3,16,32,902.36168359375
write,73604.6939,0.2001,131072.0,16384.0,0.0065,1.7808,0.4237,1.7842,512,4,16,32,1147.8816333984375
write,62286.3175,0.1261,131072.0,16384.0,0.0068,1.5783,0.6327,1.5821,384,0,16,32,970.8608340820313
write,102626.6317,0.1182,131072.0,16384.0,0.0063,0.9579,0.013,0.9612,384,1,16,32,1598.0191465820312
write,79350.1178,0.1523,131072.0,16384.0,0.006,1.2389,0.072,1.2421,384,2,16,32,1236.6562373046875
write,100990.0343,0.119,131072.0,16384.0,0.0062,0.9734,0.0288,0.9767,384,3,16,32,1572.67010390625
write,100001.2273,0.1194,131072.0,16384.0,0.0061,0.983,0.0374,0.9863,384,4,16,32,1557.364120703125
write,40485.0327,0.1088,131072.0,16384.0,0.007,1.6188,0.8202,1.6228,256,0,16,32,631.0271887695312
write,77045.9695,0.1043,131072.0,16384.0,0.0062,0.8506,0.0889,0.8539,256,1,16,32,1199.26264921875
write,78445.257,0.1022,131072.0,16384.0,0.0072,0.8354,0.0868,0.8386,256,2,16,32,1221.0912049804688
write,64003.253,0.1184,131072.0,16384.0,0.0063,1.0239,0.1476,1.0273,256,3,16,32,996.7866546875
write,67804.3887,0.1151,131072.0,16384.0,0.0059,0.9665,0.097,0.9697,256,4,16,32,1056.0129505859375
