access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,67961.7344,4350199.8323,0.0046,131072.0000,16.0000,0.0089,38.5665,0.6994,38.5723,640,0
write,71274.1462,4561938.7808,0.0044,131072.0000,16.0000,0.0062,36.7765,0.5230,36.7797,640,1
write,71294.3867,4563242.1219,0.0045,131072.0000,16.0000,0.0064,36.7660,0.4258,36.7692,640,2
write,73449.2661,4701184.4055,0.0043,131072.0000,16.0000,0.0063,35.6872,0.4439,35.6905,640,3
write,35780.2294,2290036.3491,0.0086,131072.0000,16.0000,0.0063,73.2618,6.8658,73.2650,640,4
