access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.1350316000e+02,3.0717937994e+02,2.3061281805e+09,2.3536035266e+09
write,1,3.1350318408e+02,3.0762122416e+02,2.3061280033e+09,2.3502229857e+09
write,2,3.1350317097e+02,3.1202884293e+02,2.3061280998e+09,2.3170244941e+09
write,3,3.1350316000e+02,3.0299276400e+02,2.3061281805e+09,2.3861245477e+09
write,4,3.1350316405e+02,3.1349230504e+02,2.3061281506e+09,2.3062080323e+09
write,5,3.1350316906e+02,3.0826360202e+02,2.3061281138e+09,2.3453254526e+09
write,6,3.1350315690e+02,3.0855429006e+02,2.3061282033e+09,2.3431159288e+09
write,7,3.1350318217e+02,3.1297866011e+02,2.3061280173e+09,2.3099928656e+09
write,8,3.1350317097e+02,3.0394608808e+02,2.3061280998e+09,2.3786404902e+09
write,9,3.1350318599e+02,3.0229105902e+02,2.3061279893e+09,2.3916634329e+09
write,10,3.1350315785e+02,3.0994627810e+02,2.3061281962e+09,2.3325928492e+09
write,11,3.1350315595e+02,3.0001398110e+02,2.3061282103e+09,2.4098159335e+09
