access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.6512925696e+02,2.6512219381e+02,1.7640628994e+08,1.7641098960e+08
read,1,2.6512925601e+02,2.6512219095e+02,1.7640629058e+08,1.7641099151e+08
read,2,2.6512925816e+02,2.6512219191e+02,1.7640628915e+08,1.7641099087e+08
read,3,2.6512925720e+02,2.6512219000e+02,1.7640628978e+08,1.7641099214e+08
read,4,2.6512925696e+02,2.6512218881e+02,1.7640628994e+08,1.7641099293e+08
read,5,2.6512925601e+02,2.6512219191e+02,1.7640629058e+08,1.7641099087e+08
read,6,2.6512925601e+02,2.6512219310e+02,1.7640629058e+08,1.7641099008e+08
read,7,2.6512925482e+02,2.6512219310e+02,1.7640629137e+08,1.7641099008e+08
read,8,2.6512925696e+02,2.6512218881e+02,1.7640628994e+08,1.7641099293e+08
read,9,2.6512925696e+02,2.6512219000e+02,1.7640628994e+08,1.7641099214e+08
read,10,2.6512925720e+02,2.6512219191e+02,1.7640628978e+08,1.7641099087e+08
read,11,2.6512925601e+02,2.6512218881e+02,1.7640629058e+08,1.7641099293e+08
