access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.2316892886e+02,3.2119611692e+02,1.4472452145e+08,1.4561343090e+08
write,1,3.2316894293e+02,3.2119609499e+02,1.4472451515e+08,1.4561344084e+08
write,2,3.2316893697e+02,3.0000348091e+02,1.4472451782e+08,1.5589975301e+08
write,3,3.2316893506e+02,3.0000347281e+02,1.4472451867e+08,1.5589975722e+08
write,4,3.2316893601e+02,3.0782303810e+02,1.4472451824e+08,1.5193946777e+08
write,5,3.2316894603e+02,3.0782304907e+02,1.4472451376e+08,1.5193946236e+08
write,6,3.2316894007e+02,3.2316156507e+02,1.4472451643e+08,1.4472781925e+08
write,7,3.2316895008e+02,3.2316157913e+02,1.4472451194e+08,1.4472781295e+08
write,8,3.2316894102e+02,3.2316147399e+02,1.4472451600e+08,1.4472786003e+08
write,9,3.2316893196e+02,3.2316145515e+02,1.4472452006e+08,1.4472786847e+08
write,10,3.2316893792e+02,3.2119641018e+02,1.4472451739e+08,1.4561329795e+08
write,11,3.2316894007e+02,3.2119642591e+02,1.4472451643e+08,1.4561329082e+08
