access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,675.8619,43271.1483,0.0011,131072.0000,16.0000,0.0062,9.0873,0.4784,9.0906,8,0
write,775.2733,49636.9025,0.0009,131072.0000,16.0000,0.0061,7.9218,0.4662,7.9249,8,1
write,755.6321,48378.1371,0.0010,131072.0000,16.0000,0.0059,8.1280,0.1888,8.1309,8,2
write,825.3518,52844.3325,0.0009,131072.0000,16.0000,0.0059,7.4410,0.0603,7.4441,8,3
write,766.8010,49094.1482,0.0009,131072.0000,16.0000,0.0061,8.0094,0.5131,8.0125,8,4
