access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.2120920205e+02,3.1357648516e+02,7.5215218093e+08,7.7046020123e+08
write,1,3.2120931196e+02,3.1310397601e+02,7.5215192355e+08,7.7162291241e+08
write,2,3.2120925403e+02,3.1214995289e+02,7.5215205922e+08,7.7398122159e+08
write,3,3.2120924306e+02,3.1204747009e+02,7.5215208490e+08,7.7423541291e+08
write,4,3.2120931983e+02,3.0975729012e+02,7.5215190513e+08,7.7995969605e+08
write,5,3.2120931411e+02,3.0977328491e+02,7.5215191853e+08,7.7991942373e+08
write,6,3.2120925903e+02,3.1140524602e+02,7.5215204749e+08,7.7583215101e+08
write,7,3.2120925593e+02,3.0995698404e+02,7.5215205475e+08,7.7945719662e+08
write,8,3.2120931387e+02,3.1516926908e+02,7.5215191909e+08,7.6656649475e+08
write,9,3.2120930314e+02,3.1420444512e+02,7.5215194421e+08,7.6892038164e+08
write,10,3.2120924902e+02,3.1267817688e+02,7.5215207094e+08,7.7267369366e+08
write,11,3.2120924282e+02,3.1406921887e+02,7.5215208546e+08,7.6925144948e+08
write,12,3.2120925784e+02,3.1456621695e+02,7.5215205029e+08,7.6803607266e+08
write,13,3.2120902395e+02,3.1575031281e+02,7.5215259797e+08,7.6515585910e+08
write,14,3.2120922399e+02,3.1006254888e+02,7.5215212956e+08,7.7919182027e+08
write,15,3.2120923495e+02,3.1889260602e+02,7.5215210388e+08,7.5761619208e+08
write,16,3.2120926309e+02,3.1513839602e+02,7.5215203800e+08,7.6664159272e+08
write,17,3.2120900989e+02,3.1540734887e+02,7.5215263091e+08,7.6598786528e+08
write,18,3.2120922995e+02,3.1668070698e+02,7.5215211561e+08,7.6290786440e+08
write,19,3.2120922112e+02,3.1475062418e+02,7.5215213626e+08,7.6758609291e+08
write,20,3.2120925498e+02,3.1596290493e+02,7.5215205699e+08,7.6464103250e+08
write,21,3.2120923996e+02,3.1541577220e+02,7.5215209216e+08,7.6596740921e+08
write,22,3.2120921612e+02,3.2030760694e+02,7.5215214799e+08,7.5426932307e+08
write,23,3.2120923305e+02,3.1789694715e+02,7.5215210835e+08,7.5998905943e+08
write,24,3.2120926404e+02,3.0814130592e+02,7.5215203577e+08,7.8405003552e+08
write,25,3.2120928001e+02,3.1124368501e+02,7.5215199837e+08,7.7623487156e+08
write,26,3.2120929408e+02,3.1305313897e+02,7.5215196543e+08,7.7174821709e+08
write,27,3.2120928502e+02,3.1203325510e+02,7.5215198664e+08,7.7427068400e+08
write,28,3.2120927095e+02,3.1288128185e+02,7.5215201958e+08,7.7217211725e+08
write,29,3.2120926189e+02,3.1257397199e+02,7.5215204080e+08,7.7293128510e+08
write,30,3.2120923090e+02,3.1085278010e+02,7.5215211337e+08,7.7721100572e+08
write,31,3.2120922804e+02,3.1500838804e+02,7.5215212007e+08,7.6695799549e+08
