,terse_version_3,fio_version,jobname,groupid,error,read_kb,read_bandwidth_kb,read_iops,read_runtime_ms,read_slat_min_us,read_slat_max_us,read_slat_mean_us,read_slat_dev_us,read_clat_min_us,read_clat_max_us,read_clat_mean_us,read_clat_dev_us,read_clat_pct01,read_clat_pct02,read_clat_pct03,read_clat_pct04,read_clat_pct05,read_clat_pct06,read_clat_pct07,read_clat_pct08,read_clat_pct09,read_clat_pct10,read_clat_pct11,read_clat_pct12,read_clat_pct13,read_clat_pct14,read_clat_pct15,read_clat_pct16,read_clat_pct17,read_clat_pct18,read_clat_pct19,read_clat_pct20,read_tlat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_dev_us,read_bw_min_kb,read_bw_max_kb,read_bw_agg_pct,read_bw_mean_kb,read_bw_dev_kb,write_kb,write_bandwidth_kb,write_iops,write_runtime_ms,write_slat_min_us,write_slat_max_us,write_slat_mean_us,write_slat_dev_us,write_clat_min_us,write_clat_max_us,write_clat_mean_us,write_clat_dev_us,write_clat_pct01,write_clat_pct02,write_clat_pct03,write_clat_pct04,write_clat_pct05,write_clat_pct06,write_clat_pct07,write_clat_pct08,write_clat_pct09,write_clat_pct10,write_clat_pct11,write_clat_pct12,write_clat_pct13,write_clat_pct14,write_clat_pct15,write_clat_pct16,write_clat_pct17,write_clat_pct18,write_clat_pct19,write_clat_pct20,write_tlat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_dev_us,write_bw_min_kb,write_bw_max_kb,write_bw_agg_pct,write_bw_mean_kb,write_bw_dev_kb,cpu_user,cpu_sys,cpu_csw,cpu_mjf,cpu_minf,iodepth_1,iodepth_2,iodepth_4,iodepth_8,iodepth_16,iodepth_32,iodepth_64,lat_2us,lat_4us,lat_10us,lat_20us,lat_50us,lat_100us,lat_250us,lat_500us,lat_750us,lat_1000us,lat_2ms,lat_4ms,lat_10ms,lat_20ms,lat_50ms,lat_100ms,lat_250ms,lat_500ms,lat_750ms,lat_1000ms,lat_2000ms,lat_over_2000ms,description,rw-cat,rw_full,bs,bs_num,nj,read_bw_mean_gb,write_bw_mean_gb
54,3,fio-3.23,SeqBal-4K-16-taskset-cpu-args,0.0,0.0,6803480.0,113389.0,28347.0,60001.0,0.0,0.0,0.0,0.0,117.0,225852.0,308.698065,1127.545603,1.000000%=183,5.000000%=209,10.000000%=226,20.000000%=244,30.000000%=259,40.000000%=272,50.000000%=284,60.000000%=296,70.000000%=309,80.000000%=325,90.000000%=354,95.000000%=387,99.000000%=460,99.500000%=514,99.900000%=1318,99.950000%=7700,99.990000%=58458,0%=0,0%=0,0%=0,117.0,225852.0,308.743937,1127.545653,60976.0,138576.0,100.000000%,113583.361345,957.829844,6820200.0,113668.0,28417.0,60001.0,0.0,0.0,0.0,0.0,110.0,236727.0,252.792036,1154.615961,1.000000%=138,5.000000%=154,10.000000%=164,20.000000%=181,30.000000%=197,40.000000%=214,50.000000%=230,60.000000%=244,70.000000%=259,80.000000%=276,90.000000%=296,95.000000%=317,99.000000%=382,99.500000%=544,99.900000%=1466,99.950000%=8028,99.990000%=53215,0%=0,0%=0,0%=0,110.0,236727.0,252.846065,1154.616085,61144.0,141288.0,100.000000%,113855.697479,973.714323,0.708438%,1.559479%,3406036.0,0.0,247.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,43.10%,56.36%,0.24%,0.12%,0.09%,0.02%,0.03%,0.02%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-4K-16,SeqBal,Sequential Balanced 1:1,4K,4096,16,0.10832153448581695,0.10858125446224212
59,3,fio-3.23,SeqBal-16K-16-taskset-cpu-args,0.0,0.0,21027616.0,350454.0,21903.0,60001.0,0.0,0.0,0.0,0.0,132.0,405118.0,398.905907,1394.47066,1.000000%=220,5.000000%=272,10.000000%=296,20.000000%=321,30.000000%=333,40.000000%=346,50.000000%=358,60.000000%=370,70.000000%=391,80.000000%=419,90.000000%=460,95.000000%=489,99.000000%=536,99.500000%=569,99.900000%=5603,99.950000%=15400,99.990000%=77070,0%=0,0%=0,0%=0,132.0,405118.0,398.950228,1394.470799,97888.0,411648.0,100.000000%,351600.151261,3772.194437,21021344.0,350349.0,21896.0,60001.0,0.0,0.0,0.0,0.0,137.0,292500.0,326.342427,1572.352354,1.000000%=177,5.000000%=199,10.000000%=224,20.000000%=254,30.000000%=272,40.000000%=284,50.000000%=296,60.000000%=305,70.000000%=317,80.000000%=329,90.000000%=346,95.000000%=366,99.000000%=419,99.500000%=444,99.900000%=6586,99.950000%=16318,99.990000%=82313,0%=0,0%=0,0%=0,137.0,292500.0,326.464831,1572.352223,102464.0,411584.0,100.000000%,351477.831933,3780.662983,0.998021%,1.539479%,2628176.0,0.0,251.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.44%,87.65%,1.72%,0.01%,0.02%,0.03%,0.05%,0.03%,0.02%,0.02%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,SeqBal-16K-16,SeqBal,Sequential Balanced 1:1,16K,16384,16,0.3353120339021683,0.3351953811006546
64,3,fio-3.23,SeqBal-1M-16-taskset-cpu-args,0.0,0.0,136497152.0,2274876.0,2221.0,60002.0,0.0,0.0,0.0,0.0,581.0,775214.0,3696.595545,7237.135844,1.000000%=954,5.000000%=1662,10.000000%=2113,20.000000%=2506,30.000000%=2801,40.000000%=3031,50.000000%=3227,60.000000%=3424,70.000000%=3620,80.000000%=3883,90.000000%=4227,95.000000%=4554,99.000000%=15663,99.500000%=40108,99.900000%=88604,99.950000%=112721,99.990000%=235929,0%=0,0%=0,0%=0,581.0,775214.0,3696.644432,7237.141788,137098.0,3730806.0,100.000000%,2284818.631748,44703.455186,136201216.0,2269944.0,2216.0,60002.0,0.0,0.0,0.0,0.0,781.0,859209.0,3304.897164,7744.682297,1.000000%=1105,5.000000%=1351,10.000000%=1613,20.000000%=1974,30.000000%=2244,40.000000%=2473,50.000000%=2670,60.000000%=2899,70.000000%=3162,80.000000%=3489,90.000000%=3915,95.000000%=4292,99.000000%=16908,99.500000%=44826,99.900000%=92798,99.950000%=116916,99.990000%=254803,0%=0,0%=0,0%=0,781.0,859209.0,3304.967581,7744.696803,139062.0,3816817.0,100.000000%,2281531.681359,44832.674802,2.867580%,0.407809%,266444.0,0.0,230.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.73%,13.80%,72.88%,11.25%,0.42%,0.46%,0.35%,0.06%,0.01%,0.01%,0.01%,0.00%,0.00%,SeqBal-1M-16,SeqBal,Sequential Balanced 1:1,1M,1048576,16,2.1789728467445375,2.1758381665792466
69,3,fio-3.23,SeqBal-2M-16-taskset-cpu-args,0.0,0.0,140611584.0,2343331.0,1144.0,60005.0,0.0,0.0,0.0,0.0,1208.0,629217.0,7119.248146,10762.013789,1.000000%=1908,5.000000%=3162,10.000000%=4046,20.000000%=4882,30.000000%=5406,40.000000%=5799,50.000000%=6127,60.000000%=6455,70.000000%=6782,80.000000%=7241,90.000000%=7831,95.000000%=8454,99.000000%=46399,99.500000%=77070,99.900000%=147849,99.950000%=181403,99.990000%=287309,0%=0,0%=0,0%=0,1208.0,629217.0,7119.302755,10762.026305,159744.0,4276224.0,100.000000%,2346385.850093,48063.361236,140283904.0,2337870.0,1141.0,60005.0,0.0,0.0,0.0,0.0,1698.0,507280.0,6463.29195,11422.699317,1.000000%=2277,5.000000%=2867,10.000000%=3391,20.000000%=4014,30.000000%=4489,40.000000%=4882,50.000000%=5275,60.000000%=5668,70.000000%=6062,80.000000%=6455,90.000000%=7176,95.000000%=8028,99.000000%=46923,99.500000%=79167,99.900000%=158334,99.950000%=223346,99.990000%=362807,0%=0,0%=0,0%=0,1698.0,507280.0,6463.422183,11422.719882,151552.0,4132864.0,100.000000%,2339223.290913,48918.667456,2.955337%,0.410406%,274454.0,0.0,225.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.75%,13.79%,82.62%,0.87%,1.04%,0.66%,0.25%,0.03%,0.01%,0.00%,0.00%,0.00%,SeqBal-2M-16,SeqBal,Sequential Balanced 1:1,2M,2097152,16,2.2376879216127397,2.2308571728830335
74,3,fio-3.23,SeqBal-4M-16-taskset-cpu-args,0.0,0.0,135630848.0,2260062.0,551.0,60012.0,0.0,0.0,0.0,0.0,2931.0,362113.0,15051.38915,13283.464201,1.000000%=6389,5.000000%=9371,10.000000%=10551,20.000000%=11862,30.000000%=12648,40.000000%=13303,50.000000%=13959,60.000000%=14614,70.000000%=15269,80.000000%=15925,90.000000%=16908,95.000000%=18219,99.000000%=52166,99.500000%=101187,99.900000%=233832,99.950000%=278921,99.990000%=316669,0%=0,0%=0,0%=0,2931.0,362113.0,15051.447656,13283.477869,172032.0,3506176.0,100.000000%,2265648.186298,40509.780158,135450624.0,2257058.0,551.0,60012.0,0.0,0.0,0.0,0.0,3880.0,370680.0,13136.271012,14277.175489,1.000000%=5734,5.000000%=7503,10.000000%=8355,20.000000%=9502,30.000000%=10420,40.000000%=11206,50.000000%=11862,60.000000%=12386,70.000000%=13041,80.000000%=13828,90.000000%=15138,95.000000%=16449,99.000000%=58458,99.500000%=108527,99.900000%=248512,99.950000%=295698,99.990000%=337641,0%=0,0%=0,0%=0,3880.0,370680.0,13136.46314,14277.198628,188416.0,3530752.0,100.000000%,2261960.567797,41832.950645,2.828740%,0.284353%,264862.0,0.0,212.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,16.00%,81.46%,1.33%,0.57%,0.45%,0.09%,0.00%,0.00%,0.00%,0.00%,SeqBal-4M-16,SeqBal,Sequential Balanced 1:1,4M,4194304,16,2.1606904852848055,2.157173698231697
79,3,fio-3.23,SeqWH-4K-16-taskset-cpu-args,0.0,0.0,2954904.0,49247.0,12311.0,60001.0,0.0,0.0,0.0,0.0,118.0,488930.0,338.169057,1482.303455,1.000000%=193,5.000000%=222,10.000000%=236,20.000000%=254,30.000000%=272,40.000000%=288,50.000000%=309,60.000000%=321,70.000000%=337,80.000000%=354,90.000000%=378,95.000000%=403,99.000000%=456,99.500000%=481,99.900000%=4685,99.950000%=15007,99.990000%=78118,0%=0,0%=0,0%=0,118.0,488930.0,338.21806,1482.303713,16936.0,59960.0,100.000000%,49293.323458,479.154014,11813452.0,196887.0,49221.0,60001.0,0.0,0.0,0.0,0.0,110.0,887361.0,238.675011,1238.803116,1.000000%=134,5.000000%=154,10.000000%=171,20.000000%=189,30.000000%=201,40.000000%=209,50.000000%=218,60.000000%=226,70.000000%=236,80.000000%=248,90.000000%=268,95.000000%=292,99.000000%=342,99.500000%=362,99.900000%=1236,99.950000%=6389,99.990000%=55836,0%=0,0%=0,0%=0,110.0,887361.0,238.731501,1238.803167,69568.0,231096.0,100.000000%,197037.596354,1859.350572,0.901563%,1.720104%,3692212.0,0.0,250.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,68.07%,31.77%,0.04%,0.01%,0.03%,0.01%,0.03%,0.02%,0.01%,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,0.00%,SeqWH-4K-16,SeqWH,Sequential Write-heavy 1:4,4K,4096,16,0.047009776552200316,0.18790969500923158
84,3,fio-3.23,SeqWH-16K-16-taskset-cpu-args,0.0,0.0,11810704.0,196605.0,12287.0,60073.0,0.0,0.0,0.0,0.0,128.0,271760.0,388.750929,1355.247709,1.000000%=191,5.000000%=226,10.000000%=246,20.000000%=276,30.000000%=301,40.000000%=321,50.000000%=346,60.000000%=370,70.000000%=403,80.000000%=436,90.000000%=485,95.000000%=528,99.000000%=602,99.500000%=626,99.900000%=7176,99.950000%=17694,99.990000%=71827,0%=0,0%=0,0%=0,128.0,271760.0,388.799281,1355.247903,32096.0,247680.0,100.000000%,197973.067227,2224.173478,47233408.0,786266.0,49141.0,60073.0,0.0,0.0,0.0,0.0,124.0,346186.0,223.913055,1119.94816,1.000000%=144,5.000000%=154,10.000000%=162,20.000000%=173,30.000000%=181,40.000000%=189,50.000000%=197,60.000000%=205,70.000000%=218,80.000000%=232,90.000000%=252,95.000000%=268,99.000000%=309,99.500000%=329,99.900000%=1908,99.950000%=9240,99.990000%=53739,0%=0,0%=0,0%=0,124.0,346186.0,223.968382,1119.948246,122336.0,958432.0,100.000000%,791735.781513,8710.204994,1.547322%,1.596580%,3690373.0,0.0,242.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,73.39%,24.93%,1.52%,0.01%,0.04%,0.02%,0.04%,0.02%,0.02%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,SeqWH-16K-16,SeqWH,Sequential Write-heavy 1:4,16K,16384,16,0.1888018295545578,0.7550580802087784
89,3,fio-3.23,SeqWH-1M-16-taskset-cpu-args,0.0,0.0,82960384.0,1382603.0,1350.0,60003.0,0.0,0.0,0.0,0.0,572.0,343158.0,3159.703114,6357.900761,1.000000%=1089,5.000000%=1449,10.000000%=1679,20.000000%=2023,30.000000%=2277,40.000000%=2473,50.000000%=2703,60.000000%=2932,70.000000%=3162,80.000000%=3457,90.000000%=3948,95.000000%=4423,99.000000%=6914,99.500000%=23986,99.900000%=103284,99.950000%=143654,99.990000%=252706,0%=0,0%=0,0%=0,572.0,343159.0,3159.757415,6357.90673,49152.0,2224988.0,100.000000%,1388543.633029,28774.705356,331420672.0,5523401.0,5393.0,60003.0,0.0,0.0,0.0,0.0,726.0,444708.0,1946.635093,4674.709066,1.000000%=962,5.000000%=1089,10.000000%=1171,20.000000%=1302,30.000000%=1417,40.000000%=1515,50.000000%=1613,60.000000%=1712,70.000000%=1826,80.000000%=1990,90.000000%=2211,95.000000%=2473,99.000000%=4423,99.500000%=16711,99.900000%=76021,99.950000%=92798,99.990000%=181403,0%=0,0%=0,0%=0,726.0,444708.0,1946.712148,4674.719838,245760.0,7944169.0,100.000000%,5526310.756303,106948.599807,7.711498%,0.623536%,404855.0,0.0,228.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,1.60%,66.91%,28.81%,1.96%,0.24%,0.26%,0.16%,0.05%,0.01%,0.00%,0.00%,0.00%,0.00%,SeqWH-1M-16,SeqWH,Sequential Write-heavy 1:4,1M,1048576,16,1.3242184000291823,5.27030063276577
94,3,fio-3.23,SeqWH-2M-16-taskset-cpu-args,0.0,0.0,75579392.0,1259551.0,615.0,60005.0,0.0,0.0,0.0,0.0,1758.0,439062.0,7095.779234,10595.85721,1.000000%=2637,5.000000%=3358,10.000000%=3915,20.000000%=4685,30.000000%=5275,40.000000%=5734,50.000000%=6193,60.000000%=6651,70.000000%=7241,80.000000%=7962,90.000000%=9109,95.000000%=10289,99.000000%=20840,99.500000%=50593,99.900000%=183500,99.950000%=248512,99.990000%=362807,0%=0,0%=0,0%=0,1758.0,439063.0,7095.849129,10595.864679,85920.0,2125038.0,100.000000%,1264767.302722,26177.446792,303816704.0,5063189.0,2472.0,60005.0,0.0,0.0,0.0,0.0,1632.0,579125.0,4291.662868,7943.66361,1.000000%=2211,5.000000%=2473,10.000000%=2703,20.000000%=2998,30.000000%=3227,40.000000%=3424,50.000000%=3620,60.000000%=3850,70.000000%=4112,80.000000%=4423,90.000000%=4947,95.000000%=5472,99.000000%=14483,99.500000%=39583,99.900000%=120061,99.950000%=156237,99.990000%=283115,0%=0,0%=0,0%=0,1632.0,579126.0,4291.809821,7943.677513,380589.0,7179405.0,100.000000%,5067627.966387,91253.624447,6.420119%,0.361239%,370706.0,0.0,218.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,54.99%,42.76%,1.28%,0.43%,0.26%,0.14%,0.02%,0.01%,0.00%,0.00%,0.00%,SeqWH-2M-16,SeqWH,Sequential Write-heavy 1:4,2M,2097152,16,1.20617609283638,4.832866636645317
99,3,fio-3.23,SeqWH-4M-16-taskset-cpu-args,0.0,0.0,70995968.0,1183049.0,288.0,60011.0,0.0,0.0,0.0,0.0,3298.0,490829.0,15251.567459,19349.337249,1.000000%=5341,5.000000%=6848,10.000000%=7962,20.000000%=9502,30.000000%=10682,40.000000%=11862,50.000000%=12910,60.000000%=13959,70.000000%=15269,80.000000%=16711,90.000000%=19529,95.000000%=22675,99.000000%=86507,99.500000%=149946,99.900000%=299892,99.950000%=350224,99.990000%=446693,0%=0,0%=0,0%=0,3299.0,490829.0,15251.638612,19349.350506,130936.0,2421491.0,100.000000%,1213268.927915,30129.989541,283103232.0,4717522.0,1151.0,60011.0,0.0,0.0,0.0,0.0,3596.0,509127.0,9161.783946,14308.825722,1.000000%=4489,5.000000%=5079,10.000000%=5537,20.000000%=6193,30.000000%=6651,40.000000%=7045,50.000000%=7438,60.000000%=7897,70.000000%=8454,80.000000%=9109,90.000000%=10158,95.000000%=11337,99.000000%=61603,99.500000%=105381,99.900000%=227540,99.950000%=267386,99.990000%=354418,0%=0,0%=0,0%=0,3596.0,509127.0,9161.978967,14308.851579,229111.0,7146283.0,100.000000%,4721109.553696,101037.686293,6.517045%,0.342893%,345957.0,0.0,210.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,76.04%,20.39%,2.25%,0.65%,0.52%,0.09%,0.01%,0.00%,0.00%,0.00%,SeqWH-4M-16,SeqWH,Sequential Write-heavy 1:4,4M,4194304,16,1.1570634154462813,4.502400926300049
104,3,fio-3.23,SeqW-4K-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,14165908.0,236090.0,59022.0,60002.0,0.0,0.0,0.0,0.0,121.0,522391.0,269.613727,1204.976254,1.000000%=152,5.000000%=189,10.000000%=216,20.000000%=230,30.000000%=236,40.000000%=242,50.000000%=246,60.000000%=252,70.000000%=259,80.000000%=264,90.000000%=280,95.000000%=301,99.000000%=374,99.500000%=395,99.900000%=2277,99.950000%=7831,99.990000%=55312,0%=0,0%=0,0%=0,121.0,522391.0,269.661913,1204.976245,113224.0,272552.0,100.000000%,236284.680672,1766.899945,0.920832%,2.003019%,3541601.0,0.0,173.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,54.75%,45.05%,0.03%,0.01%,0.06%,0.03%,0.03%,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,SeqW-4K-16,SeqW,Sequential Write-only,4K,4096,16,0.0,0.22533863131713866
109,3,fio-3.23,SeqW-16K-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,61269888.0,1021147.0,63821.0,60001.0,0.0,0.0,0.0,0.0,129.0,612406.0,246.563361,1191.263098,1.000000%=152,5.000000%=164,10.000000%=177,20.000000%=193,30.000000%=203,40.000000%=214,50.000000%=224,60.000000%=232,70.000000%=242,80.000000%=254,90.000000%=276,95.000000%=296,99.000000%=350,99.500000%=374,99.900000%=2473,99.950000%=8159,99.990000%=45350,0%=0,0%=0,0%=0,129.0,612406.0,246.631958,1191.26306,217472.0,1188800.0,100.000000%,1022138.613445,10433.302198,2.031875%,1.871667%,3829523.0,0.0,172.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,75.73%,24.04%,0.03%,0.01%,0.07%,0.04%,0.04%,0.02%,0.02%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,SeqW-16K-16,SeqW,Sequential Write-only,16K,16384,16,0.0,0.9747873434495926
114,3,fio-3.23,SeqW-1M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,624594944.0,10409568.0,10165.0,60002.0,0.0,0.0,0.0,0.0,698.0,772546.0,1370.717558,4522.37432,1.000000%=864,5.000000%=937,10.000000%=978,20.000000%=1036,30.000000%=1073,40.000000%=1122,50.000000%=1155,60.000000%=1204,70.000000%=1253,80.000000%=1302,90.000000%=1417,95.000000%=1515,99.000000%=2473,99.500000%=6193,99.900000%=61079,99.950000%=85458,99.990000%=175112,0%=0,0%=0,0%=0,699.0,772546.0,1370.795166,4522.381213,337920.0,12320749.0,100.000000%,10417677.0,188189.190707,12.890232%,0.764370%,610149.0,0.0,166.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,13.60%,84.96%,0.83%,0.24%,0.13%,0.11%,0.10%,0.02%,0.01%,0.01%,0.01%,0.00%,0.00%,SeqW-1M-16,SeqW,Sequential Write-only,1M,1048576,16,0.0,9.935070991516113
119,3,fio-3.23,SeqW-2M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,652267520.0,10851953.0,5298.0,60106.0,0.0,0.0,0.0,0.0,1567.0,834536.0,2590.166367,5852.210284,1.000000%=1875,5.000000%=1990,10.000000%=2056,20.000000%=2146,30.000000%=2211,40.000000%=2244,50.000000%=2310,60.000000%=2375,70.000000%=2441,80.000000%=2539,90.000000%=2670,95.000000%=2801,99.000000%=3817,99.500000%=9895,99.900000%=65273,99.950000%=126353,99.990000%=254803,0%=0,0%=0,0%=0,1567.0,834537.0,2590.318445,5852.217786,299008.0,12631744.0,100.000000%,10900851.325951,152139.713357,14.172056%,0.580856%,637174.0,0.0,161.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.59%,93.57%,0.35%,0.21%,0.16%,0.05%,0.06%,0.01%,0.01%,0.01%,0.00%,0.00%,SeqW-2M-16,SeqW,Sequential Write-only,2M,2097152,16,0.0,10.395861936522484
124,3,fio-3.23,SeqW-4M-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,608571392.0,10142011.0,2476.0,60005.0,0.0,0.0,0.0,0.0,3380.0,938693.0,5572.965963,11457.985777,1.000000%=3883,5.000000%=4079,10.000000%=4227,20.000000%=4358,30.000000%=4423,40.000000%=4554,50.000000%=4620,60.000000%=4751,70.000000%=4882,80.000000%=5013,90.000000%=5210,95.000000%=5472,99.000000%=25296,99.500000%=60030,99.900000%=183500,99.950000%=250609,99.990000%=354418,0%=0,0%=0,0%=0,3380.0,938693.0,5573.154456,11458.000478,539932.0,12412181.0,100.000000%,10154467.384988,192522.768409,13.793279%,0.539040%,594499.0,0.0,180.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.53%,95.94%,0.39%,0.54%,0.32%,0.23%,0.05%,0.01%,0.01%,0.00%,0.00%,SeqW-4M-16,SeqW,Sequential Write-only,4M,4194304,16,0.0,9.684054741847993
129,3,fio-3.23,RandR-4K-16-taskset-cpu-args,0.0,0.0,11834816.0,197082.0,49270.0,60050.0,0.0,0.0,0.0,0.0,124.0,324122.0,324.018508,1454.16152,1.000000%=195,5.000000%=220,10.000000%=238,20.000000%=264,30.000000%=276,40.000000%=284,50.000000%=288,60.000000%=296,70.000000%=305,80.000000%=313,90.000000%=325,95.000000%=337,99.000000%=374,99.500000%=399,99.900000%=6979,99.950000%=23986,99.990000%=74973,0%=0,0%=0,0%=0,124.0,324122.0,324.066621,1454.161646,29496.0,231208.0,100.000000%,198461.647059,3084.571719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.399145%,1.143285%,2958787.0,0.0,172.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.43%,85.35%,0.02%,0.01%,0.02%,0.04%,0.06%,0.02%,0.03%,0.02%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,RandR-4K-16,RandR,Random Read-only,4K,4096,16,0.1892677755918503,0.0
