access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,1.0611233878e+02,1.0610504603e+02,1.8187322603e+08,1.8188572643e+08
read,1,1.0611233687e+02,1.0610504007e+02,1.8187322930e+08,1.8188573665e+08
read,2,1.0611233807e+02,1.0610504007e+02,1.8187322726e+08,1.8188573665e+08
read,3,1.0611233592e+02,1.0610503292e+02,1.8187323094e+08,1.8188574891e+08
read,4,1.0611233783e+02,1.0610503006e+02,1.8187322767e+08,1.8188575382e+08
read,5,1.0611233687e+02,1.0610504007e+02,1.8187322930e+08,1.8188573665e+08
read,6,1.0611233687e+02,1.0610504103e+02,1.8187322930e+08,1.8188573501e+08
read,7,1.0611233711e+02,1.0610503197e+02,1.8187322889e+08,1.8188575055e+08
read,8,1.0611233878e+02,1.0610503006e+02,1.8187322603e+08,1.8188575382e+08
read,9,1.0611233878e+02,1.0610502601e+02,1.8187322603e+08,1.8188576076e+08
read,10,1.0611233997e+02,1.0610503101e+02,1.8187322399e+08,1.8188575218e+08
read,11,1.0611233902e+02,1.0610504198e+02,1.8187322562e+08,1.8188573338e+08
read,12,1.0611234498e+02,1.0610505390e+02,1.8187321541e+08,1.8188571295e+08
read,13,1.0611234498e+02,1.0610504985e+02,1.8187321541e+08,1.8188571989e+08
read,14,1.0611234498e+02,1.0610503387e+02,1.8187321541e+08,1.8188574728e+08
read,15,1.0611234307e+02,1.0610504794e+02,1.8187321868e+08,1.8188572316e+08
read,16,1.0611234403e+02,1.0610504985e+02,1.8187321704e+08,1.8188571989e+08
read,17,1.0611234307e+02,1.0610504985e+02,1.8187321868e+08,1.8188571989e+08
read,18,1.0611234403e+02,1.0610503983e+02,1.8187321704e+08,1.8188573706e+08
read,19,1.0611234212e+02,1.0610505104e+02,1.8187322031e+08,1.8188571785e+08
read,20,1.0611234498e+02,1.0610504985e+02,1.8187321541e+08,1.8188571989e+08
read,21,1.0611234307e+02,1.0610504889e+02,1.8187321868e+08,1.8188572153e+08
read,22,1.0611234403e+02,1.0610503888e+02,1.8187321704e+08,1.8188573869e+08
read,23,1.0611234403e+02,1.0610504985e+02,1.8187321704e+08,1.8188571989e+08
read,24,1.0611237192e+02,1.0610507822e+02,1.8187316923e+08,1.8188567126e+08
read,25,1.0611237216e+02,1.0610506320e+02,1.8187316882e+08,1.8188569701e+08
read,26,1.0611237216e+02,1.0610506415e+02,1.8187316882e+08,1.8188569537e+08
read,27,1.0611237121e+02,1.0610507107e+02,1.8187317046e+08,1.8188568352e+08
read,28,1.0611237121e+02,1.0610507011e+02,1.8187317046e+08,1.8188568515e+08
read,29,1.0611237001e+02,1.0610506201e+02,1.8187317250e+08,1.8188569905e+08
read,30,1.0611237001e+02,1.0610507202e+02,1.8187317250e+08,1.8188568188e+08
read,31,1.0611236906e+02,1.0610505509e+02,1.8187317413e+08,1.8188571090e+08
read,32,1.0611237097e+02,1.0610506201e+02,1.8187317087e+08,1.8188569905e+08
read,33,1.0611237121e+02,1.0610507107e+02,1.8187317046e+08,1.8188568352e+08
read,34,1.0611237121e+02,1.0610506415e+02,1.8187317046e+08,1.8188569537e+08
read,35,1.0611237001e+02,1.0610506415e+02,1.8187317250e+08,1.8188569537e+08
read,36,1.0611233783e+02,1.0610505605e+02,1.8187322767e+08,1.8188570927e+08
read,37,1.0611233783e+02,1.0610503507e+02,1.8187322767e+08,1.8188574523e+08
read,38,1.0611233687e+02,1.0610504103e+02,1.8187322930e+08,1.8188573501e+08
read,39,1.0611233497e+02,1.0610504198e+02,1.8187323257e+08,1.8188573338e+08
read,40,1.0611233687e+02,1.0610504007e+02,1.8187322930e+08,1.8188573665e+08
read,41,1.0611233497e+02,1.0610504007e+02,1.8187323257e+08,1.8188573665e+08
read,42,1.0611233687e+02,1.0610504103e+02,1.8187322930e+08,1.8188573501e+08
read,43,1.0611233497e+02,1.0610504198e+02,1.8187323257e+08,1.8188573338e+08
read,44,1.0611233783e+02,1.0610505199e+02,1.8187322767e+08,1.8188571621e+08
read,45,1.0611233687e+02,1.0610505104e+02,1.8187322930e+08,1.8188571785e+08
read,46,1.0611233687e+02,1.0610503912e+02,1.8187322930e+08,1.8188573828e+08
read,47,1.0611233687e+02,1.0610504198e+02,1.8187322930e+08,1.8188573338e+08
