access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,454052.4539,28507.3721,0.3296,131072.0000,16384.0000,0.0699,3.4484,0.9489,3.4641,384,0
read,425547.8615,26619.3985,0.2782,131072.0000,16384.0000,0.0666,3.6929,1.7258,3.6961,384,0
write,375926.4944,23513.9678,0.4125,131072.0000,16384.0000,0.0568,4.1807,1.1105,4.1840,384,1
read,417175.9961,26095.1912,0.2651,131072.0000,16384.0000,0.0701,3.7671,1.8456,3.7703,384,1
write,372261.5838,23393.1052,0.4164,131072.0000,16384.0000,0.0921,4.2023,1.1233,4.2252,384,2
read,375079.1437,23459.6553,0.3704,131072.0000,16384.0000,0.1149,4.1903,1.5520,4.1934,384,2
write,371340.1690,23379.7238,0.4187,131072.0000,16384.0000,0.0820,4.2047,1.1223,4.2356,384,3
read,496288.5776,31049.0926,0.2782,131072.0000,16384.0000,0.0520,3.1661,1.2291,3.1693,384,3
write,359754.7568,22577.4955,0.4150,131072.0000,16384.0000,0.0833,4.3541,1.3277,4.3720,384,4
read,423923.5153,26518.0350,0.2696,131072.0000,16384.0000,0.0630,3.7071,1.7735,3.7103,384,4
