access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,109964.8277,110207.1372,0.0135,131072.0000,1024.0000,0.0071,1.7840,0.1660,1.7879,48,0
read,119391.3060,119620.7977,0.0127,131072.0000,1024.0000,0.0062,1.6436,0.0695,1.6468,48,0
write,113255.6609,113452.5817,0.0129,131072.0000,1024.0000,0.0059,1.7330,0.1120,1.7360,48,1
read,124473.5781,124701.5053,0.0121,131072.0000,1024.0000,0.0057,1.5766,0.0601,1.5795,48,1
write,117046.1243,117263.5121,0.0124,131072.0000,1024.0000,0.0060,1.6766,0.1137,1.6797,48,2
read,121631.9133,121860.8693,0.0124,131072.0000,1024.0000,0.0059,1.6134,0.0686,1.6164,48,2
write,113471.4558,113673.1710,0.0126,131072.0000,1024.0000,0.0060,1.7296,0.1420,1.7327,48,3
read,117880.3280,118091.0531,0.0126,131072.0000,1024.0000,0.0059,1.6649,0.0721,1.6679,48,3
write,111296.7253,111505.0827,0.0130,131072.0000,1024.0000,0.0064,1.7632,0.1229,1.7665,48,4
read,124855.3640,125108.9836,0.0121,131072.0000,1024.0000,0.0063,1.5715,0.0598,1.5747,48,4
