access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,344996.3439,43439.2983,0.1035,131072.0000,8192.0000,0.0580,3.0174,2.0507,3.0394,256,0
read,385543.5928,48246.4849,0.1014,131072.0000,8192.0000,0.0598,2.7167,1.6471,2.7197,256,0
write,328191.9754,41067.2374,0.1194,131072.0000,8192.0000,0.0556,3.1916,2.2418,3.1950,256,1
read,368888.6798,46162.8566,0.1090,131072.0000,8192.0000,0.0593,2.8393,1.8325,2.8425,256,1
write,352687.5187,44352.2541,0.1010,131072.0000,8192.0000,0.0622,2.9553,1.9809,2.9731,256,2
read,329685.1099,41250.2621,0.1470,131072.0000,8192.0000,0.0556,3.1775,1.6203,3.1805,256,2
write,338379.9091,42343.4373,0.1216,131072.0000,8192.0000,0.0492,3.0955,2.1173,3.0988,256,3
read,315692.1917,39498.5773,0.1465,131072.0000,8192.0000,0.0589,3.3184,2.0256,3.3215,256,3
write,301223.2707,37803.2298,0.1456,131072.0000,8192.0000,0.0614,3.4672,2.2013,3.4811,256,4
read,396253.3918,49589.4840,0.1115,131072.0000,8192.0000,0.0680,2.6431,1.5802,2.6462,256,4
