access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,398800.8997,25192.7420,0.1363,131072.0000,16384.0000,0.0379,1.3007,0.7288,1.3147,128,0
read,389041.2977,24368.1854,0.1225,131072.0000,16384.0000,0.0234,1.3447,0.7998,1.3476,128,0
write,334918.8513,20976.7821,0.1598,131072.0000,16384.0000,0.0382,1.5621,0.9269,1.5654,128,1
read,323808.4381,20276.4747,0.1396,131072.0000,16384.0000,0.0289,1.6161,1.0581,1.6191,128,1
write,304447.2721,19062.8340,0.1828,131072.0000,16384.0000,0.0250,1.7189,1.0021,1.7221,128,2
read,335795.7467,21026.8560,0.1513,131072.0000,16384.0000,0.0248,1.5584,0.8988,1.5613,128,2
write,314676.9495,19817.6105,0.1769,131072.0000,16384.0000,0.0443,1.6535,0.9837,1.6661,128,3
read,328462.3517,20569.1418,0.1671,131072.0000,16384.0000,0.0307,1.5931,1.0435,1.5962,128,3
write,325920.8620,20413.0850,0.1697,131072.0000,16384.0000,0.0417,1.6052,0.8422,1.6086,128,4
read,358628.0454,22462.8840,0.1539,131072.0000,16384.0000,0.0410,1.4588,0.7749,1.4619,128,4
