access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,328746.3692,41189.5985,0.1507,131072.0000,8192.0000,0.0609,4.7732,2.5218,4.7844,384,0
read,402942.1100,50407.8628,0.1390,131072.0000,8192.0000,0.0606,3.9003,1.8751,3.9034,384,0
write,320417.0772,40338.9725,0.1694,131072.0000,8192.0000,0.0893,4.8739,2.3298,4.9088,384,1
read,385510.1248,48224.0363,0.1378,131072.0000,8192.0000,0.0827,4.0770,2.1060,4.0800,384,1
write,318668.6490,40051.3351,0.1758,131072.0000,8192.0000,0.0855,4.9089,2.2968,4.9357,384,2
read,337295.2331,42188.7570,0.2008,131072.0000,8192.0000,0.0692,4.6602,1.7364,4.6632,384,2
write,321335.6827,40195.1045,0.1784,131072.0000,8192.0000,0.0557,4.8913,2.2972,4.8948,384,3
read,383475.4557,47971.8566,0.1359,131072.0000,8192.0000,0.0472,4.0984,2.1726,4.1016,384,3
write,316109.9750,39697.6956,0.1786,131072.0000,8192.0000,0.0869,4.9526,2.2672,4.9757,384,4
read,372062.4895,46542.3260,0.1438,131072.0000,8192.0000,0.0554,4.2243,2.2835,4.2274,384,4
