access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,3.0981636310e+02,3.0981063581e+02,1.6901556704e+08,1.6901869154e+08
read,1,3.0981636214e+02,3.0981058884e+02,1.6901556756e+08,1.6901871716e+08
read,2,3.0981636214e+02,3.0981062579e+02,1.6901556756e+08,1.6901869700e+08
read,3,3.0981636214e+02,3.0981062508e+02,1.6901556756e+08,1.6901869739e+08
read,4,3.0981636214e+02,3.0981062198e+02,1.6901556756e+08,1.6901869908e+08
read,5,3.0981636214e+02,3.0981063390e+02,1.6901556756e+08,1.6901869258e+08
read,6,3.0981636405e+02,3.0981062889e+02,1.6901556652e+08,1.6901869531e+08
read,7,3.0981636095e+02,3.0981062889e+02,1.6901556821e+08,1.6901869531e+08
read,8,3.0981636214e+02,3.0981058002e+02,1.6901556756e+08,1.6901872197e+08
read,9,3.0981635809e+02,3.0981062889e+02,1.6901556977e+08,1.6901869531e+08
read,10,3.0981636310e+02,3.0981063509e+02,1.6901556704e+08,1.6901869193e+08
read,11,3.0981636214e+02,3.0981059504e+02,1.6901556756e+08,1.6901871378e+08
read,12,3.0981636190e+02,3.0981064892e+02,1.6901556769e+08,1.6901868438e+08
read,13,3.0981636190e+02,3.0981065202e+02,1.6901556769e+08,1.6901868269e+08
read,14,3.0981636000e+02,3.0981064606e+02,1.6901556873e+08,1.6901868594e+08
read,15,3.0981636000e+02,3.0981063604e+02,1.6901556873e+08,1.6901869141e+08
read,16,3.0981636000e+02,3.0981064987e+02,1.6901556873e+08,1.6901868386e+08
read,17,3.0981635904e+02,3.0981065202e+02,1.6901556925e+08,1.6901868269e+08
read,18,3.0981635904e+02,3.0981065106e+02,1.6901556925e+08,1.6901868321e+08
read,19,3.0981635189e+02,3.0981065011e+02,1.6901557316e+08,1.6901868373e+08
read,20,3.0981636000e+02,3.0981065297e+02,1.6901556873e+08,1.6901868217e+08
read,21,3.0981635904e+02,3.0981066298e+02,1.6901556925e+08,1.6901867671e+08
read,22,3.0981636000e+02,3.0981066394e+02,1.6901556873e+08,1.6901867619e+08
read,23,3.0981636000e+02,3.0981065297e+02,1.6901556873e+08,1.6901868217e+08
read,24,3.0981641412e+02,3.0981069994e+02,1.6901553921e+08,1.6901865655e+08
read,25,3.0981640792e+02,3.0981069803e+02,1.6901554259e+08,1.6901865759e+08
read,26,3.0981641483e+02,3.0981069398e+02,1.6901553882e+08,1.6901865980e+08
read,27,3.0981640983e+02,3.0981068897e+02,1.6901554155e+08,1.6901866253e+08
read,28,3.0981641197e+02,3.0981070089e+02,1.6901554038e+08,1.6901865603e+08
read,29,3.0981641483e+02,3.0981071520e+02,1.6901553882e+08,1.6901864822e+08
read,30,3.0981640697e+02,3.0981071281e+02,1.6901554311e+08,1.6901864952e+08
read,31,3.0981641006e+02,3.0981069493e+02,1.6901554142e+08,1.6901865928e+08
read,32,3.0981641078e+02,3.0981069994e+02,1.6901554103e+08,1.6901865655e+08
read,33,3.0981640983e+02,3.0981071782e+02,1.6901554155e+08,1.6901864679e+08
read,34,3.0981641197e+02,3.0981069899e+02,1.6901554038e+08,1.6901865707e+08
read,35,3.0981641102e+02,3.0981070709e+02,1.6901554090e+08,1.6901865265e+08
read,36,3.0981644011e+02,3.0981072617e+02,1.6901552503e+08,1.6901864224e+08
read,37,3.0981644297e+02,3.0981071115e+02,1.6901552347e+08,1.6901865043e+08
read,38,3.0981643605e+02,3.0981073904e+02,1.6901552724e+08,1.6901863522e+08
