access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,10872.8555,698091.8355,0.0001,131072.0000,16.0000,0.0068,1.1265,0.0620,1.1302,96,0
write,11041.6999,708543.1732,0.0001,131072.0000,16.0000,0.0059,1.1099,0.0556,1.1129,96,1
write,10818.3303,694248.9149,0.0001,131072.0000,16.0000,0.0060,1.1328,0.0637,1.1358,96,2
write,10749.1886,689831.3603,0.0001,131072.0000,16.0000,0.0062,1.1400,0.0730,1.1432,96,3
write,10693.6811,686189.9280,0.0001,131072.0000,16.0000,0.0059,1.1461,0.0775,1.1491,96,4
