access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.0412899208e+02,3.0181616592e+02,3.0984001286e+08,3.1221432599e+08
write,1,3.0412899017e+02,3.0350191998e+02,3.0984001480e+08,3.1048018023e+08
write,2,3.0412898898e+02,3.0108200812e+02,3.0984001601e+08,3.1297562881e+08
write,3,3.0412898707e+02,3.0097090483e+02,3.0984001796e+08,3.1309116365e+08
write,4,3.0412900686e+02,3.0267908788e+02,3.0983999780e+08,3.1132421958e+08
write,5,3.0412898803e+02,3.0340338993e+02,3.0984001698e+08,3.1058100846e+08
write,6,3.0412899017e+02,3.0157033896e+02,3.0984001480e+08,3.1246882946e+08
write,7,3.0412898517e+02,3.0001051807e+02,3.0984001990e+08,3.1409342386e+08
write,8,3.0412898898e+02,3.0128463006e+02,3.0984001601e+08,3.1276514437e+08
write,9,3.0412899303e+02,3.0246992183e+02,3.0984001188e+08,3.1153950861e+08
write,10,3.0412898517e+02,3.0020184803e+02,3.0984001990e+08,3.1389324028e+08
write,11,3.0412898922e+02,3.0099988198e+02,3.0984001577e+08,3.1306102247e+08
write,12,3.0412898707e+02,3.0275963497e+02,3.0984001796e+08,3.1124139394e+08
write,13,3.0412899113e+02,3.0200933194e+02,3.0984001383e+08,3.1201463283e+08
write,14,3.0412899089e+02,3.0411565113e+02,3.0984001407e+08,3.0985360492e+08
write,15,3.0412899590e+02,3.0108936095e+02,3.0984000897e+08,3.1296798571e+08
write,16,3.0412899995e+02,3.0168708491e+02,3.0984000484e+08,3.1234791122e+08
write,17,3.0412898588e+02,3.0194310713e+02,3.0984001917e+08,3.1208306662e+08
write,18,3.0412899399e+02,3.0205175781e+02,3.0984001091e+08,3.1197080758e+08
write,19,3.0412899399e+02,3.0273368287e+02,3.0984001091e+08,3.1126807537e+08
write,20,3.0412899113e+02,3.0218526602e+02,3.0984001383e+08,3.1183297603e+08
write,21,3.0412900209e+02,3.0279728317e+02,3.0984000265e+08,3.1120269584e+08
write,22,3.0412899995e+02,3.0049293685e+02,3.0984000484e+08,3.1358917053e+08
write,23,3.0412899804e+02,3.0373672414e+02,3.0984000678e+08,3.1024016303e+08
