access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.2346505189e+02,3.0001032186e+02,1.2852518341e+07,1.3857324929e+07
write,1,3.2346505404e+02,3.0000625896e+02,1.2852518255e+07,1.3857512594e+07
write,2,3.2346508217e+02,3.0714003301e+02,1.2852517138e+07,1.3535651707e+07
write,3,3.2346507406e+02,3.0713877201e+02,1.2852517460e+07,1.3535707279e+07
write,4,3.2346506906e+02,3.0731018305e+02,1.2852517659e+07,1.3528157352e+07
write,5,3.2346506715e+02,3.0736172199e+02,1.2852517734e+07,1.3525888927e+07
write,6,3.2346505213e+02,3.2345719910e+02,1.2852518331e+07,1.2852830370e+07
write,7,3.2346506310e+02,3.2245081782e+02,1.2852517896e+07,1.2892944543e+07
write,8,3.2346505189e+02,3.1187753487e+02,1.2852518341e+07,1.3330041594e+07
write,9,3.2346506786e+02,3.1093810797e+02,1.2852517706e+07,1.3370315203e+07
write,10,3.2346506786e+02,3.0564082193e+02,1.2852517706e+07,1.3602045976e+07
write,11,3.2346505690e+02,3.0564082885e+02,1.2852518142e+07,1.3602045668e+07
write,12,3.2346503091e+02,3.0688387299e+02,1.2852519174e+07,1.3546950094e+07
write,13,3.2346504688e+02,3.0649990392e+02,1.2852518540e+07,1.3563921094e+07
write,14,3.2346504998e+02,3.0303427982e+02,1.2852518417e+07,1.3719043649e+07
write,15,3.2346504807e+02,3.0303426003e+02,1.2852518492e+07,1.3719044545e+07
write,16,3.2346505904e+02,3.0738301015e+02,1.2852518057e+07,1.3524952176e+07
write,17,3.2346504903e+02,3.0674697709e+02,1.2852518454e+07,1.3552995865e+07
write,18,3.2346503711e+02,3.1070077205e+02,1.2852518928e+07,1.3380528425e+07
write,19,3.2346502304e+02,3.1028381610e+02,1.2852519487e+07,1.3398509030e+07
write,20,3.2346504712e+02,3.0223782611e+02,1.2852518530e+07,1.3755195918e+07
write,21,3.2346503282e+02,3.0223921800e+02,1.2852519099e+07,1.3755132572e+07
write,22,3.2346505594e+02,3.1542742896e+02,1.2852518180e+07,1.3180022187e+07
write,23,3.2346502399e+02,3.1643510509e+02,1.2852519449e+07,1.3138050884e+07
