access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,90803.0812,90959.6491,0.0160,131072.0000,1024.0000,0.0069,2.1615,0.2011,2.1652,48,0
read,133205.1606,133507.5348,0.0113,131072.0000,1024.0000,0.0065,1.4726,0.0514,1.4760,48,0
write,103906.0475,104089.6655,0.0145,131072.0000,1024.0000,0.0065,1.8888,0.0621,1.8922,48,1
read,110958.1748,111156.0349,0.0137,131072.0000,1024.0000,0.0062,1.7688,0.0208,1.7719,48,1
write,105056.9516,105247.0948,0.0142,131072.0000,1024.0000,0.0065,1.8681,0.0712,1.8714,48,2
read,118538.0258,118774.2698,0.0128,131072.0000,1024.0000,0.0066,1.6553,0.0355,1.6586,48,2
write,105863.9532,106061.3282,0.0142,131072.0000,1024.0000,0.0069,1.8537,0.0566,1.8572,48,3
read,130938.5319,131233.2398,0.0116,131072.0000,1024.0000,0.0067,1.4982,0.0244,1.5015,48,3
write,101150.2669,101323.1208,0.0148,131072.0000,1024.0000,0.0066,1.9404,0.0799,1.9437,48,4
read,117285.3437,117512.1114,0.0129,131072.0000,1024.0000,0.0064,1.6731,0.0275,1.6763,48,4
