access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,719498.8021,45174.2804,0.1447,131072.0000,16384.0000,0.0101,1.4507,0.3965,1.4574,256,0
read,115983.4382,7251.7507,1.0580,131072.0000,16384.0000,0.0069,9.0373,1.1738,9.0407,256,0
write,867024.6134,54348.1537,0.1414,131072.0000,16384.0000,0.0070,1.2059,0.1413,1.2094,256,1
read,187601.2862,11732.0785,0.6510,131072.0000,16384.0000,0.0066,5.5861,0.9682,5.5894,256,1
write,915455.2335,57378.3575,0.1378,131072.0000,16384.0000,0.0063,1.1422,0.0955,1.1454,256,2
read,155942.0918,9750.7937,0.8094,131072.0000,16384.0000,0.0061,6.7211,1.5983,6.7241,256,2
write,837273.8877,52466.9578,0.1492,131072.0000,16384.0000,0.0063,1.2491,0.1992,1.2524,256,3
read,156733.9566,9800.3267,0.7894,131072.0000,16384.0000,0.0060,6.6871,1.5930,6.6902,256,3
write,896878.7016,56220.8277,0.1391,131072.0000,16384.0000,0.0067,1.1657,0.1120,1.1691,256,4
read,134754.0341,8425.7329,0.9404,131072.0000,16384.0000,0.0067,7.7781,1.1538,7.7814,256,4
